SquareNumber_2209 SquareNumber_64 SquareNumber_25 SquareNumber_100 SquareNumber_2500 SquareNumber_5329 SquareNumber_7225 SquareNumber_841 SquareNumber_1764 SquareNumber_2601
SquareNumber_9216 SquareNumber_3721 SquareNumber_4096 SquareNumber_576 SquareNumber_49 SquareNumber_9025 SquareNumber_6241 SquareNumber_1156 SquareNumber_2401 SquareNumber_64
SquareNumber_625 SquareNumber_2809 SquareNumber_121 SquareNumber_9409 SquareNumber_2916 SquareNumber_36 SquareNumber_1024 SquareNumber_2025 SquareNumber_5776 SquareNumber_4096
SquareNumber_169 SquareNumber_400 SquareNumber_81 SquareNumber_3249 SquareNumber_9409 SquareNumber_7225 SquareNumber_2304 SquareNumber_5329 SquareNumber_441 SquareNumber_4096
SquareNumber_4225 SquareNumber_676 SquareNumber_225 SquareNumber_8281 SquareNumber_1936 SquareNumber_5625 SquareNumber_2025 SquareNumber_144 SquareNumber_3025 SquareNumber_625
SquareNumber_4624 SquareNumber_4096 SquareNumber_4 SquareNumber_1849 SquareNumber_9604 SquareNumber_225 SquareNumber_400 SquareNumber_9 SquareNumber_3136 SquareNumber_2704
SquareNumber_2601 SquareNumber_4356 SquareNumber_8281 SquareNumber_1296 SquareNumber_225 SquareNumber_3481 SquareNumber_4761 SquareNumber_16 SquareNumber_3025 SquareNumber_400
SquareNumber_9604 SquareNumber_324 SquareNumber_9604 SquareNumber_6889 SquareNumber_4761 SquareNumber_4096 SquareNumber_1225 SquareNumber_7225 SquareNumber_1024 SquareNumber_8100
SquareNumber_9409 SquareNumber_1521 SquareNumber_1369 SquareNumber_8464 SquareNumber_9216 SquareNumber_8100 SquareNumber_7056 SquareNumber_324 SquareNumber_5329 SquareNumber_5776
SquareNumber_361 SquareNumber_1156 SquareNumber_576 SquareNumber_16 SquareNumber_5476 SquareNumber_7396 SquareNumber_4225 SquareNumber_8281 SquareNumber_3969 SquareNumber_576
SquareNumber_6241 SquareNumber_3249 SquareNumber_4624 SquareNumber_361 SquareNumber_1024 SquareNumber_484 SquareNumber_1600 SquareNumber_576 SquareNumber_5929 SquareNumber_36
BinaryNumber_0100110 BinaryNumber_0000110 BinaryNumber_0111111 BinaryNumber_0101011 BinaryNumber_0110100 BinaryNumber_1010000 BinaryNumber_0111001 BinaryNumber_0000011 BinaryNumber_1011110 BinaryNumber_0111000
BinaryNumber_1100000 BinaryNumber_0111100 BinaryNumber_0011010 BinaryNumber_1011010 BinaryNumber_0110011 BinaryNumber_0111101 BinaryNumber_0100101 BinaryNumber_0110011 BinaryNumber_1011000 BinaryNumber_0100010
BinaryNumber_0111101 BinaryNumber_0100100 BinaryNumber_1100011 BinaryNumber_1100001 BinaryNumber_1011100 BinaryNumber_0101011 BinaryNumber_1001100 BinaryNumber_1000010 BinaryNumber_0110111 BinaryNumber_0111001
BinaryNumber_1000000 BinaryNumber_0111010 BinaryNumber_1100011 BinaryNumber_1000111 BinaryNumber_0101111 BinaryNumber_0111000 BinaryNumber_0001011 BinaryNumber_1001001 BinaryNumber_0111001 BinaryNumber_0010100
BinaryNumber_0100010 BinaryNumber_0111100 BinaryNumber_1001101 BinaryNumber_0000001 BinaryNumber_0101110 BinaryNumber_0111100 BinaryNumber_1011101 BinaryNumber_1011100 BinaryNumber_0111101 BinaryNumber_0111101
