temperature__78c temperature__122c temperature__84c temperature__57c temperature__87c temperature__71c temperature__65c temperature__98c temperature__3c temperature__14c
temperature__108c temperature__53c temperature__31c temperature__56c temperature__24c temperature__47c temperature__112c temperature__108c temperature__98c temperature__84c
temperature__77c temperature__92c temperature__12c temperature__56c temperature__124c temperature__50c temperature__85c temperature__70c temperature__91c temperature__53c
temperature__0c temperature__71c temperature__61c temperature__73c temperature__22c temperature__116c temperature__82c temperature__65c temperature__91c temperature__124c
temperature__4c temperature__109c temperature__17c temperature__63c temperature__145c temperature__141c temperature__26c temperature__30c temperature__71c temperature__26c
temperature__93c temperature__6c temperature__111c temperature__4c temperature__56c temperature__147c temperature__112c temperature__69c temperature__8c temperature__140c
temperature__130c temperature__50c temperature__7c temperature__137c temperature__0c temperature__100c temperature__31c temperature__22c temperature__140c temperature__77c
temperature__68c temperature__12c temperature__39c temperature__53c temperature__148c temperature__51c temperature__69c temperature__4c temperature__46c temperature__70c
temperature__30c temperature__111c temperature__140c temperature__87c temperature__5c temperature__46c temperature__132c temperature__108c temperature__31c temperature__10c
temperature__100c temperature__137c temperature__119c temperature__46c temperature__36c temperature__108c temperature__93c temperature__148c temperature__124c temperature__34c
temperature__44c temperature__10c temperature__92c temperature__33c temperature__54c temperature__3c temperature__139c temperature__88c temperature__120c temperature__63c
Cherry Tamarillo Akebi Loquat Cashew Honeydew Orange Peach Tangerine Pineapple
Peach Blueberry Fig Pomegranate Salmonberry Peach Blueberry Watermelon Kiwano Tamarillo
Feijoa Prune Papaya Blackberry Pomelo Blueberry Kumquat Peach Damson Date
Salmonberry Tangelo Lemon Durian Ximenia Huckleberry Lemon Coconut Clementine Longan
Blackcurrant Pomegranate Plantain Clementine Melon Passionfruit Cherry Plum Apricot Sapodilla
Cranberry Tamarind Cherry Mango Cloudberry Redcurrant Abiu Boysenberry Acerola Papaya
Durian Blackcurrant Melon Jujube Apricot Marionberry Passionfruit Lychee Coconut Canistel
Pineapple Gooseberry Guava Loganberry Pawpaw Apple Blueberry Tangelo Lemon Yuzu
Lime Boysenberry Cherry Currant Cranberry Mulberry Salmonberry Marionberry Grapefruit Avocado
Orange Longan Mangosteen Gooseberry Watermelon Kiwifruit Açaí Pomegranate Avocado Salmonberry
Melon Feijoa Papaya Cherry Lychee Tangelo Damson Damson Strawberry Banana
12:43 18:40 22:13 15:51 20:45 15:56 15:10 15:43 20:21 21:30
10:50 20:17 23:33 21:52 17:18 14:51 18:18 15:36 11:45 15:18
22:29 17:17 12:19 18:16 18:42 14:59 17:11 20:13 16:49 20:27
12:49 18:51 10:54 16:34 16:31 12:59 12:32 18:40 11:47 20:26
23:50 23:26 12:44 19:22 22:50 23:29 22:14 22:55 16:14 21:44
