good thoughtless sparkling beautiful strange frail zealous impossible disgusted open
naughty evil nutty dark alive homeless homeless hilarious lucky tender
determined famous nutty uptight fierce awful quaint frantic super average
smoggy bloody fragile fancy smoggy drab lazy anxious sleepy drab
confused victorious cautious quaint smoggy eager uptight fair horrible dizzy
faithful unsightly long fair witty blushing better troubled fine fancy
dizzy embarrassed grumpy upset jolly talented bad splendid excited busy
long pleasant grieving zealous adorable delightful frail condemned elegant angry
bored modern scary wide-eyed smiling charming amused shy confused filthy
bored mysterious tough grieving hurt dangerous smiling weary vast obnoxious
repulsive mushy easy depressed combative adventurous stupid obedient gentle disgusted
BinaryNumber_0110110 BinaryNumber_0000011 BinaryNumber_1010011 BinaryNumber_1000100 BinaryNumber_0000100 BinaryNumber_1001111 BinaryNumber_1001111 BinaryNumber_0101011 BinaryNumber_1001001 BinaryNumber_0110111
BinaryNumber_1011001 BinaryNumber_0111101 BinaryNumber_1000010 BinaryNumber_1011010 BinaryNumber_0000001 BinaryNumber_0100010 BinaryNumber_0000110 BinaryNumber_0101011 BinaryNumber_0100101 BinaryNumber_0110110
BinaryNumber_1000010 BinaryNumber_0100111 BinaryNumber_1000010 BinaryNumber_1100010 BinaryNumber_0011111 BinaryNumber_0101100 BinaryNumber_0010101 BinaryNumber_0111110 BinaryNumber_0110000 BinaryNumber_0001110
BinaryNumber_0010110 BinaryNumber_0001100 BinaryNumber_0001010 BinaryNumber_1000000 BinaryNumber_0010100 BinaryNumber_0000101 BinaryNumber_0110000 BinaryNumber_0011110 BinaryNumber_1100010 BinaryNumber_0111101
BinaryNumber_0001100 BinaryNumber_1100000 BinaryNumber_1010010 BinaryNumber_0011100 BinaryNumber_1010011 BinaryNumber_1010111 BinaryNumber_0000000 BinaryNumber_1001110 BinaryNumber_0010100 BinaryNumber_0100110
BinaryNumber_1100001 BinaryNumber_0111110 BinaryNumber_0100100 BinaryNumber_0111001 BinaryNumber_0110101 BinaryNumber_0010010 BinaryNumber_0010000 BinaryNumber_1010000 BinaryNumber_0110001 BinaryNumber_1010010
BinaryNumber_0000000 BinaryNumber_0011010 BinaryNumber_0110101 BinaryNumber_0011011 BinaryNumber_0000011 BinaryNumber_0110000 BinaryNumber_0100101 BinaryNumber_0001110 BinaryNumber_1011111 BinaryNumber_1001111
BinaryNumber_0001010 BinaryNumber_0000110 BinaryNumber_0110110 BinaryNumber_1001111 BinaryNumber_0111000 BinaryNumber_0111001 BinaryNumber_1000100 BinaryNumber_0000100 BinaryNumber_0010010 BinaryNumber_0100010
BinaryNumber_0011011 BinaryNumber_0011010 BinaryNumber_0101101 BinaryNumber_1010010 BinaryNumber_0000001 BinaryNumber_1011011 BinaryNumber_0010100 BinaryNumber_0111100 BinaryNumber_1000101 BinaryNumber_0011111
BinaryNumber_1010111 BinaryNumber_0001000 BinaryNumber_1000101 BinaryNumber_1000101 BinaryNumber_0101111 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_0101101 BinaryNumber_0010110 BinaryNumber_1100000
BinaryNumber_0101000 BinaryNumber_1100001 BinaryNumber_1011111 BinaryNumber_1011111 BinaryNumber_0100011 BinaryNumber_1011011 BinaryNumber_0100100 BinaryNumber_0110010 BinaryNumber_0010110 BinaryNumber_0110111
CubeNumber_343 CubeNumber_103823 CubeNumber_658503 CubeNumber_166375 CubeNumber_778688 CubeNumber_24389 CubeNumber_117649 CubeNumber_729 CubeNumber_658503 CubeNumber_24389
CubeNumber_250047 CubeNumber_287496 CubeNumber_238328 CubeNumber_12167 CubeNumber_830584 CubeNumber_185193 CubeNumber_117649 CubeNumber_4096 CubeNumber_216000 CubeNumber_46656
CubeNumber_287496 CubeNumber_1728 CubeNumber_250047 CubeNumber_884736 CubeNumber_1000 CubeNumber_17576 CubeNumber_19683 CubeNumber_474552 CubeNumber_4096 CubeNumber_830584
CubeNumber_97336 CubeNumber_15625 CubeNumber_804357 CubeNumber_74088 CubeNumber_778688 CubeNumber_1331 CubeNumber_421875 CubeNumber_474552 CubeNumber_54872 CubeNumber_551368
CubeNumber_512 CubeNumber_456533 CubeNumber_857375 CubeNumber_1728 CubeNumber_68921 CubeNumber_64000 CubeNumber_3375 CubeNumber_64 CubeNumber_64 CubeNumber_2197
CubeNumber_64 CubeNumber_1331 CubeNumber_753571 CubeNumber_238328 CubeNumber_2197 CubeNumber_438976 CubeNumber_658503 CubeNumber_205379 CubeNumber_50653 CubeNumber_68921
CubeNumber_50653 CubeNumber_39304 CubeNumber_216 CubeNumber_551368 CubeNumber_1331 CubeNumber_6859 CubeNumber_912673 CubeNumber_592704 CubeNumber_1331 CubeNumber_79507
CubeNumber_3375 CubeNumber_64000 CubeNumber_32768 CubeNumber_68921 CubeNumber_24389 CubeNumber_117649 CubeNumber_357911 CubeNumber_274625 CubeNumber_3375 CubeNumber_9261
