defeated misty defiant fierce happy zany confused important beautiful courageous
amused shiny cheerful bad nervous fancy comfortable wicked frightened exuberant
charming clumsy thoughtless adventurous joyous plain easy naughty disturbed good
kind light amused disgusted embarrassed panicky determined real encouraging mushy
strange clean jittery annoying elegant wicked alert busy wicked cruel
motionless excited outrageous alive panicky good worried funny lucky frail
envious light blue wild smiling difficult hurt lovely shy awful
grieving vivacious embarrassed horrible helpless nasty disgusted talented glorious eager
hilarious confused stupid foolish jittery beautiful happy perfect unsightly difficult
gleaming grieving shy awful evil prickly precious inquisitive delightful blue
shiny innocent tough repulsive zany super determined uninterested worrisome blue
BinaryNumber_0001010 BinaryNumber_0110110 BinaryNumber_1000001 BinaryNumber_0110110 BinaryNumber_0001100 BinaryNumber_0011011 BinaryNumber_0101011 BinaryNumber_0100110 BinaryNumber_0000111 BinaryNumber_0010000
BinaryNumber_0110001 BinaryNumber_1000111 BinaryNumber_1000001 BinaryNumber_0010110 BinaryNumber_0101101 BinaryNumber_0101101 BinaryNumber_0001001 BinaryNumber_0100011 BinaryNumber_0101010 BinaryNumber_1100001
BinaryNumber_0110111 BinaryNumber_1100000 BinaryNumber_0100111 BinaryNumber_0000100 BinaryNumber_0011111 BinaryNumber_0011111 BinaryNumber_0000000 BinaryNumber_1010100 BinaryNumber_0110000 BinaryNumber_0110000
BinaryNumber_1100001 BinaryNumber_1010001 BinaryNumber_0000010 BinaryNumber_0011101 BinaryNumber_1010100 BinaryNumber_1001111 BinaryNumber_1001000 BinaryNumber_1011010 BinaryNumber_1100010 BinaryNumber_0110010
BinaryNumber_0011011 BinaryNumber_1001010 BinaryNumber_1001001 BinaryNumber_0010101 BinaryNumber_0010101 BinaryNumber_0000010 BinaryNumber_0110111 BinaryNumber_0001011 BinaryNumber_0111001 BinaryNumber_0111101
BinaryNumber_1011011 BinaryNumber_1011011 BinaryNumber_0010011 BinaryNumber_1100001 BinaryNumber_1001100 BinaryNumber_1010000 BinaryNumber_1011110 BinaryNumber_0011000 BinaryNumber_0001111 BinaryNumber_0011000
