MistyRose Peru Salmon RoyalBlue SlateBlue Snow Khaki WhiteSmoke MidnightBlue Purple
DarkTurquoise LightPink DarkGray LightSkyBlue ForestGreen Feldspar Silver LightYellow Chartreuse LightCoral
Green Lavender MediumSlateBlue LavenderBlush PapayaWhip Orange DeepSkyBlue CadetBlue DarkKhaki SteelBlue
LightGreen Thistle Green WhiteSmoke Plum LightSalmon MidnightBlue MediumBlue LightCyan MistyRose
White LimeGreen DarkOrchid Bisque LightSlateGray BlanchedAlmond DeepPink Plum LemonChiffon FloralWhite
SpringGreen Linen Seashell PaleTurquoise PapayaWhip SeaGreen DarkRed Wheat Navy ForestGreen
Olive MediumBlue Burlywood Fuchsia MediumSeaGreen LightGray LavenderBlush SaddleBrown Sienna DarkViolet
OldLace Sienna DarkOrange Bisque SkyBlue DarkCyan Chocolate Tomato GreenYellow Seashell
LightCyan SlateGray Sienna BlueViolet LightGoldenrodYellow LightYellow LemonChiffon LightYellow DarkGoldenrod Peru
DarkSeaGreen LightSlateGray MediumOrchid Fuchsia PowderBlue Salmon OldLace Turquoise Beige Snow
PapayaWhip Lime MistyRose DarkGoldenrod LightGreen VioletRed PowderBlue Red DeepPink PaleTurquoise
BinaryNumber_0100110 BinaryNumber_0011001 BinaryNumber_0000101 BinaryNumber_1001000 BinaryNumber_0101100 BinaryNumber_1011011 BinaryNumber_1011101 BinaryNumber_1000110 BinaryNumber_0011000 BinaryNumber_1001110
BinaryNumber_0110110 BinaryNumber_0110010 BinaryNumber_0011001 BinaryNumber_0000101 BinaryNumber_0001000 BinaryNumber_0100100 BinaryNumber_0101010 BinaryNumber_1011000 BinaryNumber_0111011 BinaryNumber_0100011
BinaryNumber_0010100 BinaryNumber_0101000 BinaryNumber_0000000 BinaryNumber_0010010 BinaryNumber_1001000 BinaryNumber_0101111 BinaryNumber_0011011 BinaryNumber_1000110 BinaryNumber_0101001 BinaryNumber_0101011
BinaryNumber_0111010 BinaryNumber_0110101 BinaryNumber_1000010 BinaryNumber_0011101 BinaryNumber_0000101 BinaryNumber_0100111 BinaryNumber_1000010 BinaryNumber_0001110 BinaryNumber_0001111 BinaryNumber_0111100
BinaryNumber_1000100 BinaryNumber_0111101 BinaryNumber_1001100 BinaryNumber_0101010 BinaryNumber_0000101 BinaryNumber_0100110 BinaryNumber_0111111 BinaryNumber_0001101 BinaryNumber_0100100 BinaryNumber_0010100
BinaryNumber_1010110 BinaryNumber_0111100 BinaryNumber_0001000 BinaryNumber_1100010 BinaryNumber_0010111 BinaryNumber_0011010 BinaryNumber_1100000 BinaryNumber_0101110 BinaryNumber_1011101 BinaryNumber_1011001
BinaryNumber_1010111 BinaryNumber_0110101 BinaryNumber_1010100 BinaryNumber_0001001 BinaryNumber_1010101 BinaryNumber_0001001 BinaryNumber_0011010 BinaryNumber_0011101 BinaryNumber_1011010 BinaryNumber_1010101
BinaryNumber_0011110 BinaryNumber_1010101 BinaryNumber_0011010 BinaryNumber_0001011 BinaryNumber_0110001 BinaryNumber_0101011 BinaryNumber_0001100 BinaryNumber_1000011 BinaryNumber_1000010 BinaryNumber_0100011
BinaryNumber_1000011 BinaryNumber_0101011 BinaryNumber_1010001 BinaryNumber_0101100 BinaryNumber_0011010 BinaryNumber_0000000 BinaryNumber_0001000 BinaryNumber_1001001 BinaryNumber_1010010 BinaryNumber_0110000
BinaryNumber_1011110 BinaryNumber_1001101 BinaryNumber_1010001 BinaryNumber_0001010 BinaryNumber_1000101 BinaryNumber_1010111 BinaryNumber_1000101 BinaryNumber_0000001 BinaryNumber_1010010 BinaryNumber_0010100
BinaryNumber_1000111 BinaryNumber_0000001 BinaryNumber_0000111 BinaryNumber_0111101 BinaryNumber_0100101 BinaryNumber_0111110 BinaryNumber_0110100 BinaryNumber_1001000 BinaryNumber_1001111 BinaryNumber_1010110
21:56 19:14 16:39 15:13 23:10 11:30 10:13 22:41 16:13 19:36
11:38 15:27 21:42 15:33 14:32 14:51 22:33 19:14 12:18 23:21
14:42 22:49 19:53 23:21 20:51 14:47 11:51 22:17 10:32 17:53
18:14 17:16 21:18 13:47 18:50 15:28 19:58 19:27 19:19 22:18
20:25 16:21 15:39 11:27 16:54 19:25 17:34 20:54 14:53 12:48
22:18 18:10 14:48 10:24 18:18 12:45 17:41 16:25 23:55 17:49
23:30 16:24 21:45 10:56 12:54 18:51 15:54 13:50 13:40 23:37
23:40 22:27 14:14 10:17 15:59 12:16 21:41 20:27 20:11 10:25
14:30 10:43 19:16 15:39 22:46 16:52 17:28 12:39 18:12 22:12
22:11 10:49 12:23 13:20 19:44 12:31 17:33 14:30 12:47 16:19
18:27 21:14 19:30 19:42 17:52 14:59 20:11 23:14 14:38 10:32
