temperature__63c temperature__42c temperature__52c temperature__141c temperature__44c temperature__27c temperature__100c temperature__82c temperature__112c temperature__73c
temperature__132c temperature__47c temperature__146c temperature__23c temperature__5c temperature__139c temperature__85c temperature__61c temperature__11c temperature__119c
temperature__147c temperature__54c temperature__26c temperature__64c temperature__33c temperature__41c temperature__88c temperature__8c temperature__27c temperature__124c
temperature__53c temperature__26c temperature__17c temperature__69c temperature__82c temperature__98c temperature__44c temperature__22c temperature__57c temperature__27c
temperature__3c temperature__11c temperature__27c temperature__106c temperature__22c temperature__33c temperature__54c temperature__78c temperature__5c temperature__126c
temperature__148c temperature__39c temperature__68c temperature__95c temperature__93c temperature__144c temperature__63c temperature__28c temperature__77c temperature__53c
temperature__41c temperature__71c temperature__68c temperature__124c temperature__84c temperature__129c temperature__71c temperature__14c temperature__124c temperature__51c
temperature__88c temperature__93c temperature__39c temperature__74c temperature__35c temperature__142c temperature__52c temperature__140c temperature__0c temperature__63c
temperature__21c temperature__23c temperature__132c temperature__98c temperature__98c temperature__129c temperature__3c temperature__69c temperature__47c temperature__28c
temperature__71c temperature__138c temperature__50c temperature__39c temperature__71c temperature__6c temperature__50c temperature__53c temperature__52c temperature__141c
temperature__100c temperature__139c temperature__140c temperature__14c temperature__137c temperature__146c temperature__112c temperature__40c temperature__116c temperature__65c
BinaryNumber_1100010 BinaryNumber_0101000 BinaryNumber_0011001 BinaryNumber_1001001 BinaryNumber_1001110 BinaryNumber_0001100 BinaryNumber_0000000 BinaryNumber_0100000 BinaryNumber_1000111 BinaryNumber_1001100
BinaryNumber_1001011 BinaryNumber_0000000 BinaryNumber_1001110 BinaryNumber_0001011 BinaryNumber_0110101 BinaryNumber_1001001 BinaryNumber_1000011 BinaryNumber_0101111 BinaryNumber_0101100 BinaryNumber_0001011
BinaryNumber_0010011 BinaryNumber_0010001 BinaryNumber_0001000 BinaryNumber_1011001 BinaryNumber_1010100 BinaryNumber_0100110 BinaryNumber_1011101 BinaryNumber_1000110 BinaryNumber_1011110 BinaryNumber_0111101
