Olive LightSalmon LightCyan SandyBrown DeepSkyBlue Sienna DarkSeaGreen MediumBlue BlanchedAlmond Goldenrod
MediumVioletRed Yellow Moccasin DarkTurquoise Silver Tomato Wheat Pink PeachPuff LemonChiffon
Green DarkGreen Wheat Sienna DarkOrange MidnightBlue Purple LimeGreen GhostWhite LightSalmon
Thistle CadetBlue CadetBlue White Beige Pink DarkOrchid Chartreuse DarkGreen Aquamarine
PaleVioletRed SlateBlue Tomato Gray Aquamarine Goldenrod DimGray GhostWhite Violet SteelBlue
Honeydew MediumOrchid BlueViolet DarkSlateBlue LightGoldenrodYellow LightCyan Snow Seashell Blue Tan
LimeGreen Burlywood LightSteelBlue Bisque MediumBlue Azure DeepPink MediumPurple Seashell SeaGreen
PaleVioletRed MistyRose DarkCyan Orange SlateBlue LightSeaGreen Coral Coral LightCyan OliveDrab
LightGray DarkOrange Violet Tomato DarkSlateBlue DarkKhaki IndianRed PaleVioletRed Fuchsia DarkFuchsia
Azure Snow Fuchsia AntiqueWhite Firebrick DodgerBlue LightSalmon LightGoldenrod Green MediumSlateBlue
DarkSeaGreen HotPink Tomato LavenderBlush MediumSlateBlue HotPink LightGreen Firebrick SlateGray DarkBlue
BinaryNumber_0010001 BinaryNumber_0110010 BinaryNumber_1000000 BinaryNumber_1011010 BinaryNumber_0110101 BinaryNumber_0001000 BinaryNumber_0110001 BinaryNumber_1001101 BinaryNumber_0011010 BinaryNumber_1000001
BinaryNumber_0010111 BinaryNumber_0011101 BinaryNumber_1000111 BinaryNumber_0101011 BinaryNumber_0100101 BinaryNumber_0000100 BinaryNumber_0000101 BinaryNumber_0110010 BinaryNumber_1010011 BinaryNumber_0100111
BinaryNumber_1001000 BinaryNumber_0111011 BinaryNumber_0000100 BinaryNumber_0011010 BinaryNumber_0010011 BinaryNumber_0010111 BinaryNumber_0011010 BinaryNumber_0111000 BinaryNumber_1010000 BinaryNumber_0001111
BinaryNumber_0001000 BinaryNumber_0010010 BinaryNumber_0011011 BinaryNumber_1001010 BinaryNumber_1001011 BinaryNumber_1011101 BinaryNumber_0000001 BinaryNumber_0000101 BinaryNumber_0101001 BinaryNumber_0111111
BinaryNumber_0010000 BinaryNumber_0110010 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_0111001 BinaryNumber_0010011 BinaryNumber_1011111 BinaryNumber_1001101 BinaryNumber_0010001 BinaryNumber_0110001
BinaryNumber_1010001 BinaryNumber_0111110 BinaryNumber_1100000 BinaryNumber_0101110 BinaryNumber_0110110 BinaryNumber_0101101 BinaryNumber_0111011 BinaryNumber_0001000 BinaryNumber_1100011 BinaryNumber_1010101
BinaryNumber_0010100 BinaryNumber_1000111 BinaryNumber_0011101 BinaryNumber_0001100 BinaryNumber_0010011 BinaryNumber_1011010 BinaryNumber_0010111 BinaryNumber_0101010 BinaryNumber_0001111 BinaryNumber_0010101
BinaryNumber_0110000 BinaryNumber_0001000 BinaryNumber_1011101 BinaryNumber_1011001 BinaryNumber_1011001 BinaryNumber_0101110 BinaryNumber_0101000 BinaryNumber_1100001 BinaryNumber_0000011 BinaryNumber_0010110
BinaryNumber_1000110 BinaryNumber_0001100 BinaryNumber_0000010 BinaryNumber_0011111 BinaryNumber_1010110 BinaryNumber_1000110 BinaryNumber_0000000 BinaryNumber_0011010 BinaryNumber_1000111 BinaryNumber_0000111
BinaryNumber_0010011 BinaryNumber_0100111 BinaryNumber_1011000 BinaryNumber_0110001 BinaryNumber_0101000 BinaryNumber_1010010 BinaryNumber_1001100 BinaryNumber_0101110 BinaryNumber_0010110 BinaryNumber_0000000
BinaryNumber_1000011 BinaryNumber_0111110 BinaryNumber_0010110 BinaryNumber_0001100 BinaryNumber_0001110 BinaryNumber_0100010 BinaryNumber_1011001 BinaryNumber_1001111 BinaryNumber_0010000 BinaryNumber_1001101
SquareNumber_196 SquareNumber_36 SquareNumber_6084 SquareNumber_1681 SquareNumber_6724 SquareNumber_484 SquareNumber_169 SquareNumber_5625 SquareNumber_1024 SquareNumber_729
SquareNumber_100 SquareNumber_324 SquareNumber_5329 SquareNumber_4624 SquareNumber_1369 SquareNumber_10000 SquareNumber_3844 SquareNumber_9216 SquareNumber_4761 SquareNumber_7056
SquareNumber_484 SquareNumber_3364 SquareNumber_1369 SquareNumber_6241 SquareNumber_961 SquareNumber_2209 SquareNumber_1521 SquareNumber_1521 SquareNumber_4900 SquareNumber_1089
SquareNumber_3481 SquareNumber_2025 SquareNumber_400 SquareNumber_5329 SquareNumber_4 SquareNumber_841 SquareNumber_196 SquareNumber_441 SquareNumber_7396 SquareNumber_2809
SquareNumber_1600 SquareNumber_576 SquareNumber_6724 SquareNumber_121 SquareNumber_8100 SquareNumber_3364 SquareNumber_3364 SquareNumber_1521 SquareNumber_2025 SquareNumber_3844
SquareNumber_484 SquareNumber_400 SquareNumber_49 SquareNumber_169 SquareNumber_100 SquareNumber_5329 SquareNumber_4356 SquareNumber_1444 SquareNumber_36 SquareNumber_16
SquareNumber_16 SquareNumber_7056 SquareNumber_4489 SquareNumber_10000 SquareNumber_100 SquareNumber_1156 SquareNumber_196 SquareNumber_4225 SquareNumber_3481 SquareNumber_9604
SquareNumber_4900 SquareNumber_4096 SquareNumber_5184 SquareNumber_8464 SquareNumber_289 SquareNumber_5184 SquareNumber_1089 SquareNumber_7056 SquareNumber_1156 SquareNumber_324
SquareNumber_9025 SquareNumber_2601 SquareNumber_9 SquareNumber_5184 SquareNumber_1156 SquareNumber_1764 SquareNumber_1764 SquareNumber_900 SquareNumber_5184 SquareNumber_2025
SquareNumber_2304 SquareNumber_7569 SquareNumber_2401 SquareNumber_9025 SquareNumber_9801 SquareNumber_5625 SquareNumber_5041 SquareNumber_25 SquareNumber_729 SquareNumber_7569
SquareNumber_6561 SquareNumber_1521 SquareNumber_7921 SquareNumber_9 SquareNumber_196 SquareNumber_2304 SquareNumber_2304 SquareNumber_5625 SquareNumber_2809 SquareNumber_3721
Grapefruit Mango Pawpaw Currant Mandarine Loganberry Feijoa Longan Sapote Araza
Orange Sapote Cempedak Quince Ackee Lime Cashew Satsuma Cempedak Apple
Apricot Cashew Satsuma Pineberry Mulberry Jostaberry Salak Feijoa Banana Bilberry
Plantain Salak Satsuma Prune Tangerine Cantaloupe Melon Prune Plum Kumquat
Cranberry Rambutan  Plantain Lychee Rambutan  Cherry Gooseberry Bilberry Raisin Plantain
Gooseberry Blueberry Kiwano Jackfruit Cempedak Sapote Ackee Blackcurrant Loquat Clementine
Coconut Quince Huckleberry Marionberry Raspberry Pawpaw Pomelo Gooseberry Kiwano Lemon
Ackee Nectarine Honeydew Breadfruit Yuzu Guava Pineberry Salak Tayberry Peach
Cempedak Ackee Honeyberry Araza Kiwano Date Cempedak Pawpaw Lime Araza
Kiwifruit Marionberry Guava Cantaloupe Guava Kumquat Jujube Date Nectarine Apple
Cranberry Gooseberry Jujube Sapote Currant Sapodilla Breadfruit Cranberry Damson Jambul
temperature__57c temperature__111c temperature__118c temperature__7c temperature__7c temperature__42c temperature__36c temperature__21c temperature__136c temperature__61c
temperature__105c temperature__7c temperature__8c temperature__49c temperature__47c temperature__8c temperature__131c temperature__42c temperature__136c temperature__119c
temperature__111c temperature__109c temperature__6c temperature__95c temperature__58c temperature__59c temperature__31c temperature__95c temperature__132c temperature__136c
