temperature__50c temperature__17c temperature__35c temperature__39c temperature__144c temperature__54c temperature__74c temperature__118c temperature__87c temperature__85c
temperature__4c temperature__26c temperature__129c temperature__31c temperature__46c temperature__61c temperature__65c temperature__34c temperature__35c temperature__78c
temperature__42c temperature__56c temperature__70c temperature__142c temperature__73c temperature__116c temperature__139c temperature__39c temperature__131c temperature__30c
temperature__40c temperature__88c temperature__100c temperature__71c temperature__36c temperature__0c temperature__93c temperature__106c temperature__23c temperature__108c
temperature__41c temperature__14c temperature__129c temperature__130c temperature__88c temperature__132c temperature__53c temperature__11c temperature__93c temperature__82c
temperature__17c temperature__23c temperature__145c temperature__142c temperature__26c temperature__28c temperature__24c temperature__44c temperature__141c temperature__5c
temperature__82c temperature__82c temperature__93c temperature__56c temperature__5c temperature__145c temperature__100c temperature__4c temperature__92c temperature__6c
temperature__0c temperature__41c temperature__14c temperature__78c temperature__92c temperature__140c temperature__23c temperature__51c temperature__86c temperature__44c
temperature__64c temperature__118c temperature__10c temperature__91c temperature__68c temperature__78c temperature__2c temperature__51c temperature__30c temperature__36c
temperature__4c temperature__90c temperature__92c temperature__26c temperature__31c temperature__34c temperature__49c temperature__108c temperature__84c temperature__34c
temperature__98c temperature__140c temperature__17c temperature__70c temperature__112c temperature__108c temperature__42c temperature__145c temperature__16c temperature__106c
super bewildered smoggy ugliest faithful disturbed proud uptight grotesque glamorous
grieving witty crowded annoying different happy outrageous inquisitive rich glamorous
comfortable ugliest exuberant cute tired odd tame determined nice mushy
tasty tired stupid motionless super lively fair zany open adventurous
frail lazy angry repulsive kind clean mysterious uptight uninterested thankful
tasty nutty clean weary fantastic inexpensive splendid ashamed frantic shy
busy grotesque filthy wandering modern tired comfortable silly outstanding arrogant
shy clean talented impossible hilarious grumpy poor confused thoughtless creepy
alive angry odd proud nasty thoughtful fantastic charming helpless perfect
eager good creepy famous beautiful ashamed busy relieved fragile uninterested
cautious careful dead putrid sparkling tasty motionless vast blushing agreeable
CornflowerBlue BlueViolet Lime BlueViolet MediumOrchid SlateBlue Purple Azure MediumBlue Green
LightCoral WhiteSmoke LawnGreen SkyBlue Lavender MidnightBlue Orange LightSlateGray PowderBlue Tomato
MediumAquamarine BlueViolet Snow AntiqueWhite LightPink LightYellow Turquoise MediumVioletRed Blue Honeydew
Honeydew BlueViolet Linen MediumOrchid ForestGreen Violet OrangeRed Aquamarine BlueViolet MediumPurple
LightSteelBlue PowderBlue DarkOliveGreen DarkBlue WhiteSmoke DarkGoldenrod DarkSlateGray Beige Indigo Crimson
