temperature__85c temperature__118c temperature__12c temperature__130c temperature__74c temperature__4c temperature__2c temperature__90c temperature__148c temperature__98c
temperature__79c temperature__138c temperature__87c temperature__148c temperature__139c temperature__137c temperature__5c temperature__31c temperature__56c temperature__3c
temperature__106c temperature__74c temperature__10c temperature__124c temperature__28c temperature__24c temperature__142c temperature__123c temperature__14c temperature__108c
temperature__41c temperature__137c temperature__98c temperature__78c temperature__146c temperature__2c temperature__17c temperature__108c temperature__40c temperature__100c
temperature__12c temperature__8c temperature__84c temperature__12c temperature__33c temperature__112c temperature__116c temperature__118c temperature__22c temperature__105c
temperature__68c temperature__23c temperature__148c temperature__10c temperature__12c temperature__74c temperature__21c temperature__23c temperature__54c temperature__108c
temperature__33c temperature__91c temperature__129c temperature__77c temperature__68c temperature__139c temperature__47c temperature__126c temperature__147c temperature__65c
temperature__140c temperature__122c temperature__132c temperature__4c temperature__39c temperature__137c temperature__145c temperature__24c temperature__130c temperature__129c
temperature__122c temperature__12c temperature__73c temperature__122c temperature__33c temperature__8c temperature__122c temperature__77c temperature__70c temperature__131c
temperature__56c temperature__98c temperature__79c temperature__109c temperature__26c temperature__147c temperature__52c temperature__124c temperature__70c temperature__147c
temperature__144c temperature__124c temperature__6c temperature__8c temperature__26c temperature__131c temperature__88c temperature__36c temperature__10c temperature__147c
SquareNumber_121 SquareNumber_36 SquareNumber_1764 SquareNumber_5184 SquareNumber_10000 SquareNumber_8836 SquareNumber_16 SquareNumber_4761 SquareNumber_1225 SquareNumber_3721
SquareNumber_1681 SquareNumber_484 SquareNumber_6889 SquareNumber_961 SquareNumber_256 SquareNumber_4356 SquareNumber_9409 SquareNumber_7396 SquareNumber_100 SquareNumber_9
SquareNumber_8100 SquareNumber_484 SquareNumber_289 SquareNumber_100 SquareNumber_49 SquareNumber_16 SquareNumber_3721 SquareNumber_3844 SquareNumber_169 SquareNumber_36
SquareNumber_3481 SquareNumber_3136 SquareNumber_4225 SquareNumber_6241 SquareNumber_1936 SquareNumber_7921 SquareNumber_9604 SquareNumber_7396 SquareNumber_7225 SquareNumber_576
SquareNumber_6400 SquareNumber_121 SquareNumber_225 SquareNumber_5329 SquareNumber_6889 SquareNumber_2209 SquareNumber_6400 SquareNumber_1681 SquareNumber_169 SquareNumber_6241
SquareNumber_3844 SquareNumber_2601 SquareNumber_2601 SquareNumber_3600 SquareNumber_3249 SquareNumber_8281 SquareNumber_2704 SquareNumber_9604 SquareNumber_3969 SquareNumber_1225
SquareNumber_1521 SquareNumber_5184 SquareNumber_6889 SquareNumber_961 SquareNumber_2401 SquareNumber_2916 SquareNumber_5041 SquareNumber_1521 SquareNumber_6084 SquareNumber_8281
