23:26 17:33 13:53 16:50 12:32 18:28 14:35 22:15 16:37 10:18
14:24 15:34 19:51 19:33 20:28 10:29 10:33 15:20 13:22 12:27
23:30 12:31 20:29 10:14 14:31 15:26 23:38 22:34 20:22 13:27
13:22 15:14 17:11 18:25 17:23 18:13 16:22 19:11 12:27 17:31
19:36 11:47 20:49 10:13 19:49 10:33 11:38 12:10 22:49 15:39
18:43 17:51 19:49 18:17 17:14 13:59 17:26 13:14 14:42 23:18
18:13 12:10 17:47 10:42 11:51 21:53 15:29 22:56 19:14 19:44
17:18 13:49 10:45 15:32 22:36 15:23 22:17 10:52 20:51 18:45
13:45 17:22 17:39 11:28 23:48 19:22 21:21 19:16 11:31 10:14
20:46 20:39 13:31 22:23 14:15 14:37 22:44 15:12 11:57 23:51
14:49 10:33 16:56 10:37 13:17 15:19 21:41 14:13 12:34 16:17
BinaryNumber_0000001 BinaryNumber_1011000 BinaryNumber_1100010 BinaryNumber_1001110 BinaryNumber_0111000 BinaryNumber_0100111 BinaryNumber_1010010 BinaryNumber_1011011 BinaryNumber_1011100 BinaryNumber_0101001
BinaryNumber_0001101 BinaryNumber_0011110 BinaryNumber_0110001 BinaryNumber_1010000 BinaryNumber_0100101 BinaryNumber_0100001 BinaryNumber_0010101 BinaryNumber_0010100 BinaryNumber_0100011 BinaryNumber_0101111
BinaryNumber_0000101 BinaryNumber_0011111 BinaryNumber_0110000 BinaryNumber_1000011 BinaryNumber_0111010 BinaryNumber_0000101 BinaryNumber_0101000 BinaryNumber_0010100 BinaryNumber_0010010 BinaryNumber_0111000
BinaryNumber_0100110 BinaryNumber_0011111 BinaryNumber_0000111 BinaryNumber_0101111 BinaryNumber_1001001 BinaryNumber_0100110 BinaryNumber_1010100 BinaryNumber_1000010 BinaryNumber_1010011 BinaryNumber_1011000
BinaryNumber_0010100 BinaryNumber_0100001 BinaryNumber_0100111 BinaryNumber_0011110 BinaryNumber_0111111 BinaryNumber_1100000 BinaryNumber_0001101 BinaryNumber_0110100 BinaryNumber_1011100 BinaryNumber_0101011
