Gold DarkBlue OliveDrab Navy GhostWhite LightCoral MediumPurple Tan Wheat Chocolate
Lime Teal LimeGreen LightGoldenrodYellow MediumVioletRed Navy Feldspar Navy PapayaWhip SeaGreen
DarkGreen GhostWhite Tan LemonChiffon SkyBlue VioletRed LightCoral LightGoldenrod White LightSlateGray
MediumSlateBlue OliveDrab Honeydew DeepPink LightGoldenrod LightCyan Indigo MediumSlateBlue AliceBlue LightPink
Gainsboro Olive DeepPink VioletRed Yellow CadetBlue Turquoise OliveDrab White MidnightBlue
Red MediumPurple LightSalmon Cyan SlateGray MediumAquamarine LightGoldenrod DarkOrchid DarkGoldenrod White
Honeydew Blue Red MediumTurquoise Burlywood SpringGreen Olive Khaki Tomato Coral
LightBlue RosyBrown DarkBlue OrangeRed Green LightSkyBlue LightSeaGreen Pink DeepSkyBlue FloralWhite
LightBlue DarkTurquoise DarkRed Brown Lime Red DarkCyan MediumSlateBlue Lime MediumVioletRed
Pink NavajoWhite Fuchsia OldLace IndianRed DarkSlateGray Turquoise LightGoldenrod DodgerBlue OliveDrab
MediumBlue MediumSeaGreen GreenYellow CornflowerBlue Silver GreenYellow Chocolate SlateGray Navy Cornsilk
temperature__119c temperature__123c temperature__129c temperature__92c temperature__57c temperature__145c temperature__8c temperature__122c temperature__47c temperature__111c
temperature__61c temperature__122c temperature__51c temperature__30c temperature__8c temperature__86c temperature__74c temperature__2c temperature__86c temperature__79c
temperature__69c temperature__2c temperature__30c temperature__78c temperature__130c temperature__39c temperature__122c temperature__120c temperature__120c temperature__144c
temperature__147c temperature__136c temperature__4c temperature__132c temperature__57c temperature__36c temperature__24c temperature__69c temperature__137c temperature__50c
temperature__109c temperature__145c temperature__61c temperature__36c temperature__73c temperature__82c temperature__51c temperature__59c temperature__56c temperature__132c
temperature__136c temperature__33c temperature__7c temperature__24c temperature__16c temperature__91c temperature__124c temperature__119c temperature__21c temperature__22c
temperature__8c temperature__40c temperature__2c temperature__148c temperature__65c temperature__41c temperature__146c temperature__36c temperature__22c temperature__93c
temperature__112c temperature__91c temperature__26c temperature__82c temperature__82c temperature__41c temperature__51c temperature__34c temperature__50c temperature__16c
temperature__123c temperature__51c temperature__16c temperature__92c temperature__63c temperature__122c temperature__27c temperature__35c temperature__88c temperature__54c
temperature__108c temperature__74c temperature__120c temperature__141c temperature__138c temperature__74c temperature__82c temperature__41c temperature__65c temperature__42c
temperature__87c temperature__61c temperature__64c temperature__109c temperature__112c temperature__141c temperature__54c temperature__24c temperature__53c temperature__39c
BinaryNumber_1001111 BinaryNumber_0101111 BinaryNumber_1011000 BinaryNumber_1001011 BinaryNumber_0101001 BinaryNumber_0110101 BinaryNumber_1010011 BinaryNumber_0001001 BinaryNumber_1000010 BinaryNumber_0110000
BinaryNumber_0110111 BinaryNumber_1000001 BinaryNumber_0011110 BinaryNumber_1000110 BinaryNumber_0110101 BinaryNumber_0111111 BinaryNumber_1011100 BinaryNumber_0010000 BinaryNumber_0111111 BinaryNumber_1001010
BinaryNumber_0011100 BinaryNumber_0011100 BinaryNumber_0001111 BinaryNumber_0110000 BinaryNumber_0000011 BinaryNumber_0110010 BinaryNumber_0000101 BinaryNumber_1001010 BinaryNumber_0101011 BinaryNumber_0010101
BinaryNumber_1000111 BinaryNumber_0101110 BinaryNumber_1010011 BinaryNumber_1011100 BinaryNumber_0001000 BinaryNumber_0110111 BinaryNumber_0000000 BinaryNumber_0111100 BinaryNumber_0101011 BinaryNumber_1001011
BinaryNumber_0011101 BinaryNumber_0000111 BinaryNumber_1000111 BinaryNumber_1001000 BinaryNumber_0010101 BinaryNumber_0011011 BinaryNumber_0011011 BinaryNumber_0011101 BinaryNumber_0111000 BinaryNumber_1001110
BinaryNumber_0001010 BinaryNumber_0100001 BinaryNumber_1011111 BinaryNumber_0100000 BinaryNumber_0000110 BinaryNumber_0100000 BinaryNumber_0001111 BinaryNumber_0010111 BinaryNumber_1011100 BinaryNumber_0001101
BinaryNumber_1010010 BinaryNumber_0111111 BinaryNumber_1011110 BinaryNumber_0010100 BinaryNumber_0100100 BinaryNumber_0001010 BinaryNumber_0101100 BinaryNumber_0111001 BinaryNumber_0010001 BinaryNumber_0011010
BinaryNumber_1001000 BinaryNumber_0000101 BinaryNumber_0000000 BinaryNumber_0011101 BinaryNumber_1100011 BinaryNumber_0010111 BinaryNumber_1000000 BinaryNumber_0110111 BinaryNumber_1000011 BinaryNumber_0110001
BinaryNumber_0100100 BinaryNumber_0000110 BinaryNumber_1001000 BinaryNumber_0101111 BinaryNumber_1001100 BinaryNumber_1010110 BinaryNumber_0000011 BinaryNumber_0100000 BinaryNumber_1011001 BinaryNumber_0011100
BinaryNumber_0100000 BinaryNumber_0001001 BinaryNumber_0001110 BinaryNumber_1010101 BinaryNumber_0100110 BinaryNumber_0000111 BinaryNumber_0001001 BinaryNumber_0110010 BinaryNumber_0000011 BinaryNumber_1010101
BinaryNumber_0100100 BinaryNumber_0001010 BinaryNumber_0101110 BinaryNumber_1011101 BinaryNumber_0101101 BinaryNumber_0101010 BinaryNumber_0010001 BinaryNumber_1001101 BinaryNumber_1011110 BinaryNumber_0101001
12:56 20:35 18:31 13:56 15:13 10:47 15:51 15:15 14:13 22:53
15:51 15:16 13:10 20:23 12:11 13:51 18:27 13:19 10:33 12:30
23:45 21:55 23:45 18:59 18:29 20:47 20:42 22:41 15:24 17:44
21:28 12:48 21:11 13:19 12:12 23:59 21:14 13:53 23:39 18:20
13:44 14:40 13:19 17:12 11:22 13:56 15:52 19:19 23:50 15:53
22:49 21:47 11:15 13:15 20:25 15:11 13:49 16:41 12:45 15:32
16:15 18:13 19:22 16:59 17:38 12:59 13:33 10:38 16:44 20:43
15:29 17:24 11:25 17:11 18:44 19:16 15:41 22:22 15:15 18:16
23:53 16:33 21:11 22:13 22:45 16:27 11:55 10:42 11:28 12:15
19:20 11:56 17:59 20:20 20:46 21:36 11:32 11:53 11:12 12:24
23:42 20:13 22:15 12:46 10:29 16:45 12:34 11:20 15:11 15:20
PrimeNumber_137 PrimeNumber_503 PrimeNumber_193 PrimeNumber_149 PrimeNumber_499 PrimeNumber_307 PrimeNumber_173 PrimeNumber_503 PrimeNumber_73 PrimeNumber_83
PrimeNumber_181 PrimeNumber_443 PrimeNumber_53 PrimeNumber_113 PrimeNumber_463 PrimeNumber_191 PrimeNumber_101 PrimeNumber_431 PrimeNumber_317 PrimeNumber_307
PrimeNumber_467 PrimeNumber_389 PrimeNumber_307 PrimeNumber_463 PrimeNumber_499 PrimeNumber_277 PrimeNumber_71 PrimeNumber_79 PrimeNumber_421 PrimeNumber_487
PrimeNumber_193 PrimeNumber_541 PrimeNumber_83 PrimeNumber_13 PrimeNumber_11 PrimeNumber_353 PrimeNumber_83 PrimeNumber_73 PrimeNumber_131 PrimeNumber_2
PrimeNumber_151 PrimeNumber_509 PrimeNumber_101 PrimeNumber_503 PrimeNumber_499 PrimeNumber_367 PrimeNumber_461 PrimeNumber_491 PrimeNumber_547 PrimeNumber_53
PrimeNumber_383 PrimeNumber_347 PrimeNumber_127 PrimeNumber_109 PrimeNumber_233 PrimeNumber_283 PrimeNumber_83 PrimeNumber_5 PrimeNumber_389 PrimeNumber_331
PrimeNumber_211 PrimeNumber_167 PrimeNumber_109 PrimeNumber_307 PrimeNumber_379 PrimeNumber_229 PrimeNumber_2 PrimeNumber_239 PrimeNumber_313 PrimeNumber_149
PrimeNumber_479 PrimeNumber_127 PrimeNumber_11 PrimeNumber_73 PrimeNumber_17 PrimeNumber_541 PrimeNumber_239 PrimeNumber_257 PrimeNumber_443 PrimeNumber_233
PrimeNumber_379 PrimeNumber_67 PrimeNumber_379 PrimeNumber_523 PrimeNumber_419 PrimeNumber_467 PrimeNumber_71 PrimeNumber_353 PrimeNumber_109 PrimeNumber_127
PrimeNumber_367 PrimeNumber_151 PrimeNumber_131 PrimeNumber_347 PrimeNumber_433 PrimeNumber_47 PrimeNumber_191 PrimeNumber_233 PrimeNumber_347 PrimeNumber_359
PrimeNumber_211 PrimeNumber_263 PrimeNumber_127 PrimeNumber_433 PrimeNumber_79 PrimeNumber_421 PrimeNumber_251 PrimeNumber_239 PrimeNumber_359 PrimeNumber_7
frightened clever good frantic silly fragile drab blue-eyed uptight annoying
lovely lazy disturbed distinct gorgeous good fantastic careful innocent nasty
clear smoggy powerful brainy joyous nervous blue-eyed jealous dark obnoxious
grotesque bewildered precious crazy elated crowded crowded horrible elated fine
tasty glorious tasty eager sore troubled cheerful awful encouraging bloody
uninterested outstanding angry tender horrible mysterious charming hilarious magnificent motionless
famous relieved gleaming smiling vast vivacious talented attractive brainy proud
clever grieving handsome funny enthusiastic handsome confused doubtful foolish comfortable
thoughtless tasty drab expensive gifted clumsy depressed sparkling gifted healthy
gorgeous agreeable bad strange hungry bright envious concerned puzzled annoyed
dark successful powerful brainy powerful funny careful determined enchanting distinct
Plum Tamarillo Mulberry Mangosteen Fig Lychee Cherry Loquat Apple Quince
Tamarillo Jambul Passionfruit Loganberry Akebi Tangerine Guava Elderberry Melon Raisin
Huckleberry Rambutan  Honeydew Persimmon Loganberry Lemon Jostaberry Tangerine Blackberry Quince
Satsuma Pawpaw Feijoa Lulo Papaya Elderberry Melon Acerola Lemon Sapodilla
Jambul Clementine Canistel Grape Cashew Cherry Mandarine Yuzu Lychee Peach
Guava Kumquat Lulo Mangosteen Tangelo Damson Date Guava Jambul Coconut
Plumcot Tangelo Honeyberry Salmonberry Huckleberry Elderberry Acerola Jujube Salak Jambul
Coconut Gooseberry Mandarine Pear Boysenberry Passionfruit Açaí Pear Açaí Blackcurrant
Jambul Coconut Grape Date Peach Tamarind Fig Cherry Lemon Passionfruit
Pear Sapodilla Marionberry Cantaloupe Currant Honeydew Tayberry Cantaloupe Pomegranate Acerola
Pear Huckleberry Raspberry Passionfruit Passionfruit Plumcot Elderberry Boysenberry Tamarillo Tamarillo
SquareNumber_9 SquareNumber_2809 SquareNumber_36 SquareNumber_3481 SquareNumber_5929 SquareNumber_256 SquareNumber_7569 SquareNumber_3025 SquareNumber_361 SquareNumber_256
SquareNumber_2401 SquareNumber_3721 SquareNumber_6241 SquareNumber_361 SquareNumber_8281 SquareNumber_1296 SquareNumber_2209 SquareNumber_961 SquareNumber_2500 SquareNumber_7225
