Tayberry Breadfruit Elderberry Longan Pomelo Prune Akebi Abiu Nectarine Cempedak
Lulo Damson Plumcot Kiwano Abiu Blackberry Lychee Ackee Tamarillo Kiwano
Salmonberry Pawpaw Huckleberry Soursop Tamarillo Bilberry Pineapple Boysenberry Melon Plumcot
Watermelon Ximenia Durian Strawberry Honeydew Plantain Pawpaw Guava Cantaloupe Salmonberry
Huckleberry Pawpaw Pear Tamarillo Ximenia Melon Peach Clementine Coconut Cherry
Pawpaw Tamarind Plumcot Jostaberry Pawpaw Apricot Cherry Feijoa Pomelo Gooseberry
Raspberry Banana Jujube Apple Prune Cranberry Breadfruit Apricot Blackcurrant Tangerine
Plum Prune Grape Durian Cantaloupe Yuzu Kiwifruit Raisin Soursop Tamarillo
Plantain Longan Papaya Araza Cashew Mandarine Acerola Cempedak Avocado Lychee
Jambul Pomegranate Apricot Quince Raisin Apricot Longan Pawpaw Canistel Durian
Avocado Blueberry Ximenia Rambutan  Bilberry Lime Jackfruit Loquat Plum Strawberry
temperature__141c temperature__126c temperature__47c temperature__86c temperature__105c temperature__31c temperature__122c temperature__142c temperature__65c temperature__65c
temperature__68c temperature__145c temperature__10c temperature__14c temperature__105c temperature__93c temperature__126c temperature__73c temperature__46c temperature__40c
temperature__74c temperature__118c temperature__131c temperature__148c temperature__98c temperature__142c temperature__52c temperature__87c temperature__28c temperature__142c
temperature__14c temperature__2c temperature__84c temperature__85c temperature__2c temperature__92c temperature__47c temperature__41c temperature__145c temperature__84c
temperature__56c temperature__70c temperature__68c temperature__59c temperature__105c temperature__63c temperature__140c temperature__10c temperature__10c temperature__41c
temperature__31c temperature__95c temperature__70c temperature__59c temperature__58c temperature__130c temperature__77c temperature__82c temperature__42c temperature__36c
temperature__42c temperature__91c temperature__34c temperature__84c temperature__112c temperature__119c temperature__112c temperature__40c temperature__87c temperature__136c
temperature__40c temperature__22c temperature__145c temperature__109c temperature__65c temperature__6c temperature__64c temperature__50c temperature__58c temperature__119c
temperature__131c temperature__119c temperature__148c temperature__137c temperature__136c temperature__5c temperature__71c temperature__148c temperature__58c temperature__27c
temperature__74c temperature__49c temperature__93c temperature__84c temperature__44c temperature__23c temperature__147c temperature__69c temperature__64c temperature__140c
temperature__136c temperature__71c temperature__148c temperature__137c temperature__100c temperature__124c temperature__88c temperature__16c temperature__78c temperature__124c
BinaryNumber_1010110 BinaryNumber_1010110 BinaryNumber_0000000 BinaryNumber_0100011 BinaryNumber_0010000 BinaryNumber_0100110 BinaryNumber_0101100 BinaryNumber_0110010 BinaryNumber_0110010 BinaryNumber_0001010
BinaryNumber_1010011 BinaryNumber_0010000 BinaryNumber_0011000 BinaryNumber_0010110 BinaryNumber_1000101 BinaryNumber_0011001 BinaryNumber_0101101 BinaryNumber_1100011 BinaryNumber_0100011 BinaryNumber_1000001
BinaryNumber_0011000 BinaryNumber_0000001 BinaryNumber_1011000 BinaryNumber_0101001 BinaryNumber_1010100 BinaryNumber_0010000 BinaryNumber_0100101 BinaryNumber_1010100 BinaryNumber_0010111 BinaryNumber_0100001
BinaryNumber_0011101 BinaryNumber_0000011 BinaryNumber_1100001 BinaryNumber_0110010 BinaryNumber_1100001 BinaryNumber_0101101 BinaryNumber_1000000 BinaryNumber_1100010 BinaryNumber_1011100 BinaryNumber_0101101
BinaryNumber_0110010 BinaryNumber_0010010 BinaryNumber_0010111 BinaryNumber_0111001 BinaryNumber_0101010 BinaryNumber_1010001 BinaryNumber_0001111 BinaryNumber_1100000 BinaryNumber_0110100 BinaryNumber_0000100
BinaryNumber_0110111 BinaryNumber_0011001 BinaryNumber_0110100 BinaryNumber_1011101 BinaryNumber_0010100 BinaryNumber_0110010 BinaryNumber_0110101 BinaryNumber_1000000 BinaryNumber_1011001 BinaryNumber_0110100
BinaryNumber_1000011 BinaryNumber_1011000 BinaryNumber_0100100 BinaryNumber_0010000 BinaryNumber_0110001 BinaryNumber_1001101 BinaryNumber_0000010 BinaryNumber_0110110 BinaryNumber_0100010 BinaryNumber_0100011
BinaryNumber_1001010 BinaryNumber_0101100 BinaryNumber_0000110 BinaryNumber_0001110 BinaryNumber_1000101 BinaryNumber_1011010 BinaryNumber_0111001 BinaryNumber_0111001 BinaryNumber_1001100 BinaryNumber_0101101
