temperature__88c temperature__22c temperature__142c temperature__126c temperature__21c temperature__79c temperature__119c temperature__70c temperature__129c temperature__85c
temperature__130c temperature__42c temperature__106c temperature__7c temperature__87c temperature__118c temperature__65c temperature__126c temperature__123c temperature__5c
temperature__144c temperature__78c temperature__22c temperature__122c temperature__77c temperature__2c temperature__24c temperature__17c temperature__108c temperature__87c
temperature__116c temperature__92c temperature__40c temperature__78c temperature__53c temperature__5c temperature__77c temperature__98c temperature__92c temperature__64c
temperature__139c temperature__137c temperature__69c temperature__111c temperature__126c temperature__31c temperature__145c temperature__7c temperature__92c temperature__17c
temperature__136c temperature__79c temperature__0c temperature__39c temperature__91c temperature__22c temperature__26c temperature__82c temperature__130c temperature__137c
temperature__87c temperature__12c temperature__131c temperature__70c temperature__58c temperature__140c temperature__148c temperature__54c temperature__78c temperature__2c
temperature__30c temperature__31c temperature__21c temperature__61c temperature__70c temperature__2c temperature__58c temperature__87c temperature__26c temperature__116c
temperature__34c temperature__71c temperature__17c temperature__17c temperature__52c temperature__24c temperature__137c temperature__59c temperature__140c temperature__140c
temperature__147c temperature__126c temperature__73c temperature__35c temperature__46c temperature__137c temperature__142c temperature__93c temperature__39c temperature__39c
temperature__31c temperature__146c temperature__7c temperature__23c temperature__92c temperature__118c temperature__12c temperature__6c temperature__4c temperature__51c
AliceBlue DeepPink Burlywood LavenderBlush Indigo Tan Gold DarkSlateGray BlueViolet Orchid
NavajoWhite OldLace DarkOrange BlanchedAlmond MediumAquamarine Wheat MintCream MidnightBlue DarkSlateGray PapayaWhip
MediumBlue DarkGreen Chocolate DarkViolet Blue SkyBlue BlueViolet Red Silver MediumAquamarine
AntiqueWhite DarkGreen DarkOrange DarkSlateGray SpringGreen Honeydew OrangeRed DarkTurquoise FloralWhite Red
Salmon Chartreuse MediumVioletRed PowderBlue MediumSlateBlue DarkGray NavajoWhite Red LightBlue Burlywood
Indigo LightSkyBlue White DarkRed PeachPuff Azure Cyan Beige LimeGreen Seashell
DimGray LightSlateBlue DarkViolet MediumSeaGreen AntiqueWhite IndianRed DarkRed MediumOrchid DarkSlateGray PaleGreen
Seashell OrangeRed MediumPurple AliceBlue Turquoise MediumSpringGreen LightGreen Khaki Chocolate OldLace
Gold DeepPink Orchid Sienna Moccasin Wheat PowderBlue MistyRose Brown DarkGreen
SpringGreen WhiteSmoke Cyan DarkViolet LightSlateBlue Navy Red MistyRose MediumSpringGreen Black
Ivory PaleVioletRed LawnGreen DarkOrange MediumOrchid DarkViolet PaleVioletRed SpringGreen DarkGray LawnGreen
BinaryNumber_1000111 BinaryNumber_1010010 BinaryNumber_0001010 BinaryNumber_1001100 BinaryNumber_0001111 BinaryNumber_0101011 BinaryNumber_1010000 BinaryNumber_0111010 BinaryNumber_0111001 BinaryNumber_1011010
BinaryNumber_0111110 BinaryNumber_0011111 BinaryNumber_1010010 BinaryNumber_0000011 BinaryNumber_1001111 BinaryNumber_0101000 BinaryNumber_0011110 BinaryNumber_0100111 BinaryNumber_0111001 BinaryNumber_0011000
BinaryNumber_1011110 BinaryNumber_0010101 BinaryNumber_1010010 BinaryNumber_0011011 BinaryNumber_1100001 BinaryNumber_0100001 BinaryNumber_0000011 BinaryNumber_0000001 BinaryNumber_0110000 BinaryNumber_1011010
BinaryNumber_1001110 BinaryNumber_0110111 BinaryNumber_0000110 BinaryNumber_1001010 BinaryNumber_1001010 BinaryNumber_0011010 BinaryNumber_1010100 BinaryNumber_1010000 BinaryNumber_0010111 BinaryNumber_1100000
BinaryNumber_0111000 BinaryNumber_0010001 BinaryNumber_0110101 BinaryNumber_1100000 BinaryNumber_1010100 BinaryNumber_0010110 BinaryNumber_0010111 BinaryNumber_0000101 BinaryNumber_0011001 BinaryNumber_0110101
BinaryNumber_1001010 BinaryNumber_0101101 BinaryNumber_0100001 BinaryNumber_0110001 BinaryNumber_0001010 BinaryNumber_0111110 BinaryNumber_0010010 BinaryNumber_0001111 BinaryNumber_0111111 BinaryNumber_0011001
BinaryNumber_0000000 BinaryNumber_0111011 BinaryNumber_1001000 BinaryNumber_1001011 BinaryNumber_1001100 BinaryNumber_0000000 BinaryNumber_0101010 BinaryNumber_0000101 BinaryNumber_0111110 BinaryNumber_1011010
