bad hilarious strange motionless outstanding careful scary worrisome obedient super
outrageous odd fine kind itchy mysterious outstanding foolish shiny joyous
annoying wicked smoggy delightful inquisitive shiny condemned fierce repulsive uninterested
joyous super disgusted wandering black difficult condemned proud dull successful
clean ugliest defeated perfect grotesque envious handsome misty courageous friendly
uptight bright depressed delightful real filthy combative blue itchy brave
repulsive worrisome motionless bored cute bewildered careful hurt magnificent thoughtless
worried muddy outstanding splendid busy annoying adorable vast shiny famous
talented enchanting smoggy glamorous poor agreeable magnificent filthy average mysterious
hilarious encouraging glamorous joyous distinct tender friendly ugly thankful anxious
dark strange grotesque misty easy grieving bloody terrible doubtful frail
BinaryNumber_0111001 BinaryNumber_0110111 BinaryNumber_1000110 BinaryNumber_1011101 BinaryNumber_0011010 BinaryNumber_1011000 BinaryNumber_0110010 BinaryNumber_1000010 BinaryNumber_1000101 BinaryNumber_0100011
BinaryNumber_0101111 BinaryNumber_1011010 BinaryNumber_0000101 BinaryNumber_1011011 BinaryNumber_1000000 BinaryNumber_0011110 BinaryNumber_1010100 BinaryNumber_0010100 BinaryNumber_1010001 BinaryNumber_0000010
BinaryNumber_0000000 BinaryNumber_1000001 BinaryNumber_0001110 BinaryNumber_0111110 BinaryNumber_1001011 BinaryNumber_0101011 BinaryNumber_0111100 BinaryNumber_0110010 BinaryNumber_1000000 BinaryNumber_1000000
BinaryNumber_1011000 BinaryNumber_0110011 BinaryNumber_0100010 BinaryNumber_0110011 BinaryNumber_0110000 BinaryNumber_0111100 BinaryNumber_0100101 BinaryNumber_1001011 BinaryNumber_1000111 BinaryNumber_0010011
BinaryNumber_1000011 BinaryNumber_0101010 BinaryNumber_0111101 BinaryNumber_1000101 BinaryNumber_0010101 BinaryNumber_1000100 BinaryNumber_0010111 BinaryNumber_0111101 BinaryNumber_0110011 BinaryNumber_0100000
BinaryNumber_0111100 BinaryNumber_0000011 BinaryNumber_1001010 BinaryNumber_1001010 BinaryNumber_0110100 BinaryNumber_1010000 BinaryNumber_0111011 BinaryNumber_0000110 BinaryNumber_1010011 BinaryNumber_0110011
