expensive glamorous splendid hurt better wandering plain breakable selfish unsightly
bright uptight disgusted kind eager splendid dizzy condemned obnoxious nasty
disgusted lively black worrisome fancy splendid blue smiling homely repulsive
nutty dull courageous blue alert precious combative dark better frightened
combative confused annoying helpless obedient strange average silly depressed misty
panicky crazy old-fashioned homely concerned zany bewildered curious fancy distinct
tough determined clear tender lucky clear gifted alive victorious wrong
crazy proud lucky successful repulsive putrid encouraging lazy stormy bewildered
handsome defeated precious dark innocent tired magnificent jolly annoyed worrisome
sleepy happy obnoxious powerful brainy better dull charming fine tasty
zealous cooperative witty clever witty ill cooperative wild cooperative glamorous
CubeNumber_97336 CubeNumber_804357 CubeNumber_27000 CubeNumber_238328 CubeNumber_1331 CubeNumber_39304 CubeNumber_5832 CubeNumber_17576 CubeNumber_185193 CubeNumber_12167
CubeNumber_216000 CubeNumber_79507 CubeNumber_1728 CubeNumber_17576 CubeNumber_729000 CubeNumber_373248 CubeNumber_17576 CubeNumber_592704 CubeNumber_35937 CubeNumber_857375
CubeNumber_166375 CubeNumber_912673 CubeNumber_681472 CubeNumber_226981 CubeNumber_17576 CubeNumber_778688 CubeNumber_32768 CubeNumber_3375 CubeNumber_175616 CubeNumber_681472
CubeNumber_512000 CubeNumber_512 CubeNumber_39304 CubeNumber_157464 CubeNumber_103823 CubeNumber_68921 CubeNumber_421875 CubeNumber_13824 CubeNumber_68921 CubeNumber_79507
CubeNumber_729 CubeNumber_729000 CubeNumber_85184 CubeNumber_804357 CubeNumber_592704 CubeNumber_804357 CubeNumber_704969 CubeNumber_912673 CubeNumber_2197 CubeNumber_125
CubeNumber_17576 CubeNumber_97336 CubeNumber_314432 CubeNumber_10648 CubeNumber_357911 CubeNumber_3375 CubeNumber_117649 CubeNumber_512 CubeNumber_103823 CubeNumber_287496
CubeNumber_32768 CubeNumber_132651 CubeNumber_29791 CubeNumber_658503 CubeNumber_3375 CubeNumber_4096 CubeNumber_74088 CubeNumber_64000 CubeNumber_195112 CubeNumber_13824
CubeNumber_4913 CubeNumber_8000 CubeNumber_19683 CubeNumber_195112 CubeNumber_21952 CubeNumber_343 CubeNumber_357911 CubeNumber_2197 CubeNumber_2744 CubeNumber_343000
CubeNumber_262144 CubeNumber_704969 CubeNumber_17576 CubeNumber_216000 CubeNumber_262144 CubeNumber_941192 CubeNumber_343000 CubeNumber_343 CubeNumber_941192 CubeNumber_15625
CubeNumber_195112 CubeNumber_238328 CubeNumber_185193 CubeNumber_15625 CubeNumber_68921 CubeNumber_166375 CubeNumber_531441 CubeNumber_830584 CubeNumber_238328 CubeNumber_19683
CubeNumber_531441 CubeNumber_205379 CubeNumber_29791 CubeNumber_778688 CubeNumber_148877 CubeNumber_3375 CubeNumber_185193 CubeNumber_216 CubeNumber_27 CubeNumber_10648
BinaryNumber_1100010 BinaryNumber_0111110 BinaryNumber_0010001 BinaryNumber_0001001 BinaryNumber_0101001 BinaryNumber_1011111 BinaryNumber_1000111 BinaryNumber_0110111 BinaryNumber_1011000 BinaryNumber_1000111
BinaryNumber_0101111 BinaryNumber_1010111 BinaryNumber_0001111 BinaryNumber_0111110 BinaryNumber_0000011 BinaryNumber_0000011 BinaryNumber_0010111 BinaryNumber_1001110 BinaryNumber_0011011 BinaryNumber_0100001
BinaryNumber_0110100 BinaryNumber_1011101 BinaryNumber_1010010 BinaryNumber_0101100 BinaryNumber_0010111 BinaryNumber_0001010 BinaryNumber_1001110 BinaryNumber_0011101 BinaryNumber_0110011 BinaryNumber_1000100
BinaryNumber_0111000 BinaryNumber_0111111 BinaryNumber_1000100 BinaryNumber_0000011 BinaryNumber_0101101 BinaryNumber_1001001 BinaryNumber_0110001 BinaryNumber_0111100 BinaryNumber_1001110 BinaryNumber_1010111
BinaryNumber_1001010 BinaryNumber_1011011 BinaryNumber_0001101 BinaryNumber_0011100 BinaryNumber_0000100 BinaryNumber_1011110 BinaryNumber_0110100 BinaryNumber_0011011 BinaryNumber_0011000 BinaryNumber_0001101
BinaryNumber_0000101 BinaryNumber_0001011 BinaryNumber_0010101 BinaryNumber_1100001 BinaryNumber_0011111 BinaryNumber_0011011 BinaryNumber_1010010 BinaryNumber_0011110 BinaryNumber_0011100 BinaryNumber_0100010
BinaryNumber_0011011 BinaryNumber_0001100 BinaryNumber_1000000 BinaryNumber_0011011 BinaryNumber_0100110 BinaryNumber_0001011 BinaryNumber_1000101 BinaryNumber_0011000 BinaryNumber_0010101 BinaryNumber_0100001
BinaryNumber_0101111 BinaryNumber_1100011 BinaryNumber_1010111 BinaryNumber_0010000 BinaryNumber_0010101 BinaryNumber_1010110 BinaryNumber_0110000 BinaryNumber_0111001 BinaryNumber_1011100 BinaryNumber_0001100
BinaryNumber_1100001 BinaryNumber_1010001 BinaryNumber_0001100 BinaryNumber_1010100 BinaryNumber_0111011 BinaryNumber_0101001 BinaryNumber_1010010 BinaryNumber_0110110 BinaryNumber_0101010 BinaryNumber_0000111
