CubeNumber_512 CubeNumber_29791 CubeNumber_551368 CubeNumber_13824 CubeNumber_64000 CubeNumber_10648 CubeNumber_3375 CubeNumber_1331 CubeNumber_328509 CubeNumber_175616
CubeNumber_912673 CubeNumber_4096 CubeNumber_54872 CubeNumber_103823 CubeNumber_64 CubeNumber_681472 CubeNumber_27000 CubeNumber_27 CubeNumber_175616 CubeNumber_29791
CubeNumber_753571 CubeNumber_64000 CubeNumber_262144 CubeNumber_373248 CubeNumber_226981 CubeNumber_1331 CubeNumber_157464 CubeNumber_185193 CubeNumber_343 CubeNumber_125
CubeNumber_27000 CubeNumber_50653 CubeNumber_74088 CubeNumber_389017 CubeNumber_636056 CubeNumber_29791 CubeNumber_9261 CubeNumber_274625 CubeNumber_474552 CubeNumber_13824
CubeNumber_226981 CubeNumber_250047 CubeNumber_110592 CubeNumber_91125 CubeNumber_216000 CubeNumber_21952 CubeNumber_125 CubeNumber_216000 CubeNumber_531441 CubeNumber_24389
CubeNumber_4913 CubeNumber_39304 CubeNumber_195112 CubeNumber_300763 CubeNumber_681472 CubeNumber_132651 CubeNumber_262144 CubeNumber_857375 CubeNumber_54872 CubeNumber_274625
CubeNumber_592704 CubeNumber_551368 CubeNumber_729 CubeNumber_32768 CubeNumber_592704 CubeNumber_125 CubeNumber_343000 CubeNumber_117649 CubeNumber_140608 CubeNumber_2744
CubeNumber_274625 CubeNumber_343000 CubeNumber_636056 CubeNumber_287496 CubeNumber_343 CubeNumber_357911 CubeNumber_32768 CubeNumber_658503 CubeNumber_46656 CubeNumber_5832
CubeNumber_1000 CubeNumber_1000 CubeNumber_729 CubeNumber_3375 CubeNumber_125000 CubeNumber_79507 CubeNumber_4913 CubeNumber_357911 CubeNumber_32768 CubeNumber_373248
CubeNumber_32768 CubeNumber_343000 CubeNumber_74088 CubeNumber_830584 CubeNumber_117649 CubeNumber_117649 CubeNumber_195112 CubeNumber_778688 CubeNumber_175616 CubeNumber_132651
CubeNumber_438976 CubeNumber_12167 CubeNumber_4096 CubeNumber_195112 CubeNumber_614125 CubeNumber_46656 CubeNumber_10648 CubeNumber_250047 CubeNumber_132651 CubeNumber_46656
SquareNumber_9025 SquareNumber_841 SquareNumber_196 SquareNumber_1849 SquareNumber_400 SquareNumber_8649 SquareNumber_441 SquareNumber_4900 SquareNumber_1521 SquareNumber_16
SquareNumber_121 SquareNumber_196 SquareNumber_9216 SquareNumber_121 SquareNumber_10000 SquareNumber_289 SquareNumber_8836 SquareNumber_5184 SquareNumber_36 SquareNumber_4356
SquareNumber_5184 SquareNumber_1024 SquareNumber_2704 SquareNumber_1764 SquareNumber_1089 SquareNumber_7569 SquareNumber_6084 SquareNumber_7225 SquareNumber_1600 SquareNumber_961
SquareNumber_9025 SquareNumber_1764 SquareNumber_6084 SquareNumber_256 SquareNumber_7396 SquareNumber_10000 SquareNumber_25 SquareNumber_1089 SquareNumber_2025 SquareNumber_484
SquareNumber_5329 SquareNumber_4225 SquareNumber_256 SquareNumber_2025 SquareNumber_7396 SquareNumber_9025 SquareNumber_2209 SquareNumber_5929 SquareNumber_625 SquareNumber_1024
SquareNumber_144 SquareNumber_3844 SquareNumber_441 SquareNumber_1296 SquareNumber_64 SquareNumber_256 SquareNumber_1764 SquareNumber_4 SquareNumber_9801 SquareNumber_2025
SquareNumber_729 SquareNumber_8836 SquareNumber_25 SquareNumber_289 SquareNumber_2809 SquareNumber_5776 SquareNumber_8100 SquareNumber_169 SquareNumber_6241 SquareNumber_1024
SquareNumber_7396 SquareNumber_729 SquareNumber_729 SquareNumber_1600 SquareNumber_5625 SquareNumber_961 SquareNumber_4096 SquareNumber_4761 SquareNumber_4356 SquareNumber_8649
SquareNumber_3364 SquareNumber_5329 SquareNumber_196 SquareNumber_3136 SquareNumber_400 SquareNumber_3481 SquareNumber_9025 SquareNumber_1681 SquareNumber_3844 SquareNumber_7396
SquareNumber_9216 SquareNumber_1089 SquareNumber_3969 SquareNumber_9409 SquareNumber_625 SquareNumber_5041 SquareNumber_2209 SquareNumber_81 SquareNumber_16 SquareNumber_289
SquareNumber_81 SquareNumber_6084 SquareNumber_3481 SquareNumber_400 SquareNumber_4489 SquareNumber_9604 SquareNumber_3136 SquareNumber_2116 SquareNumber_5476 SquareNumber_6084
PrimeNumber_449 PrimeNumber_383 PrimeNumber_457 PrimeNumber_467 PrimeNumber_13 PrimeNumber_17 PrimeNumber_419 PrimeNumber_37 PrimeNumber_461 PrimeNumber_293
