DimGray AliceBlue Teal SkyBlue LightBlue DarkSalmon DarkTurquoise FloralWhite Fuchsia White
DarkFuchsia DarkTurquoise OliveDrab DarkSalmon Snow LightGoldenrod Violet Linen RoyalBlue Firebrick
MediumSeaGreen MistyRose MediumAquamarine MediumBlue DarkBlue Gray DarkViolet VioletRed OliveDrab Firebrick
SpringGreen Honeydew SlateBlue GreenYellow SteelBlue SlateGray DarkSeaGreen HotPink Moccasin Fuchsia
Lime Seashell MistyRose Honeydew VioletRed MediumTurquoise Fuchsia LawnGreen IndianRed Chartreuse
LightGoldenrodYellow LightSlateBlue CadetBlue CadetBlue MediumVioletRed BlueViolet LightGray LightCoral Feldspar Orange
RosyBrown Wheat MediumBlue Thistle DarkGreen GreenYellow Aquamarine Bisque LightBlue Coral
Tomato Snow Indigo LavenderBlush Yellow Burlywood Sienna LavenderBlush LightCyan BlanchedAlmond
CornflowerBlue DeepSkyBlue Plum LightGray LightGoldenrodYellow LightGray Violet GhostWhite WhiteSmoke Ivory
Gold VioletRed Salmon FloralWhite Black MediumVioletRed PaleGoldenrod Lime MediumSlateBlue DarkSalmon
SkyBlue Wheat DarkTurquoise DodgerBlue RoyalBlue DarkRed LightSalmon Black BlanchedAlmond DarkKhaki
Joints Smallintestine Innerear Pancreas Sensoryorgans Pancreas Lymphaticvessel Cornea Lymphaticvessel Ligaments
Esophagus Analcanal Earlobe Innerear Stomach Mesentery Stomach Fallopiantubes Lungs Outerear
Jejunum Middleear Pancreas Interstitium Ovaries Thalamus Trachea Vagina Ear Heart
Lungs Joints Ovaries Thalamus Joints Arteries Sensoryorgans Pharynx Cerebellum Mesentery
Mesentery Pharynx Largeintestine Teeth Hypothalamus Capillaries Mouth Bladder Ossicles Thalamus
Tendons Rectum Iris Kidneys Penis Mouth Cranialnerves Retina Veins Ear
Tonsils Liver Mouth Brain Lymphaticvessel Thymus Retina Ciliarybody Thalamus Tonsils
Pancreas Lips Pancreas Pharynx Placenta Ureter Interstitium Spinalnerves Ganglia Pons
Retina Arteries Ureter Cranialnerves Pharynx Thalamus Larynx Placenta Larynx Ciliarybody
Bladder Fallopiantubes Pharynx Hypothalamus Smallintestine Cornea Cochlea Tongue Scrotum Cochlea
Ovaries Cranialnerves Esophagus Tongue Trachea Cerebrum Jejunum Lips Duodenum Cecum
Desk Hammock Rattle Fauteuil Curtains Bureau Breakfront Etagère Secretary Buffet
cubbies Drapery Shelf Bookshelf Marquetry Daybed Pillow Etagère Drapery Antique
Sideboard Castor Fan Table Recliner Armoire Sconce Bentwood Fan Jardinière
Drapery Dresser Tallboy Footrest Tallboy Dresser Console Credenza Daybed Cushions
Vitrine Chest Footstool Valet Pliant Vanity Sideboard Settee Console Rug
Baroque Vanity Fauteuil Hutch Hassock Secretary Desk Clock Mantle Lamp
Fluting Ottoman Mantle Fluting Jardinière Settee Buffet Bookshelf Bookcase Cushion
Bassinet Inlay Buffet Loveseat Daybed Tuffet Zitan Ottoman cubbies Drapery
Air-conditioner Screen Castor Regency Buffet Curtains Bed Mirror Drapes Easel
Wardrobe Wheelchair Sideboard Chest Pew Regency Sconce Chair Marquetry Bureau
