FloralWhite DarkGray PaleTurquoise Turquoise RoyalBlue DarkSlateGray Sienna MediumSeaGreen Peru GreenYellow
PowderBlue RoyalBlue WhiteSmoke OldLace DarkFuchsia Indigo Cornsilk MediumTurquoise LightCoral Pink
RosyBrown Burlywood LightSkyBlue DodgerBlue SkyBlue MediumOrchid Purple FloralWhite CadetBlue DarkBlue
LightSlateBlue CadetBlue LightSteelBlue SpringGreen MediumOrchid LightGoldenrodYellow MintCream Salmon CadetBlue OldLace
Olive Goldenrod AliceBlue MidnightBlue Red Brown DarkGreen Red DarkSlateBlue Burlywood
Orchid Gray OrangeRed DarkKhaki Aquamarine Burlywood GreenYellow CadetBlue MediumVioletRed OrangeRed
Moccasin Red LightSalmon Gold PeachPuff Snow MediumSlateBlue SeaGreen AliceBlue BlanchedAlmond
Coral White MistyRose Gray CadetBlue Goldenrod Navy DarkOrchid Ivory Gold
Silver Lavender Fuchsia MediumSeaGreen Snow Feldspar MediumTurquoise PowderBlue Bisque MediumVioletRed
LightSalmon Purple MediumBlue MediumVioletRed Gold DarkOrchid Coral DeepPink White OliveDrab
Olive LightSlateBlue LightSalmon LightSeaGreen Chartreuse Yellow LightSlateBlue WhiteSmoke GreenYellow OldLace
BinaryNumber_0110110 BinaryNumber_0001000 BinaryNumber_1100010 BinaryNumber_0100100 BinaryNumber_0000100 BinaryNumber_0010010 BinaryNumber_0101110 BinaryNumber_0011010 BinaryNumber_0101100 BinaryNumber_0110000
BinaryNumber_0000100 BinaryNumber_1011000 BinaryNumber_1010101 BinaryNumber_0000111 BinaryNumber_1010111 BinaryNumber_1010000 BinaryNumber_0010100 BinaryNumber_0100111 BinaryNumber_1011110 BinaryNumber_0111100
BinaryNumber_1011110 BinaryNumber_0010001 BinaryNumber_0110101 BinaryNumber_0001010 BinaryNumber_1010111 BinaryNumber_1000001 BinaryNumber_0001100 BinaryNumber_1001011 BinaryNumber_1000010 BinaryNumber_1010010
BinaryNumber_0111001 BinaryNumber_0100011 BinaryNumber_0010001 BinaryNumber_0000100 BinaryNumber_0001010 BinaryNumber_1010101 BinaryNumber_1011111 BinaryNumber_1010101 BinaryNumber_0001011 BinaryNumber_1000010
BinaryNumber_0011001 BinaryNumber_0001011 BinaryNumber_0001101 BinaryNumber_0111110 BinaryNumber_1100010 BinaryNumber_0000101 BinaryNumber_0101111 BinaryNumber_0001111 BinaryNumber_0011010 BinaryNumber_1010000
BinaryNumber_0101000 BinaryNumber_1001001 BinaryNumber_1001001 BinaryNumber_0010000 BinaryNumber_0000010 BinaryNumber_0111010 BinaryNumber_0101111 BinaryNumber_0011011 BinaryNumber_0000001 BinaryNumber_1001010
BinaryNumber_0001100 BinaryNumber_0111010 BinaryNumber_0110110 BinaryNumber_1011001 BinaryNumber_1001001 BinaryNumber_0100101 BinaryNumber_0011101 BinaryNumber_0000100 BinaryNumber_0011000 BinaryNumber_0110111
BinaryNumber_0000001 BinaryNumber_1011010 BinaryNumber_0001000 BinaryNumber_0101010 BinaryNumber_0101111 BinaryNumber_0000100 BinaryNumber_0001011 BinaryNumber_0111000 BinaryNumber_0011010 BinaryNumber_1000011
BinaryNumber_0111010 BinaryNumber_0110111 BinaryNumber_0111010 BinaryNumber_0100000 BinaryNumber_0100110 BinaryNumber_0100110 BinaryNumber_1000010 BinaryNumber_0001100 BinaryNumber_0101111 BinaryNumber_0101101
BinaryNumber_1100011 BinaryNumber_0010001 BinaryNumber_1001001 BinaryNumber_0000001 BinaryNumber_1100001 BinaryNumber_0001001 BinaryNumber_0010110 BinaryNumber_1000000 BinaryNumber_1010111 BinaryNumber_0011001
BinaryNumber_0010011 BinaryNumber_1001011 BinaryNumber_0100011 BinaryNumber_0000101 BinaryNumber_0011010 BinaryNumber_0000100 BinaryNumber_0000111 BinaryNumber_0100110 BinaryNumber_1001011 BinaryNumber_0011011
SquareNumber_361 SquareNumber_361 SquareNumber_256 SquareNumber_8281 SquareNumber_2601 SquareNumber_7569 SquareNumber_2209 SquareNumber_4489 SquareNumber_1764 SquareNumber_4356
SquareNumber_25 SquareNumber_1089 SquareNumber_2704 SquareNumber_1681 SquareNumber_9604 SquareNumber_4 SquareNumber_3721 SquareNumber_2401 SquareNumber_225 SquareNumber_6400
SquareNumber_256 SquareNumber_64 SquareNumber_169 SquareNumber_9 SquareNumber_400 SquareNumber_1444 SquareNumber_1444 SquareNumber_1600 SquareNumber_5929 SquareNumber_289
SquareNumber_4096 SquareNumber_289 SquareNumber_2304 SquareNumber_361 SquareNumber_2704 SquareNumber_2304 SquareNumber_225 SquareNumber_4225 SquareNumber_6724 SquareNumber_225
SquareNumber_2116 SquareNumber_5041 SquareNumber_49 SquareNumber_324 SquareNumber_441 SquareNumber_9025 SquareNumber_7396 SquareNumber_9 SquareNumber_1600 SquareNumber_4900
SquareNumber_8281 SquareNumber_256 SquareNumber_2916 SquareNumber_1089 SquareNumber_7744 SquareNumber_5041 SquareNumber_1681 SquareNumber_1296 SquareNumber_36 SquareNumber_7569
SquareNumber_7921 SquareNumber_2025 SquareNumber_144 SquareNumber_7225 SquareNumber_6241 SquareNumber_289 SquareNumber_8836 SquareNumber_9 SquareNumber_2304 SquareNumber_2209
SquareNumber_5041 SquareNumber_49 SquareNumber_729 SquareNumber_81 SquareNumber_9801 SquareNumber_3721 SquareNumber_361 SquareNumber_1681 SquareNumber_3844 SquareNumber_2809
SquareNumber_441 SquareNumber_441 SquareNumber_4225 SquareNumber_121 SquareNumber_4096 SquareNumber_8649 SquareNumber_400 SquareNumber_64 SquareNumber_3136 SquareNumber_4096
SquareNumber_3969 SquareNumber_784 SquareNumber_225 SquareNumber_2601 SquareNumber_6241 SquareNumber_2025 SquareNumber_5776 SquareNumber_7921 SquareNumber_6724 SquareNumber_144
SquareNumber_3025 SquareNumber_8836 SquareNumber_144 SquareNumber_121 SquareNumber_2809 SquareNumber_3600 SquareNumber_225 SquareNumber_1681 SquareNumber_7744 SquareNumber_625
illicit deception plutocracy empire unjust anonymity anonymity massive expose manipulate
fiasco mendacity benefit deficit benefit subterfuge blame coercion integrity mercurial
solicit impunity prestidigitation privilege denigrate plutocracy authoritarian sloth unjust feud
scapegoat obscure temptation onerous influence parry career debacle manipulate refute
collaboration influence fiasco resignation patronage patronage obscure accusation scandalous defamation
coercion laconic beleaguer reputation claim corruption reckless opportunist incident subterfuge
tainted conceal incident beleaguer denigrate patronage anonymity scandal alliance infringement
patronage deception authoritarian engagement resignation deny coterie authoritarian ignorant cadre
partial sloth scapegoat scandal illicit subterfuge demagogue intimidation expose dictatorship
beleaguer parry persecution anonymity endorsement recrimination alliance deficit sloth bamboozle
cadre lobby deficit scandal bamboozle expose corruption scandal fiasco empire
eat plant provender edible chicken animal cheese animal animal cheese
cereal fruit milk eat cereal nutrient edible animal cooking edible
seafood chicken beef sushi nutrition victuals milk chicken drinks soup
edible rice meal drinks meat meals nourishment seafood animal meat
milk meal pasta vegetable pasta meal vegetable pasta nutrition pasta
milk provender chicken cereal nourishment soup soup fruits vegetables meal meat
meal edible animal nutrition chicken animal vegetable meals pasta pasta
soup soup soup meal victuals rice rice cooking soup nourishment
nutrient victuals cereal nutrition rice eat eat chicken soup milk
rice cereal rice nutrient chicken meat cereal plant soup sushi
cooking meal meal plant eat cheese cooking provender restaurant pasta
Pons Arteries Eye Bronchi Mesentery Outerear Tonsils Rectum Ureter Ureter
Midbrain Tongue Bronchi Duodenum Ear Vulva Spleen Lungs Cochlea Iris
Interstitium Joints Penis Ileum Fallopiantubes Penis Bronchi Scrotum Ovaries Innerear
Bladder Urethra Esophagus Cochlea Gallbladder Innerear Cranialnerves Innerear Vagina Larynx
Mesentery skeleton Bone  Lens Spinalnerves Uterus Interstitium Vulva Jejunum Earlobe
Thalamus Ligaments Urethra Clitoris Ovaries Tongue Cranialnerves Uterus Cochlea Retina
Brain Joints Retina Tonsils Nerves Ureter Mouth Liver Veins Tongue
Tendons Pons Spleen Vulva Hypothalamus Spleen Outerear Lungs Arteries Brain
Innerear Tastebuds Ovaries Lymphaticvessel Smallintestine Gallbladder Ovaries Jejunum Vagina Lymphaticvessel
Placenta Esophagus Iris Tonsils Larynx Ileum Heart Pancreas Pons Brain
Tongue Eye Bladder Bone  Analcanal skeleton Lens Tastebuds Spleen Ileum
temperature__79c temperature__4c temperature__34c temperature__100c temperature__56c temperature__124c temperature__63c temperature__17c temperature__93c temperature__87c
