Ivory Bisque ForestGreen Indigo NavajoWhite Goldenrod Peru MediumBlue PapayaWhip Lavender
DarkOrchid Aquamarine SlateGray DarkGreen Beige Yellow FloralWhite Maroon DarkGray SlateBlue
PaleTurquoise Violet Teal DeepSkyBlue Crimson DarkViolet MediumOrchid Fuchsia Yellow DarkOliveGreen
RoyalBlue OliveDrab Honeydew MediumSlateBlue PaleGoldenrod Salmon Plum SlateGray DarkSalmon DeepPink
White White Goldenrod Navy Crimson HotPink LightGray BlanchedAlmond Tan SlateGray
MediumOrchid DarkOrange DarkOrchid Yellow Coral PapayaWhip LightBlue LavenderBlush Tomato Ivory
SeaGreen Orchid SteelBlue Azure DeepSkyBlue CadetBlue WhiteSmoke LightCoral LightPink Blue
MediumVioletRed DarkGray SaddleBrown Purple LawnGreen Cyan PaleVioletRed LightSlateBlue Wheat MistyRose
DarkSlateBlue Ivory DarkSalmon MediumTurquoise SlateBlue Black SpringGreen VioletRed MediumSlateBlue SkyBlue
BlanchedAlmond Snow Sienna PaleGoldenrod Moccasin OldLace Goldenrod Fuchsia PaleTurquoise LimeGreen
Plum GreenYellow CornflowerBlue DarkBlue PaleTurquoise LightSalmon LightSalmon DarkCyan Green Gainsboro
CubeNumber_125 CubeNumber_10648 CubeNumber_110592 CubeNumber_8 CubeNumber_125 CubeNumber_175616 CubeNumber_103823 CubeNumber_3375 CubeNumber_79507 CubeNumber_314432
CubeNumber_19683 CubeNumber_614125 CubeNumber_64 CubeNumber_1331 CubeNumber_373248 CubeNumber_79507 CubeNumber_512000 CubeNumber_343 CubeNumber_592704 CubeNumber_216000
CubeNumber_29791 CubeNumber_74088 CubeNumber_389017 CubeNumber_5832 CubeNumber_704969 CubeNumber_125 CubeNumber_205379 CubeNumber_27 CubeNumber_205379 CubeNumber_250047
CubeNumber_343 CubeNumber_157464 CubeNumber_592704 CubeNumber_140608 CubeNumber_250047 CubeNumber_262144 CubeNumber_493039 CubeNumber_551368 CubeNumber_343000 CubeNumber_389017
CubeNumber_512 CubeNumber_54872 CubeNumber_35937 CubeNumber_830584 CubeNumber_226981 CubeNumber_314432 CubeNumber_704969 CubeNumber_941192 CubeNumber_216000 CubeNumber_39304
CubeNumber_2197 CubeNumber_13824 CubeNumber_531441 CubeNumber_74088 CubeNumber_884736 CubeNumber_195112 CubeNumber_753571 CubeNumber_125000 CubeNumber_830584 CubeNumber_8
CubeNumber_19683 CubeNumber_17576 CubeNumber_551368 CubeNumber_571787 CubeNumber_216000 CubeNumber_12167 CubeNumber_274625 CubeNumber_15625 CubeNumber_125000 CubeNumber_2744
CubeNumber_226981 CubeNumber_74088 CubeNumber_226981 CubeNumber_97336 CubeNumber_8 CubeNumber_300763 CubeNumber_4913 CubeNumber_19683 CubeNumber_238328 CubeNumber_27
CubeNumber_1728 CubeNumber_50653 CubeNumber_132651 CubeNumber_658503 CubeNumber_343000 CubeNumber_68921 CubeNumber_3375 CubeNumber_493039 CubeNumber_27000 CubeNumber_85184
CubeNumber_157464 CubeNumber_884736 CubeNumber_531441 CubeNumber_2197 CubeNumber_658503 CubeNumber_21952 CubeNumber_592704 CubeNumber_512000 CubeNumber_551368 CubeNumber_531441
CubeNumber_195112 CubeNumber_24389 CubeNumber_328509 CubeNumber_97336 CubeNumber_884736 CubeNumber_857375 CubeNumber_421875 CubeNumber_343000 CubeNumber_830584 CubeNumber_4913
