successful perfect shiny smiling weary amused tender energetic expensive ugliest
clever cheerful different precious vivacious motionless fancy sore spotless agreeable
smiling motionless light super thoughtless gleaming joyous tired disturbed embarrassed
condemned eager envious repulsive motionless nervous charming lovely naughty excited
lazy energetic lively ugliest elegant prickly spotless jealous long old-fashioned
fair sleepy clumsy tense misty tame gentle frantic colorful prickly
tense sleepy smoggy funny poised frantic nervous outrageous repulsive precious
easy curious tasty tame puzzled lively condemned dizzy super angry
smoggy distinct bewildered horrible inexpensive precious victorious adorable clear mushy
black busy elated repulsive expensive ashamed kind splendid elegant misty
annoyed tame poor fine kind light cute itchy worried cruel
BinaryNumber_1000010 BinaryNumber_0111000 BinaryNumber_0000011 BinaryNumber_0110101 BinaryNumber_0100010 BinaryNumber_0101001 BinaryNumber_1000101 BinaryNumber_1011101 BinaryNumber_0010110 BinaryNumber_0101010
BinaryNumber_1010000 BinaryNumber_1011001 BinaryNumber_0100011 BinaryNumber_0011001 BinaryNumber_1011101 BinaryNumber_0010001 BinaryNumber_1000000 BinaryNumber_0101011 BinaryNumber_0000000 BinaryNumber_1001101
BinaryNumber_0101111 BinaryNumber_0010100 BinaryNumber_0101101 BinaryNumber_1001011 BinaryNumber_0101001 BinaryNumber_1000011 BinaryNumber_0001001 BinaryNumber_1000010 BinaryNumber_0101011 BinaryNumber_0110101
BinaryNumber_0100101 BinaryNumber_0111001 BinaryNumber_0101011 BinaryNumber_1010100 BinaryNumber_0001110 BinaryNumber_1011110 BinaryNumber_0011110 BinaryNumber_0001100 BinaryNumber_1001110 BinaryNumber_1011101
BinaryNumber_1001111 BinaryNumber_0010010 BinaryNumber_0100110 BinaryNumber_0101111 BinaryNumber_0101000 BinaryNumber_0101011 BinaryNumber_0010000 BinaryNumber_0011000 BinaryNumber_1001100 BinaryNumber_1001111
BinaryNumber_0101110 BinaryNumber_0000101 BinaryNumber_1010001 BinaryNumber_1011010 BinaryNumber_0001000 BinaryNumber_1010110 BinaryNumber_1010110 BinaryNumber_0010111 BinaryNumber_0000011 BinaryNumber_0010111
BinaryNumber_0110011 BinaryNumber_0110111 BinaryNumber_0011010 BinaryNumber_1001000 BinaryNumber_0001000 BinaryNumber_0100000 BinaryNumber_1010010 BinaryNumber_1010110 BinaryNumber_0110011 BinaryNumber_1011111
BinaryNumber_0111000 BinaryNumber_0000100 BinaryNumber_1011010 BinaryNumber_1000011 BinaryNumber_0110010 BinaryNumber_0011110 BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_0001110 BinaryNumber_0011001
BinaryNumber_0000111 BinaryNumber_1010010 BinaryNumber_0100101 BinaryNumber_0111111 BinaryNumber_0010111 BinaryNumber_1000101 BinaryNumber_1010000 BinaryNumber_0011100 BinaryNumber_0010101 BinaryNumber_0010100
BinaryNumber_0101011 BinaryNumber_0001101 BinaryNumber_0001110 BinaryNumber_0110000 BinaryNumber_0101011 BinaryNumber_1001000 BinaryNumber_1010000 BinaryNumber_1000000 BinaryNumber_0000010 BinaryNumber_0000000
BinaryNumber_0011110 BinaryNumber_0010000 BinaryNumber_0010000 BinaryNumber_1000110 BinaryNumber_0101011 BinaryNumber_0111010 BinaryNumber_0101100 BinaryNumber_0110101 BinaryNumber_1100001 BinaryNumber_1011111
SquareNumber_2704 SquareNumber_1681 SquareNumber_6084 SquareNumber_2601 SquareNumber_2209 SquareNumber_4489 SquareNumber_8281 SquareNumber_5476 SquareNumber_5041 SquareNumber_3969
SquareNumber_576 SquareNumber_784 SquareNumber_529 SquareNumber_5476 SquareNumber_6400 SquareNumber_625 SquareNumber_2116 SquareNumber_5929 SquareNumber_3721 SquareNumber_256
SquareNumber_1521 SquareNumber_1156 SquareNumber_1225 SquareNumber_10000 SquareNumber_9025 SquareNumber_7056 SquareNumber_7744 SquareNumber_144 SquareNumber_1936 SquareNumber_7056
SquareNumber_5929 SquareNumber_9025 SquareNumber_5476 SquareNumber_1156 SquareNumber_2704 SquareNumber_9409 SquareNumber_169 SquareNumber_576 SquareNumber_4096 SquareNumber_1521
SquareNumber_289 SquareNumber_2601 SquareNumber_2809 SquareNumber_1225 SquareNumber_5329 SquareNumber_400 SquareNumber_25 SquareNumber_625 SquareNumber_2025 SquareNumber_3844
SquareNumber_6889 SquareNumber_2025 SquareNumber_5329 SquareNumber_1156 SquareNumber_729 SquareNumber_2025 SquareNumber_6889 SquareNumber_8836 SquareNumber_100 SquareNumber_4761
SquareNumber_5041 SquareNumber_441 SquareNumber_4489 SquareNumber_7744 SquareNumber_1681 SquareNumber_6561 SquareNumber_6561 SquareNumber_729 SquareNumber_6400 SquareNumber_196
