PaleVioletRed LightCoral DarkCyan Maroon DarkOrchid LimeGreen MediumPurple Violet MistyRose Wheat
Orchid DarkViolet Gold Fuchsia Gainsboro SlateBlue White SlateBlue Tan Cornsilk
BlanchedAlmond IndianRed DarkViolet Sienna Snow DarkTurquoise WhiteSmoke Gray DarkTurquoise Tan
DodgerBlue Snow SpringGreen Gold GreenYellow Tomato MediumVioletRed Crimson WhiteSmoke SteelBlue
Coral Aquamarine SeaGreen DarkGreen Chocolate PeachPuff OrangeRed CadetBlue AntiqueWhite FloralWhite
Chartreuse DarkGray Navy SpringGreen MediumOrchid SteelBlue DarkRed ForestGreen Lavender Beige
Firebrick Navy DarkGray Tomato LightCoral Firebrick Fuchsia SkyBlue BlanchedAlmond DarkCyan
BlanchedAlmond Firebrick DarkOrange BlueViolet Gainsboro DarkGoldenrod DarkGray White SlateGray LightGoldenrodYellow
IndianRed Gray DarkGoldenrod Gold Seashell WhiteSmoke Gray MediumSlateBlue Crimson Thistle
WhiteSmoke DimGray GreenYellow Gainsboro Cornsilk DarkOliveGreen Green DodgerBlue Azure BlueViolet
Firebrick Gainsboro PowderBlue DarkGoldenrod MediumSlateBlue Maroon SkyBlue SpringGreen Peru WhiteSmoke
BinaryNumber_0111000 BinaryNumber_0011101 BinaryNumber_0100101 BinaryNumber_1000100 BinaryNumber_0111101 BinaryNumber_0010110 BinaryNumber_0011110 BinaryNumber_0010101 BinaryNumber_0110001 BinaryNumber_1000001
BinaryNumber_1010001 BinaryNumber_0101001 BinaryNumber_0101110 BinaryNumber_1001011 BinaryNumber_1001001 BinaryNumber_1000101 BinaryNumber_0001101 BinaryNumber_0010101 BinaryNumber_1000001 BinaryNumber_0000110
BinaryNumber_0111001 BinaryNumber_1011100 BinaryNumber_0111111 BinaryNumber_0101010 BinaryNumber_1001011 BinaryNumber_0100011 BinaryNumber_0111001 BinaryNumber_0100110 BinaryNumber_1011100 BinaryNumber_1000101
BinaryNumber_0100110 BinaryNumber_1010100 BinaryNumber_1100010 BinaryNumber_0110111 BinaryNumber_0010010 BinaryNumber_0100010 BinaryNumber_1100000 BinaryNumber_0110111 BinaryNumber_0000000 BinaryNumber_0100010
BinaryNumber_0110000 BinaryNumber_1100010 BinaryNumber_0011011 BinaryNumber_0010111 BinaryNumber_0101110 BinaryNumber_1001000 BinaryNumber_0000010 BinaryNumber_0001000 BinaryNumber_1100011 BinaryNumber_0101101
BinaryNumber_0001001 BinaryNumber_0101000 BinaryNumber_0001111 BinaryNumber_0000001 BinaryNumber_1000101 BinaryNumber_0010101 BinaryNumber_1010111 BinaryNumber_1010011 BinaryNumber_0110111 BinaryNumber_0101001
BinaryNumber_0110101 BinaryNumber_0000111 BinaryNumber_0011100 BinaryNumber_1010110 BinaryNumber_1010101 BinaryNumber_0111110 BinaryNumber_1000111 BinaryNumber_0001001 BinaryNumber_0101100 BinaryNumber_0100011
BinaryNumber_1011111 BinaryNumber_0100010 BinaryNumber_1000111 BinaryNumber_0000011 BinaryNumber_0110110 BinaryNumber_1000001 BinaryNumber_0100110 BinaryNumber_0000100 BinaryNumber_0111111 BinaryNumber_1000100
BinaryNumber_0000001 BinaryNumber_1011110 BinaryNumber_1001100 BinaryNumber_0111011 BinaryNumber_0100111 BinaryNumber_0111010 BinaryNumber_1001111 BinaryNumber_0001100 BinaryNumber_0000010 BinaryNumber_0000011
BinaryNumber_0001010 BinaryNumber_0001100 BinaryNumber_0011110 BinaryNumber_0001101 BinaryNumber_0100000 BinaryNumber_0010110 BinaryNumber_1100001 BinaryNumber_1000111 BinaryNumber_0000110 BinaryNumber_0111011
BinaryNumber_0001010 BinaryNumber_0101010 BinaryNumber_0101010 BinaryNumber_0011001 BinaryNumber_1000000 BinaryNumber_1001000 BinaryNumber_1001111 BinaryNumber_0010011 BinaryNumber_1011010 BinaryNumber_1001010
CubeNumber_6859 CubeNumber_64 CubeNumber_32768 CubeNumber_1000 CubeNumber_1728 CubeNumber_571787 CubeNumber_3375 CubeNumber_592704 CubeNumber_4096 CubeNumber_216
CubeNumber_493039 CubeNumber_148877 CubeNumber_140608 CubeNumber_117649 CubeNumber_157464 CubeNumber_79507 CubeNumber_35937 CubeNumber_68921 CubeNumber_24389 CubeNumber_148877
CubeNumber_3375 CubeNumber_804357 CubeNumber_941192 CubeNumber_42875 CubeNumber_405224 CubeNumber_54872 CubeNumber_1331 CubeNumber_8 CubeNumber_4096 CubeNumber_216
CubeNumber_531441 CubeNumber_32768 CubeNumber_238328 CubeNumber_729 CubeNumber_658503 CubeNumber_74088 CubeNumber_195112 CubeNumber_21952 CubeNumber_117649 CubeNumber_50653
CubeNumber_132651 CubeNumber_185193 CubeNumber_456533 CubeNumber_5832 CubeNumber_148877 CubeNumber_328509 CubeNumber_175616 CubeNumber_512000 CubeNumber_157464 CubeNumber_592704
CubeNumber_68921 CubeNumber_29791 CubeNumber_157464 CubeNumber_10648 CubeNumber_148877 CubeNumber_592704 CubeNumber_17576 CubeNumber_74088 CubeNumber_274625 CubeNumber_185193
CubeNumber_3375 CubeNumber_27000 CubeNumber_343 CubeNumber_778688 CubeNumber_35937 CubeNumber_3375 CubeNumber_456533 CubeNumber_2197 CubeNumber_12167 CubeNumber_614125
