helpful misty itchy zealous victorious gorgeous cruel odd delightful frail
magnificent nervous terrible nervous grumpy stormy tense elegant adventurous putrid
annoying ugliest alert joyous defeated super sore blue breakable long
adventurous horrible expensive mushy vast relieved angry glamorous breakable plain
concerned frail filthy comfortable crowded vast envious itchy sparkling clear
cheerful open brave weary dizzy concerned determined bored sleepy good
itchy blue gentle vivacious average cute eager funny foolish friendly
gentle splendid happy sore old-fashioned poised envious awful repulsive unusual
handsome wrong calm gifted tense depressed drab uptight concerned aggressive
dangerous bored jealous scary embarrassed smiling gleaming open fragile attractive
thoughtful envious old-fashioned lazy defeated putrid blue better vast bloody
BinaryNumber_1001011 BinaryNumber_0101110 BinaryNumber_1011001 BinaryNumber_0011000 BinaryNumber_0001111 BinaryNumber_0001111 BinaryNumber_0110101 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_1011111
BinaryNumber_0001100 BinaryNumber_0001110 BinaryNumber_0011110 BinaryNumber_1001110 BinaryNumber_0111010 BinaryNumber_0111100 BinaryNumber_1000100 BinaryNumber_0101011 BinaryNumber_1001010 BinaryNumber_0101001
BinaryNumber_1000011 BinaryNumber_0001100 BinaryNumber_0110111 BinaryNumber_0101000 BinaryNumber_1011111 BinaryNumber_1011011 BinaryNumber_0001001 BinaryNumber_0101000 BinaryNumber_1010010 BinaryNumber_0001010
BinaryNumber_1000011 BinaryNumber_0010100 BinaryNumber_1011101 BinaryNumber_0001100 BinaryNumber_0110111 BinaryNumber_1011001 BinaryNumber_0001101 BinaryNumber_0000001 BinaryNumber_0111000 BinaryNumber_1010111
BinaryNumber_0110100 BinaryNumber_0001100 BinaryNumber_0100000 BinaryNumber_0111111 BinaryNumber_1011000 BinaryNumber_1011010 BinaryNumber_1000010 BinaryNumber_1000011 BinaryNumber_0010000 BinaryNumber_1001010
BinaryNumber_0100001 BinaryNumber_1000110 BinaryNumber_0101100 BinaryNumber_1001011 BinaryNumber_0000110 BinaryNumber_1010001 BinaryNumber_1010111 BinaryNumber_0110110 BinaryNumber_0010110 BinaryNumber_1000010
BinaryNumber_0010100 BinaryNumber_0001000 BinaryNumber_1000000 BinaryNumber_0010100 BinaryNumber_1001100 BinaryNumber_0001010 BinaryNumber_0011101 BinaryNumber_0110100 BinaryNumber_0101011 BinaryNumber_0101111
BinaryNumber_1001001 BinaryNumber_0111111 BinaryNumber_0010000 BinaryNumber_1011010 BinaryNumber_1100001 BinaryNumber_1001000 BinaryNumber_0001010 BinaryNumber_0011101 BinaryNumber_1010110 BinaryNumber_0111111
BinaryNumber_0001100 BinaryNumber_0111001 BinaryNumber_1000101 BinaryNumber_0100101 BinaryNumber_1011111 BinaryNumber_1010111 BinaryNumber_1100011 BinaryNumber_1000010 BinaryNumber_0110010 BinaryNumber_0011110
BinaryNumber_0011110 BinaryNumber_1011101 BinaryNumber_1100010 BinaryNumber_0010010 BinaryNumber_0010000 BinaryNumber_0111010 BinaryNumber_0011111 BinaryNumber_0100100 BinaryNumber_0110100 BinaryNumber_0010110
BinaryNumber_1000111 BinaryNumber_1010011 BinaryNumber_1000111 BinaryNumber_0000110 BinaryNumber_1001110 BinaryNumber_1001110 BinaryNumber_0011110 BinaryNumber_0000101 BinaryNumber_1010110 BinaryNumber_0100111
