GreenYellow Pink Fuchsia Linen Firebrick Purple PaleGreen Green Indigo Gray
PaleGoldenrod DeepPink LightSalmon SkyBlue Orange Gainsboro MediumPurple LightBlue DimGray LightGreen
Cornsilk LemonChiffon AntiqueWhite VioletRed Purple Brown LightGoldenrodYellow Silver Beige FloralWhite
SeaGreen AliceBlue PaleGreen Maroon SlateGray LightGoldenrod Blue Goldenrod MediumOrchid DarkRed
Khaki SteelBlue Cyan DarkGray MediumBlue Blue Moccasin Linen Teal DarkKhaki
PaleGreen White DarkCyan SlateBlue Red DarkGreen GreenYellow BlueViolet LightSkyBlue DimGray
PeachPuff Chartreuse SlateGray PaleVioletRed OliveDrab GreenYellow PaleTurquoise MediumAquamarine Blue Gainsboro
DodgerBlue BlueViolet DarkBlue Azure Lime GreenYellow LightGray BlueViolet PaleVioletRed Brown
DarkOrange LightSteelBlue CadetBlue Tan Tomato MintCream SkyBlue Orange PaleGoldenrod Salmon
LightSlateBlue Indigo LightPink Aquamarine VioletRed Olive LightCoral Burlywood DarkOrchid Khaki
Chartreuse Bisque LightGoldenrodYellow DarkSalmon DarkBlue LightYellow CornflowerBlue Bisque Ivory VioletRed
Tongue Capillaries Bladder Ligaments Teeth Midbrain Ganglia Penis Ligaments Lungs
Outerear Joints Ciliarybody Tongue Middleear Ganglia Ossicles Cerebrum Ureter Midbrain
Mouth Midbrain Spleen Lungs Fallopiantubes Ossicles Stomach Scrotum Fallopiantubes Outerear
Joints Pancreas Cervix Tastebuds Cervix Heart Bone  Eardrum Largeintestine Trachea
Smallintestine Interstitium Midbrain Larynx Vulva Trachea Cerebrum Cochlea Trachea Urethra
Brain Lymphaticvessel Liver Lips Lymphaticvessel Larynx Gallbladder Rectum Nerves Brain
Brain Ovaries Cochlea Brain Muscle Urethra Cerebrum Eye Teeth Thymus
Spleen Vagina Brain Muscle Lymphaticvessel Liver Brain Arteries Lens Eardrum
Tendons Ileum Innerear Vagina Ciliarybody Tendons Capillaries Stomach Spinalnerves Heart
Lens Bronchi Joints Middleear Duodenum Interstitium Scrotum Kidneys Cornea Vagina
Tendons Rectum Duodenum Placenta Ovaries Pharynx Ovaries Eye Spinalnerves Tonsils
BinaryNumber_1000100 BinaryNumber_1100010 BinaryNumber_0111001 BinaryNumber_0011101 BinaryNumber_0111001 BinaryNumber_0100100 BinaryNumber_0000001 BinaryNumber_0010010 BinaryNumber_0111000 BinaryNumber_0001001
BinaryNumber_1011011 BinaryNumber_1001111 BinaryNumber_0111001 BinaryNumber_0011001 BinaryNumber_1010110 BinaryNumber_0010101 BinaryNumber_1011100 BinaryNumber_0111001 BinaryNumber_0011011 BinaryNumber_0010010
BinaryNumber_1001011 BinaryNumber_0011111 BinaryNumber_0110101 BinaryNumber_1010100 BinaryNumber_0000101 BinaryNumber_1100010 BinaryNumber_0001001 BinaryNumber_1000001 BinaryNumber_0101000 BinaryNumber_0010110
BinaryNumber_0111010 BinaryNumber_0000011 BinaryNumber_1010011 BinaryNumber_1100011 BinaryNumber_0111100 BinaryNumber_1011001 BinaryNumber_0110100 BinaryNumber_0100100 BinaryNumber_0011011 BinaryNumber_1001110
BinaryNumber_0000100 BinaryNumber_0100110 BinaryNumber_1011011 BinaryNumber_0111101 BinaryNumber_1000010 BinaryNumber_0001110 BinaryNumber_0110101 BinaryNumber_0001010 BinaryNumber_0000100 BinaryNumber_1010100
BinaryNumber_1000000 BinaryNumber_1000101 BinaryNumber_0111111 BinaryNumber_1010100 BinaryNumber_1010101 BinaryNumber_0011000 BinaryNumber_0000111 BinaryNumber_0100110 BinaryNumber_0110100 BinaryNumber_1010110
BinaryNumber_1010011 BinaryNumber_0110100 BinaryNumber_1010000 BinaryNumber_0011101 BinaryNumber_0110010 BinaryNumber_1011111 BinaryNumber_0000001 BinaryNumber_0001011 BinaryNumber_0111011 BinaryNumber_1001111
BinaryNumber_1001011 BinaryNumber_0100001 BinaryNumber_0100101 BinaryNumber_1001011 BinaryNumber_0000110 BinaryNumber_0100011 BinaryNumber_0001001 BinaryNumber_0100001 BinaryNumber_0101100 BinaryNumber_0011000
BinaryNumber_0110100 BinaryNumber_0110101 BinaryNumber_1001011 BinaryNumber_1000001 BinaryNumber_1011111 BinaryNumber_1010000 BinaryNumber_1011000 BinaryNumber_0110000 BinaryNumber_0101010 BinaryNumber_1001010
BinaryNumber_0111010 BinaryNumber_0010111 BinaryNumber_0100101 BinaryNumber_1001100 BinaryNumber_1001111 BinaryNumber_0110001 BinaryNumber_1011101 BinaryNumber_1001000 BinaryNumber_1000011 BinaryNumber_0011000
BinaryNumber_0111110 BinaryNumber_1001010 BinaryNumber_0010011 BinaryNumber_0100000 BinaryNumber_0111111 BinaryNumber_0110100 BinaryNumber_1000101 BinaryNumber_1000010 BinaryNumber_0010011 BinaryNumber_0001000
CubeNumber_125000 CubeNumber_27000 CubeNumber_19683 CubeNumber_1728 CubeNumber_2197 CubeNumber_493039 CubeNumber_300763 CubeNumber_29791 CubeNumber_405224 CubeNumber_216000
CubeNumber_729 CubeNumber_157464 CubeNumber_262144 CubeNumber_456533 CubeNumber_300763 CubeNumber_117649 CubeNumber_912673 CubeNumber_636056 CubeNumber_512 CubeNumber_704969
CubeNumber_571787 CubeNumber_97336 CubeNumber_704969 CubeNumber_474552 CubeNumber_373248 CubeNumber_274625 CubeNumber_884736 CubeNumber_4096 CubeNumber_830584 CubeNumber_300763
CubeNumber_592704 CubeNumber_9261 CubeNumber_512 CubeNumber_8 CubeNumber_8 CubeNumber_531441 CubeNumber_12167 CubeNumber_287496 CubeNumber_8000 CubeNumber_884736
CubeNumber_15625 CubeNumber_29791 CubeNumber_2197 CubeNumber_64 CubeNumber_592704 CubeNumber_531441 CubeNumber_704969 CubeNumber_91125 CubeNumber_125 CubeNumber_79507
CubeNumber_32768 CubeNumber_110592 CubeNumber_46656 CubeNumber_300763 CubeNumber_804357 CubeNumber_29791 CubeNumber_46656 CubeNumber_205379 CubeNumber_17576 CubeNumber_216
CubeNumber_512 CubeNumber_59319 CubeNumber_551368 CubeNumber_456533 CubeNumber_658503 CubeNumber_59319 CubeNumber_216000 CubeNumber_97336 CubeNumber_226981 CubeNumber_912673
CubeNumber_328509 CubeNumber_85184 CubeNumber_35937 CubeNumber_704969 CubeNumber_357911 CubeNumber_8 CubeNumber_29791 CubeNumber_110592 CubeNumber_50653 CubeNumber_9261
