temperature__91c temperature__10c temperature__92c temperature__93c temperature__79c temperature__129c temperature__136c temperature__46c temperature__73c temperature__27c
temperature__95c temperature__95c temperature__69c temperature__10c temperature__85c temperature__124c temperature__79c temperature__105c temperature__58c temperature__136c
temperature__63c temperature__116c temperature__145c temperature__91c temperature__95c temperature__132c temperature__142c temperature__5c temperature__140c temperature__23c
temperature__2c temperature__64c temperature__11c temperature__105c temperature__44c temperature__116c temperature__8c temperature__123c temperature__148c temperature__59c
temperature__35c temperature__108c temperature__35c temperature__120c temperature__85c temperature__57c temperature__49c temperature__7c temperature__63c temperature__56c
temperature__116c temperature__22c temperature__59c temperature__112c temperature__44c temperature__53c temperature__130c temperature__98c temperature__30c temperature__88c
temperature__119c temperature__4c temperature__144c temperature__100c temperature__8c temperature__69c temperature__73c temperature__68c temperature__126c temperature__61c
temperature__8c temperature__33c temperature__40c temperature__98c temperature__69c temperature__123c temperature__30c temperature__34c temperature__84c temperature__3c
temperature__57c temperature__6c temperature__146c temperature__58c temperature__7c temperature__140c temperature__7c temperature__112c temperature__85c temperature__26c
temperature__109c temperature__22c temperature__120c temperature__3c temperature__111c temperature__6c temperature__12c temperature__126c temperature__112c temperature__64c
temperature__87c temperature__131c temperature__111c temperature__86c temperature__68c temperature__90c temperature__36c temperature__24c temperature__52c temperature__138c
SquareNumber_1936 SquareNumber_2704 SquareNumber_8836 SquareNumber_8281 SquareNumber_8464 SquareNumber_6084 SquareNumber_576 SquareNumber_7744 SquareNumber_25 SquareNumber_2500
SquareNumber_81 SquareNumber_3136 SquareNumber_3249 SquareNumber_841 SquareNumber_1225 SquareNumber_5929 SquareNumber_2500 SquareNumber_900 SquareNumber_5625 SquareNumber_784
SquareNumber_289 SquareNumber_81 SquareNumber_100 SquareNumber_3844 SquareNumber_2704 SquareNumber_2401 SquareNumber_3969 SquareNumber_961 SquareNumber_3600 SquareNumber_676
SquareNumber_8649 SquareNumber_6400 SquareNumber_1156 SquareNumber_196 SquareNumber_2601 SquareNumber_4761 SquareNumber_8464 SquareNumber_576 SquareNumber_4356 SquareNumber_5776
SquareNumber_2601 SquareNumber_324 SquareNumber_7396 SquareNumber_100 SquareNumber_4761 SquareNumber_9216 SquareNumber_9025 SquareNumber_4 SquareNumber_3844 SquareNumber_400
SquareNumber_3025 SquareNumber_49 SquareNumber_25 SquareNumber_1089 SquareNumber_9216 SquareNumber_4225 SquareNumber_9604 SquareNumber_4761 SquareNumber_196 SquareNumber_5625
SquareNumber_6724 SquareNumber_81 SquareNumber_3721 SquareNumber_324 SquareNumber_4 SquareNumber_3025 SquareNumber_961 SquareNumber_7569 SquareNumber_2025 SquareNumber_100
SquareNumber_9025 SquareNumber_5041 SquareNumber_4225 SquareNumber_49 SquareNumber_49 SquareNumber_324 SquareNumber_5625 SquareNumber_8464 SquareNumber_625 SquareNumber_3481
SquareNumber_3364 SquareNumber_225 SquareNumber_5476 SquareNumber_256 SquareNumber_3481 SquareNumber_7056 SquareNumber_9409 SquareNumber_1225 SquareNumber_841 SquareNumber_64
SquareNumber_10000 SquareNumber_529 SquareNumber_1936 SquareNumber_676 SquareNumber_5476 SquareNumber_9409 SquareNumber_144 SquareNumber_3364 SquareNumber_4356 SquareNumber_729
SquareNumber_5625 SquareNumber_1024 SquareNumber_16 SquareNumber_6084 SquareNumber_81 SquareNumber_400 SquareNumber_1225 SquareNumber_2809 SquareNumber_1225 SquareNumber_441
