temperature__3c temperature__122c temperature__82c temperature__88c temperature__92c temperature__5c temperature__130c temperature__50c temperature__129c temperature__42c
temperature__78c temperature__142c temperature__58c temperature__119c temperature__0c temperature__39c temperature__100c temperature__136c temperature__93c temperature__36c
temperature__27c temperature__21c temperature__49c temperature__2c temperature__88c temperature__3c temperature__8c temperature__122c temperature__34c temperature__33c
temperature__51c temperature__84c temperature__106c temperature__10c temperature__56c temperature__40c temperature__120c temperature__26c temperature__79c temperature__30c
temperature__79c temperature__98c temperature__70c temperature__16c temperature__70c temperature__35c temperature__50c temperature__39c temperature__90c temperature__44c
temperature__136c temperature__144c temperature__46c temperature__63c temperature__7c temperature__146c temperature__140c temperature__42c temperature__122c temperature__7c
temperature__148c temperature__34c temperature__36c temperature__116c temperature__68c temperature__78c temperature__112c temperature__78c temperature__79c temperature__109c
temperature__86c temperature__58c temperature__90c temperature__69c temperature__116c temperature__129c temperature__136c temperature__30c temperature__140c temperature__74c
temperature__16c temperature__31c temperature__36c temperature__4c temperature__22c temperature__124c temperature__108c temperature__142c temperature__26c temperature__145c
temperature__136c temperature__59c temperature__112c temperature__69c temperature__112c temperature__14c temperature__71c temperature__42c temperature__109c temperature__46c
temperature__136c temperature__124c temperature__147c temperature__126c temperature__51c temperature__142c temperature__57c temperature__106c temperature__50c temperature__69c
OldLace DeepPink Moccasin Cyan PowderBlue DarkSeaGreen Chartreuse SandyBrown DarkTurquoise MistyRose
LightGoldenrod MistyRose Tan DarkBlue VioletRed Burlywood Linen Purple SteelBlue SandyBrown
Burlywood PaleGreen CornflowerBlue Pink Feldspar Purple Seashell HotPink Green MintCream
NavajoWhite Burlywood MediumSeaGreen Orchid Pink LightGoldenrodYellow DarkKhaki RoyalBlue Sienna DeepSkyBlue
Black Cornsilk Seashell DeepSkyBlue Cyan Tan IndianRed Gainsboro PowderBlue Teal
OldLace IndianRed CadetBlue Azure MediumVioletRed VioletRed Khaki Chartreuse AntiqueWhite Salmon
Goldenrod Moccasin Lime DeepPink Silver GhostWhite Feldspar Lavender Fuchsia Silver
MediumPurple DarkTurquoise Cyan Cornsilk SaddleBrown WhiteSmoke Crimson Chocolate Olive GreenYellow
LightGoldenrodYellow LightSeaGreen Lavender Fuchsia LightSlateBlue Orchid DimGray DarkViolet AntiqueWhite Ivory
LightSkyBlue LightGoldenrodYellow Olive DarkFuchsia Thistle MediumTurquoise LightSalmon Tan MediumSpringGreen AliceBlue
LawnGreen DarkKhaki MediumAquamarine Honeydew Wheat VioletRed DarkGoldenrod Thistle MediumSlateBlue MediumBlue
PrimeNumber_307 PrimeNumber_151 PrimeNumber_401 PrimeNumber_317 PrimeNumber_59 PrimeNumber_131 PrimeNumber_83 PrimeNumber_79 PrimeNumber_131 PrimeNumber_149
PrimeNumber_13 PrimeNumber_61 PrimeNumber_293 PrimeNumber_191 PrimeNumber_347 PrimeNumber_197 PrimeNumber_127 PrimeNumber_457 PrimeNumber_139 PrimeNumber_347
