CubeNumber_3375 CubeNumber_2197 CubeNumber_884736 CubeNumber_85184 CubeNumber_729 CubeNumber_97336 CubeNumber_778688 CubeNumber_941192 CubeNumber_512 CubeNumber_29791
CubeNumber_614125 CubeNumber_421875 CubeNumber_17576 CubeNumber_64000 CubeNumber_884736 CubeNumber_29791 CubeNumber_12167 CubeNumber_13824 CubeNumber_27 CubeNumber_216000
CubeNumber_262144 CubeNumber_729000 CubeNumber_857375 CubeNumber_636056 CubeNumber_1728 CubeNumber_4096 CubeNumber_9261 CubeNumber_704969 CubeNumber_753571 CubeNumber_117649
CubeNumber_912673 CubeNumber_704969 CubeNumber_300763 CubeNumber_2197 CubeNumber_74088 CubeNumber_68921 CubeNumber_704969 CubeNumber_636056 CubeNumber_64 CubeNumber_357911
CubeNumber_1000 CubeNumber_753571 CubeNumber_3375 CubeNumber_704969 CubeNumber_681472 CubeNumber_681472 CubeNumber_12167 CubeNumber_216000 CubeNumber_10648 CubeNumber_830584
CubeNumber_140608 CubeNumber_1331 CubeNumber_27000 CubeNumber_10648 CubeNumber_571787 CubeNumber_185193 CubeNumber_571787 CubeNumber_592704 CubeNumber_1728 CubeNumber_97336
CubeNumber_54872 CubeNumber_27 CubeNumber_175616 CubeNumber_343 CubeNumber_373248 CubeNumber_1331 CubeNumber_79507 CubeNumber_912673 CubeNumber_912673 CubeNumber_343000
CubeNumber_405224 CubeNumber_250047 CubeNumber_438976 CubeNumber_300763 CubeNumber_512000 CubeNumber_103823 CubeNumber_125000 CubeNumber_148877 CubeNumber_912673 CubeNumber_493039
CubeNumber_262144 CubeNumber_175616 CubeNumber_216000 CubeNumber_103823 CubeNumber_19683 CubeNumber_753571 CubeNumber_103823 CubeNumber_274625 CubeNumber_103823 CubeNumber_6859
CubeNumber_15625 CubeNumber_27000 CubeNumber_389017 CubeNumber_2197 CubeNumber_205379 CubeNumber_27 CubeNumber_85184 CubeNumber_804357 CubeNumber_39304 CubeNumber_238328
CubeNumber_941192 CubeNumber_6859 CubeNumber_140608 CubeNumber_343000 CubeNumber_4096 CubeNumber_103823 CubeNumber_4096 CubeNumber_2197 CubeNumber_3375 CubeNumber_300763
SquareNumber_16 SquareNumber_729 SquareNumber_5184 SquareNumber_2116 SquareNumber_4489 SquareNumber_49 SquareNumber_1521 SquareNumber_4356 SquareNumber_400 SquareNumber_7744
SquareNumber_1089 SquareNumber_4761 SquareNumber_2809 SquareNumber_5929 SquareNumber_5329 SquareNumber_1600 SquareNumber_784 SquareNumber_7396 SquareNumber_4096 SquareNumber_7744
SquareNumber_121 SquareNumber_6724 SquareNumber_1849 SquareNumber_900 SquareNumber_169 SquareNumber_196 SquareNumber_7921 SquareNumber_81 SquareNumber_121 SquareNumber_4225
SquareNumber_1600 SquareNumber_5776 SquareNumber_16 SquareNumber_1936 SquareNumber_1521 SquareNumber_9216 SquareNumber_5041 SquareNumber_484 SquareNumber_3025 SquareNumber_169
SquareNumber_6400 SquareNumber_5476 SquareNumber_25 SquareNumber_729 SquareNumber_289 SquareNumber_36 SquareNumber_361 SquareNumber_1296 SquareNumber_6400 SquareNumber_225
SquareNumber_5329 SquareNumber_5329 SquareNumber_841 SquareNumber_9216 SquareNumber_1521 SquareNumber_25 SquareNumber_8836 SquareNumber_289 SquareNumber_3249 SquareNumber_484
