temperature__118c temperature__100c temperature__137c temperature__51c temperature__10c temperature__4c temperature__56c temperature__138c temperature__58c temperature__39c
temperature__91c temperature__84c temperature__34c temperature__16c temperature__16c temperature__70c temperature__136c temperature__112c temperature__139c temperature__26c
temperature__17c temperature__122c temperature__120c temperature__124c temperature__31c temperature__36c temperature__51c temperature__36c temperature__50c temperature__105c
temperature__65c temperature__84c temperature__58c temperature__44c temperature__132c temperature__139c temperature__22c temperature__144c temperature__145c temperature__49c
temperature__129c temperature__87c temperature__71c temperature__116c temperature__106c temperature__14c temperature__122c temperature__90c temperature__5c temperature__148c
temperature__31c temperature__42c temperature__64c temperature__61c temperature__118c temperature__146c temperature__34c temperature__57c temperature__69c temperature__136c
temperature__8c temperature__41c temperature__2c temperature__57c temperature__6c temperature__111c temperature__141c temperature__124c temperature__146c temperature__132c
temperature__51c temperature__122c temperature__88c temperature__124c temperature__26c temperature__33c temperature__6c temperature__126c temperature__118c temperature__100c
temperature__123c temperature__88c temperature__4c temperature__77c temperature__148c temperature__68c temperature__91c temperature__56c temperature__148c temperature__57c
temperature__6c temperature__14c temperature__145c temperature__8c temperature__33c temperature__8c temperature__40c temperature__5c temperature__137c temperature__119c
temperature__52c temperature__2c temperature__58c temperature__129c temperature__85c temperature__140c temperature__129c temperature__47c temperature__118c temperature__21c
CubeNumber_512000 CubeNumber_42875 CubeNumber_195112 CubeNumber_27 CubeNumber_857375 CubeNumber_405224 CubeNumber_148877 CubeNumber_24389 CubeNumber_17576 CubeNumber_175616
CubeNumber_250047 CubeNumber_300763 CubeNumber_110592 CubeNumber_405224 CubeNumber_592704 CubeNumber_405224 CubeNumber_29791 CubeNumber_8000 CubeNumber_238328 CubeNumber_551368
CubeNumber_238328 CubeNumber_474552 CubeNumber_704969 CubeNumber_103823 CubeNumber_148877 CubeNumber_512 CubeNumber_59319 CubeNumber_19683 CubeNumber_46656 CubeNumber_54872
CubeNumber_753571 CubeNumber_830584 CubeNumber_125000 CubeNumber_343000 CubeNumber_195112 CubeNumber_704969 CubeNumber_50653 CubeNumber_8000 CubeNumber_343 CubeNumber_110592
CubeNumber_456533 CubeNumber_1331 CubeNumber_15625 CubeNumber_8 CubeNumber_474552 CubeNumber_59319 CubeNumber_512 CubeNumber_389017 CubeNumber_68921 CubeNumber_373248
CubeNumber_287496 CubeNumber_238328 CubeNumber_64 CubeNumber_3375 CubeNumber_262144 CubeNumber_6859 CubeNumber_15625 CubeNumber_140608 CubeNumber_262144 CubeNumber_97336
CubeNumber_405224 CubeNumber_343 CubeNumber_110592 CubeNumber_2197 CubeNumber_681472 CubeNumber_551368 CubeNumber_175616 CubeNumber_729000 CubeNumber_29791 CubeNumber_32768
CubeNumber_91125 CubeNumber_27 CubeNumber_216000 CubeNumber_6859 CubeNumber_27000 CubeNumber_571787 CubeNumber_59319 CubeNumber_830584 CubeNumber_27 CubeNumber_531441
CubeNumber_39304 CubeNumber_103823 CubeNumber_4913 CubeNumber_614125 CubeNumber_132651 CubeNumber_328509 CubeNumber_59319 CubeNumber_287496 CubeNumber_2197 CubeNumber_68921
CubeNumber_704969 CubeNumber_421875 CubeNumber_729000 CubeNumber_6859 CubeNumber_140608 CubeNumber_42875 CubeNumber_125000 CubeNumber_6859 CubeNumber_262144 CubeNumber_912673
CubeNumber_226981 CubeNumber_2197 CubeNumber_614125 CubeNumber_941192 CubeNumber_857375 CubeNumber_438976 CubeNumber_140608 CubeNumber_804357 CubeNumber_5832 CubeNumber_15625
SquareNumber_100 SquareNumber_841 SquareNumber_841 SquareNumber_1600 SquareNumber_4225 SquareNumber_5329 SquareNumber_4761 SquareNumber_3481 SquareNumber_8649 SquareNumber_529
SquareNumber_2916 SquareNumber_49 SquareNumber_2500 SquareNumber_4096 SquareNumber_100 SquareNumber_8100 SquareNumber_8464 SquareNumber_9409 SquareNumber_2209 SquareNumber_6724
SquareNumber_3249 SquareNumber_3364 SquareNumber_8281 SquareNumber_3481 SquareNumber_4900 SquareNumber_121 SquareNumber_8100 SquareNumber_1936 SquareNumber_3969 SquareNumber_1024
SquareNumber_484 SquareNumber_6400 SquareNumber_9604 SquareNumber_6724 SquareNumber_169 SquareNumber_1369 SquareNumber_5041 SquareNumber_1764 SquareNumber_7225 SquareNumber_49
SquareNumber_6400 SquareNumber_625 SquareNumber_196 SquareNumber_4356 SquareNumber_2025 SquareNumber_5041 SquareNumber_1156 SquareNumber_7225 SquareNumber_4624 SquareNumber_8836
SquareNumber_8281 SquareNumber_841 SquareNumber_49 SquareNumber_25 SquareNumber_2401 SquareNumber_3844 SquareNumber_3600 SquareNumber_7744 SquareNumber_2916 SquareNumber_7056
SquareNumber_1296 SquareNumber_2209 SquareNumber_9025 SquareNumber_225 SquareNumber_9025 SquareNumber_7225 SquareNumber_400 SquareNumber_2916 SquareNumber_2704 SquareNumber_4900
