temperature__52c temperature__53c temperature__57c temperature__34c temperature__118c temperature__35c temperature__88c temperature__22c temperature__91c temperature__49c
temperature__8c temperature__4c temperature__23c temperature__82c temperature__79c temperature__50c temperature__36c temperature__79c temperature__57c temperature__36c
temperature__36c temperature__26c temperature__84c temperature__39c temperature__105c temperature__123c temperature__146c temperature__86c temperature__2c temperature__50c
temperature__112c temperature__8c temperature__3c temperature__41c temperature__65c temperature__11c temperature__126c temperature__28c temperature__136c temperature__50c
temperature__148c temperature__56c temperature__95c temperature__88c temperature__124c temperature__112c temperature__138c temperature__118c temperature__28c temperature__30c
temperature__95c temperature__17c temperature__79c temperature__130c temperature__140c temperature__131c temperature__8c temperature__64c temperature__31c temperature__95c
temperature__61c temperature__130c temperature__78c temperature__8c temperature__136c temperature__147c temperature__63c temperature__44c temperature__109c temperature__68c
temperature__16c temperature__100c temperature__77c temperature__116c temperature__51c temperature__98c temperature__119c temperature__23c temperature__98c temperature__41c
temperature__35c temperature__17c temperature__77c temperature__108c temperature__148c temperature__111c temperature__4c temperature__120c temperature__36c temperature__31c
temperature__84c temperature__56c temperature__87c temperature__147c temperature__24c temperature__86c temperature__140c temperature__39c temperature__50c temperature__2c
temperature__44c temperature__146c temperature__145c temperature__112c temperature__93c temperature__22c temperature__46c temperature__116c temperature__132c temperature__50c
BinaryNumber_1010110 BinaryNumber_0110001 BinaryNumber_0110010 BinaryNumber_1011101 BinaryNumber_1010100 BinaryNumber_0101010 BinaryNumber_1010010 BinaryNumber_1011001 BinaryNumber_1100001 BinaryNumber_0110100
BinaryNumber_0011000 BinaryNumber_1010101 BinaryNumber_1010001 BinaryNumber_1011000 BinaryNumber_0100111 BinaryNumber_0011011 BinaryNumber_1000101 BinaryNumber_0001110 BinaryNumber_1000010 BinaryNumber_0111001
