Cherimoya Date Satsuma Lulo Bilberry Loquat Currant Tayberry Feijoa Lime
Rambutan  Blueberry Salak Melon Yuzu Cloudberry Honeydew Loquat Lychee Bilberry
Nectarine Jackfruit Cherry Açaí Plantain Mangosteen Damson Acerola Cranberry Passionfruit
Plum Plumcot Cempedak Orange Tangerine Araza Lychee Soursop Longan Jostaberry
Date Cantaloupe Feijoa Durian Kiwano Prune Pomegranate Jambul Banana Apricot
Plantain Melon Acerola Tangelo Persimmon Sapote Araza Grape Cempedak Gooseberry
Plantain Mandarine Tamarillo Tangerine Papaya Coconut Lychee Blueberry Honeyberry Abiu
Raspberry Redcurrant Cloudberry Jambul Watermelon Banana Abiu Raspberry Boysenberry Salmonberry
Watermelon Watermelon Plantain Blackcurrant Date Papaya Cherimoya Yuzu Jostaberry Mulberry
Elderberry Pawpaw Peach Longan Jackfruit Jujube Raisin Marionberry Prune Passionfruit
Akebi Passionfruit Cashew Rambutan  Avocado Coconut Ximenia Papaya Orange Jambul
helpless cautious bloody distinct doubtful difficult disturbed exuberant anxious adorable
tame quaint busy evil anxious attractive worried dark poor sleepy
grotesque quaint spotless cautious angry itchy vivacious thoughtful determined filthy
smoggy fine embarrassed terrible troubled thoughtful poor cautious glamorous inquisitive
thoughtless envious thoughtless excited clean adorable graceful silly crazy foolish
fine expensive better kind misty tense fragile impossible zany enchanting
cooperative energetic lovely inexpensive grumpy sore embarrassed cautious silly joyous
grieving unusual gleaming aggressive disgusted rich tense arrogant clumsy average
real evil bad dizzy graceful mushy thoughtless spotless putrid evil
confused glorious silly uptight fierce grotesque defiant inexpensive better tired
old-fashioned clear lovely blue colorful splendid obedient beautiful plain clean
BinaryNumber_1000000 BinaryNumber_0001111 BinaryNumber_0010100 BinaryNumber_0101000 BinaryNumber_0100011 BinaryNumber_1010011 BinaryNumber_0110110 BinaryNumber_0100100 BinaryNumber_0001111 BinaryNumber_1011011
BinaryNumber_0000011 BinaryNumber_0110111 BinaryNumber_1010001 BinaryNumber_0010010 BinaryNumber_0111001 BinaryNumber_1011111 BinaryNumber_0110010 BinaryNumber_1001011 BinaryNumber_1000101 BinaryNumber_0011001
BinaryNumber_0000000 BinaryNumber_0110110 BinaryNumber_0000111 BinaryNumber_0000100 BinaryNumber_0100001 BinaryNumber_0011101 BinaryNumber_1100001 BinaryNumber_0110111 BinaryNumber_0111100 BinaryNumber_0010001
BinaryNumber_0011100 BinaryNumber_1001111 BinaryNumber_0011111 BinaryNumber_0010011 BinaryNumber_0101011 BinaryNumber_1010001 BinaryNumber_1010010 BinaryNumber_1011101 BinaryNumber_0001110 BinaryNumber_1000100
BinaryNumber_0010001 BinaryNumber_1001101 BinaryNumber_0000010 BinaryNumber_1010101 BinaryNumber_0011110 BinaryNumber_0000100 BinaryNumber_1011001 BinaryNumber_0111000 BinaryNumber_1010111 BinaryNumber_0001011
BinaryNumber_1100001 BinaryNumber_1010110 BinaryNumber_0110111 BinaryNumber_0100010 BinaryNumber_0100111 BinaryNumber_0111111 BinaryNumber_0110110 BinaryNumber_0111001 BinaryNumber_0100010 BinaryNumber_0111010
BinaryNumber_0101101 BinaryNumber_0011111 BinaryNumber_1001001 BinaryNumber_0001011 BinaryNumber_0111001 BinaryNumber_0110000 BinaryNumber_0010001 BinaryNumber_1001001 BinaryNumber_1011010 BinaryNumber_0110110
BinaryNumber_1001101 BinaryNumber_0001111 BinaryNumber_0110001 BinaryNumber_0111100 BinaryNumber_1011101 BinaryNumber_1001000 BinaryNumber_0011001 BinaryNumber_0000011 BinaryNumber_0011110 BinaryNumber_0101001
