CadetBlue Khaki PapayaWhip DarkCyan LavenderBlush NavajoWhite RoyalBlue Silver PowderBlue LightSteelBlue
DarkSeaGreen DarkSlateGray Gainsboro Black Chartreuse Gray Peru CadetBlue Purple LightGray
Fuchsia DimGray LightSteelBlue Burlywood SlateBlue Wheat LightSlateBlue Bisque Purple Blue
LightSeaGreen Orange PaleTurquoise Plum Burlywood PaleVioletRed SpringGreen Fuchsia Feldspar Moccasin
SeaGreen SandyBrown Honeydew Azure Yellow Cornsilk Pink LightSlateGray DarkSlateGray Orchid
MediumSpringGreen Blue LavenderBlush DarkSeaGreen MistyRose Lime LimeGreen DarkSlateGray DarkGreen MediumTurquoise
GhostWhite LightGoldenrodYellow MediumTurquoise LawnGreen Plum Bisque OliveDrab SandyBrown Coral Azure
MidnightBlue Tan MediumSeaGreen Snow Lime Peru DeepPink Brown Seashell BlanchedAlmond
MidnightBlue Bisque DarkSlateBlue Thistle DarkSlateBlue Linen DarkCyan Olive PaleTurquoise Sienna
DarkTurquoise Seashell Cornsilk LemonChiffon DarkGray CadetBlue LightGray BlanchedAlmond Brown DarkOrange
DarkOliveGreen AntiqueWhite MediumBlue RoyalBlue Lime LightSteelBlue Teal SeaGreen LimeGreen LightSalmon
SquareNumber_1764 SquareNumber_256 SquareNumber_3721 SquareNumber_4900 SquareNumber_784 SquareNumber_5329 SquareNumber_289 SquareNumber_6889 SquareNumber_441 SquareNumber_5476
SquareNumber_1024 SquareNumber_196 SquareNumber_1296 SquareNumber_144 SquareNumber_4489 SquareNumber_6561 SquareNumber_2304 SquareNumber_36 SquareNumber_4624 SquareNumber_9216
SquareNumber_3481 SquareNumber_36 SquareNumber_7056 SquareNumber_3844 SquareNumber_729 SquareNumber_5929 SquareNumber_2116 SquareNumber_3969 SquareNumber_1681 SquareNumber_4489
SquareNumber_49 SquareNumber_9409 SquareNumber_4356 SquareNumber_4761 SquareNumber_7056 SquareNumber_3844 SquareNumber_169 SquareNumber_7225 SquareNumber_400 SquareNumber_3364
SquareNumber_5625 SquareNumber_49 SquareNumber_3844 SquareNumber_64 SquareNumber_9409 SquareNumber_36 SquareNumber_1369 SquareNumber_4489 SquareNumber_7744 SquareNumber_5329
SquareNumber_4356 SquareNumber_576 SquareNumber_3969 SquareNumber_6889 SquareNumber_400 SquareNumber_2209 SquareNumber_961 SquareNumber_324 SquareNumber_5329 SquareNumber_8649
SquareNumber_9801 SquareNumber_1600 SquareNumber_900 SquareNumber_2401 SquareNumber_441 SquareNumber_2116 SquareNumber_7396 SquareNumber_6241 SquareNumber_2116 SquareNumber_7921
SquareNumber_625 SquareNumber_6561 SquareNumber_196 SquareNumber_9409 SquareNumber_6724 SquareNumber_1225 SquareNumber_2116 SquareNumber_5041 SquareNumber_7744 SquareNumber_25
SquareNumber_5184 SquareNumber_225 SquareNumber_676 SquareNumber_144 SquareNumber_2025 SquareNumber_2601 SquareNumber_10000 SquareNumber_1296 SquareNumber_7744 SquareNumber_9216
SquareNumber_8464 SquareNumber_2025 SquareNumber_676 SquareNumber_841 SquareNumber_1521 SquareNumber_784 SquareNumber_1225 SquareNumber_1681 SquareNumber_3025 SquareNumber_784
SquareNumber_6241 SquareNumber_169 SquareNumber_841 SquareNumber_1521 SquareNumber_2809 SquareNumber_5184 SquareNumber_8281 SquareNumber_6084 SquareNumber_81 SquareNumber_16
BinaryNumber_0010111 BinaryNumber_0010101 BinaryNumber_0001100 BinaryNumber_1001111 BinaryNumber_1001100 BinaryNumber_0111111 BinaryNumber_0100010 BinaryNumber_0010100 BinaryNumber_1010101 BinaryNumber_1011001
BinaryNumber_0001011 BinaryNumber_0110101 BinaryNumber_1001100 BinaryNumber_0101010 BinaryNumber_0001111 BinaryNumber_0000100 BinaryNumber_0100000 BinaryNumber_0110001 BinaryNumber_0010011 BinaryNumber_1001000
BinaryNumber_0000100 BinaryNumber_1000011 BinaryNumber_1011001 BinaryNumber_1000111 BinaryNumber_0010001 BinaryNumber_0000010 BinaryNumber_1100001 BinaryNumber_0011010 BinaryNumber_0100101 BinaryNumber_1000011
BinaryNumber_0101000 BinaryNumber_1010010 BinaryNumber_0100001 BinaryNumber_0111000 BinaryNumber_0110101 BinaryNumber_0001011 BinaryNumber_1001111 BinaryNumber_0001000 BinaryNumber_0000100 BinaryNumber_0000111
BinaryNumber_1011001 BinaryNumber_1000011 BinaryNumber_0000010 BinaryNumber_1100001 BinaryNumber_0111000 BinaryNumber_0000001 BinaryNumber_0110100 BinaryNumber_1100011 BinaryNumber_0110000 BinaryNumber_1010110
BinaryNumber_0010011 BinaryNumber_1010000 BinaryNumber_1000011 BinaryNumber_0010111 BinaryNumber_0101000 BinaryNumber_1010110 BinaryNumber_0100100 BinaryNumber_1011100 BinaryNumber_1010010 BinaryNumber_0101011
BinaryNumber_1000011 BinaryNumber_0110101 BinaryNumber_0110100 BinaryNumber_1001010 BinaryNumber_0011010 BinaryNumber_0111010 BinaryNumber_0001011 BinaryNumber_0011001 BinaryNumber_0101101 BinaryNumber_0011010
BinaryNumber_0001100 BinaryNumber_1011001 BinaryNumber_0001001 BinaryNumber_0110010 BinaryNumber_0001110 BinaryNumber_0101101 BinaryNumber_1100001 BinaryNumber_0001001 BinaryNumber_0101010 BinaryNumber_0100010
BinaryNumber_0101010 BinaryNumber_0110111 BinaryNumber_1001110 BinaryNumber_0100011 BinaryNumber_0100101 BinaryNumber_0100100 BinaryNumber_1001011 BinaryNumber_1001000 BinaryNumber_1001011 BinaryNumber_0110110
BinaryNumber_1001010 BinaryNumber_0001100 BinaryNumber_1010101 BinaryNumber_1011110 BinaryNumber_1000110 BinaryNumber_0011111 BinaryNumber_1010111 BinaryNumber_0011011 BinaryNumber_0001100 BinaryNumber_1001101
BinaryNumber_1000101 BinaryNumber_1010011 BinaryNumber_0100111 BinaryNumber_0001001 BinaryNumber_0101000 BinaryNumber_0101010 BinaryNumber_0011001 BinaryNumber_0001101 BinaryNumber_1010110 BinaryNumber_0100100
