MistyRose ForestGreen Snow DarkTurquoise SpringGreen DarkOrange Ivory MediumVioletRed Cyan MediumOrchid
DarkOrchid Gold RoyalBlue Seashell Bisque Violet SpringGreen Cornsilk PaleTurquoise MediumSeaGreen
LightGoldenrod DarkGreen Firebrick DarkGray MediumAquamarine LightGray Turquoise PaleVioletRed OrangeRed DarkSalmon
MediumSlateBlue Ivory Brown MintCream Salmon Goldenrod LightGoldenrod Sienna Aquamarine CadetBlue
DarkSalmon DarkSlateGray GhostWhite Pink MintCream RoyalBlue Indigo MediumPurple SkyBlue SlateBlue
Wheat Honeydew DarkOliveGreen PaleTurquoise VioletRed Maroon MintCream Purple OrangeRed DarkTurquoise
DarkFuchsia Tomato DarkOliveGreen DarkKhaki Navy Feldspar Khaki DarkBlue LightSlateGray Tomato
Gainsboro Plum Sienna Khaki LightCoral Tomato LightSlateBlue Teal Firebrick Teal
PaleGreen Fuchsia GreenYellow LightGoldenrod MediumSlateBlue LawnGreen Brown Sienna MediumSpringGreen Snow
Honeydew LightCoral HotPink MediumSpringGreen SteelBlue BlueViolet MediumPurple IndianRed SeaGreen Azure
LightCyan CornflowerBlue DarkSalmon DarkRed Linen OrangeRed MediumSlateBlue Azure DarkOrchid HotPink
CubeNumber_2744 CubeNumber_46656 CubeNumber_12167 CubeNumber_9261 CubeNumber_389017 CubeNumber_64000 CubeNumber_778688 CubeNumber_328509 CubeNumber_357911 CubeNumber_125
CubeNumber_421875 CubeNumber_74088 CubeNumber_1000 CubeNumber_226981 CubeNumber_175616 CubeNumber_571787 CubeNumber_238328 CubeNumber_300763 CubeNumber_97336 CubeNumber_32768
CubeNumber_250047 CubeNumber_50653 CubeNumber_216 CubeNumber_373248 CubeNumber_10648 CubeNumber_91125 CubeNumber_571787 CubeNumber_512 CubeNumber_27000 CubeNumber_59319
CubeNumber_24389 CubeNumber_456533 CubeNumber_250047 CubeNumber_175616 CubeNumber_12167 CubeNumber_97336 CubeNumber_74088 CubeNumber_2744 CubeNumber_140608 CubeNumber_8
CubeNumber_175616 CubeNumber_8 CubeNumber_216 CubeNumber_1000 CubeNumber_125000 CubeNumber_226981 CubeNumber_216 CubeNumber_42875 CubeNumber_857375 CubeNumber_195112
