cooperative panicky happy upset super relieved colorful uninterested lonely poor
adorable handsome crowded dull nasty prickly ugly talented careful victorious
clear enchanting wrong lazy unusual depressed gentle cruel light annoyed
drab smiling hilarious motionless evil unsightly healthy nasty defiant alive
tough busy wandering worrisome hilarious panicky powerful amused lazy bloody
disturbed dull dead clean grieving bad crowded filthy exuberant precious
clean helpless graceful thoughtless fierce vivacious adorable putrid wrong homeless
gorgeous nutty itchy gorgeous cooperative poised lively annoying busy doubtful
witty zany elegant agreeable ill panicky faithful mysterious quaint jittery
fantastic expensive tense spotless elegant nice famous hilarious old-fashioned innocent
determined jealous homeless odd blue ugliest eager brainy mushy confused
Burlywood LightSeaGreen Silver Olive PaleTurquoise MediumAquamarine Cyan OrangeRed MistyRose Peru
AliceBlue SaddleBrown DarkBlue DarkTurquoise SkyBlue DarkViolet Turquoise DarkKhaki BlanchedAlmond PowderBlue
OrangeRed LavenderBlush DarkSlateBlue Indigo Brown Aquamarine Pink SkyBlue Tomato Chocolate
DarkCyan DarkBlue SteelBlue Red Brown MediumSeaGreen DarkOliveGreen Moccasin SeaGreen DarkOrchid
WhiteSmoke VioletRed MediumPurple DarkViolet Chocolate DeepPink Thistle Burlywood DarkOliveGreen LightSalmon
SteelBlue Firebrick LightSalmon MediumVioletRed Feldspar MediumSlateBlue DarkBlue Linen Violet DarkSalmon
Seashell DarkGreen NavajoWhite Wheat Feldspar Moccasin LightSalmon LightSkyBlue Moccasin Sienna
Fuchsia DeepPink LightSalmon Navy HotPink LimeGreen Blue BlueViolet IndianRed BlanchedAlmond
OliveDrab DarkRed MediumAquamarine OliveDrab SaddleBrown ForestGreen PaleTurquoise OrangeRed Crimson LightSalmon
Plum SeaGreen WhiteSmoke SaddleBrown Burlywood DarkGreen LightSeaGreen DarkTurquoise VioletRed SkyBlue
NavajoWhite LawnGreen Thistle Yellow AliceBlue DarkTurquoise DarkTurquoise LightSalmon RosyBrown Chartreuse
SquareNumber_1444 SquareNumber_169 SquareNumber_49 SquareNumber_289 SquareNumber_484 SquareNumber_484 SquareNumber_3969 SquareNumber_81 SquareNumber_36 SquareNumber_729
SquareNumber_3136 SquareNumber_2916 SquareNumber_2401 SquareNumber_8649 SquareNumber_324 SquareNumber_576 SquareNumber_6084 SquareNumber_144 SquareNumber_676 SquareNumber_5929
SquareNumber_5625 SquareNumber_3364 SquareNumber_441 SquareNumber_1936 SquareNumber_5041 SquareNumber_4900 SquareNumber_3249 SquareNumber_8649 SquareNumber_5776 SquareNumber_5476
SquareNumber_529 SquareNumber_1600 SquareNumber_7921 SquareNumber_484 SquareNumber_8281 SquareNumber_9604 SquareNumber_10000 SquareNumber_6400 SquareNumber_5041 SquareNumber_8464
SquareNumber_3136 SquareNumber_324 SquareNumber_25 SquareNumber_5476 SquareNumber_6724 SquareNumber_1369 SquareNumber_6561 SquareNumber_2209 SquareNumber_784 SquareNumber_16
SquareNumber_784 SquareNumber_289 SquareNumber_2809 SquareNumber_25 SquareNumber_196 SquareNumber_361 SquareNumber_8464 SquareNumber_169 SquareNumber_4356 SquareNumber_9
SquareNumber_1369 SquareNumber_3249 SquareNumber_361 SquareNumber_900 SquareNumber_3364 SquareNumber_16 SquareNumber_7225 SquareNumber_8836 SquareNumber_784 SquareNumber_1296
SquareNumber_7056 SquareNumber_6241 SquareNumber_1024 SquareNumber_961 SquareNumber_49 SquareNumber_7921 SquareNumber_4225 SquareNumber_1521 SquareNumber_3844 SquareNumber_3844
SquareNumber_6400 SquareNumber_2500 SquareNumber_5776 SquareNumber_9216 SquareNumber_7921 SquareNumber_2601 SquareNumber_7744 SquareNumber_121 SquareNumber_7225 SquareNumber_5041
SquareNumber_625 SquareNumber_2916 SquareNumber_7569 SquareNumber_81 SquareNumber_6889 SquareNumber_8100 SquareNumber_5776 SquareNumber_1369 SquareNumber_289 SquareNumber_7569
SquareNumber_484 SquareNumber_9216 SquareNumber_2116 SquareNumber_324 SquareNumber_3844 SquareNumber_2116 SquareNumber_7396 SquareNumber_16 SquareNumber_2916 SquareNumber_9409
BinaryNumber_1011110 BinaryNumber_0110111 BinaryNumber_1010010 BinaryNumber_1011101 BinaryNumber_0000110 BinaryNumber_1010010 BinaryNumber_1000110 BinaryNumber_0000010 BinaryNumber_1011000 BinaryNumber_0010100
BinaryNumber_1011110 BinaryNumber_1000001 BinaryNumber_1100010 BinaryNumber_1000111 BinaryNumber_0001110 BinaryNumber_0100001 BinaryNumber_1011000 BinaryNumber_0000100 BinaryNumber_0010001 BinaryNumber_0011110
BinaryNumber_0000110 BinaryNumber_1001111 BinaryNumber_1011110 BinaryNumber_1001100 BinaryNumber_0100101 BinaryNumber_0100010 BinaryNumber_1010011 BinaryNumber_0011110 BinaryNumber_1000101 BinaryNumber_0000000
BinaryNumber_0110100 BinaryNumber_1010001 BinaryNumber_1011001 BinaryNumber_0000101 BinaryNumber_1001111 BinaryNumber_1010010 BinaryNumber_0100001 BinaryNumber_0110111 BinaryNumber_0111010 BinaryNumber_1011101
BinaryNumber_0011001 BinaryNumber_1011010 BinaryNumber_0101110 BinaryNumber_0010010 BinaryNumber_0010110 BinaryNumber_0111011 BinaryNumber_1100011 BinaryNumber_1010001 BinaryNumber_0011111 BinaryNumber_1011001
BinaryNumber_0011101 BinaryNumber_1010100 BinaryNumber_0001100 BinaryNumber_0001010 BinaryNumber_1001101 BinaryNumber_1010100 BinaryNumber_1100001 BinaryNumber_0111001 BinaryNumber_0010010 BinaryNumber_1010001
BinaryNumber_0010101 BinaryNumber_0100111 BinaryNumber_0111001 BinaryNumber_1011110 BinaryNumber_0000101 BinaryNumber_1000111 BinaryNumber_0000011 BinaryNumber_0010001 BinaryNumber_0100100 BinaryNumber_0011001
BinaryNumber_0011010 BinaryNumber_1011010 BinaryNumber_0000111 BinaryNumber_1100011 BinaryNumber_0100111 BinaryNumber_0011110 BinaryNumber_0100101 BinaryNumber_1000111 BinaryNumber_1011110 BinaryNumber_1011101
BinaryNumber_0100101 BinaryNumber_0001111 BinaryNumber_0001010 BinaryNumber_0110000 BinaryNumber_0110010 BinaryNumber_0000110 BinaryNumber_1001111 BinaryNumber_0101001 BinaryNumber_0010100 BinaryNumber_0011010
BinaryNumber_1001101 BinaryNumber_0000000 BinaryNumber_0010100 BinaryNumber_0111110 BinaryNumber_1000011 BinaryNumber_0001011 BinaryNumber_0000100 BinaryNumber_1010110 BinaryNumber_1011000 BinaryNumber_0111000
BinaryNumber_0011000 BinaryNumber_0011101 BinaryNumber_0111101 BinaryNumber_1011110 BinaryNumber_0000000 BinaryNumber_0000110 BinaryNumber_1001011 BinaryNumber_0101001 BinaryNumber_0001111 BinaryNumber_0110010
temperature__142c temperature__130c temperature__26c temperature__24c temperature__34c temperature__24c temperature__56c temperature__147c temperature__136c temperature__106c
temperature__22c temperature__88c temperature__105c temperature__105c temperature__39c temperature__109c temperature__11c temperature__16c temperature__73c temperature__40c
temperature__109c temperature__71c temperature__14c temperature__7c temperature__87c temperature__28c temperature__64c temperature__16c temperature__112c temperature__59c
temperature__126c temperature__17c temperature__111c temperature__5c temperature__85c temperature__10c temperature__52c temperature__87c temperature__70c temperature__56c
temperature__78c temperature__132c temperature__132c temperature__112c temperature__6c temperature__63c temperature__42c temperature__61c temperature__16c temperature__144c
