kind elated frightened ashamed nervous obedient evil fierce fair disgusted
magnificent disturbed anxious motionless sleepy hilarious embarrassed silly odd inexpensive
fantastic nutty cute clumsy thankful tense wrong tough weary brainy
panicky proud motionless nervous dead worried depressed bloody poor fancy
cheerful dizzy wide-eyed important jealous drab handsome super hurt homeless
grieving cheerful annoyed cute spotless frightened jealous worried real condemned
bad busy troubled inexpensive wild old-fashioned agreeable cruel condemned disturbed
disturbed faithful outrageous dark glamorous happy misty pleasant frail easy
cloudy easy powerful mysterious wrong agreeable prickly jealous crowded funny
super jealous friendly splendid faithful crowded bad cooperative jealous nasty
doubtful wide-eyed uptight wandering mushy annoyed successful splendid alive bad
BinaryNumber_1010100 BinaryNumber_1001011 BinaryNumber_1000001 BinaryNumber_0101011 BinaryNumber_1011100 BinaryNumber_0000111 BinaryNumber_1000110 BinaryNumber_0110111 BinaryNumber_0101111 BinaryNumber_0101001
BinaryNumber_1000000 BinaryNumber_0001001 BinaryNumber_0110000 BinaryNumber_1010001 BinaryNumber_0101101 BinaryNumber_0111111 BinaryNumber_0001000 BinaryNumber_1011010 BinaryNumber_1000000 BinaryNumber_0110011
BinaryNumber_1011000 BinaryNumber_0000101 BinaryNumber_1000100 BinaryNumber_0001101 BinaryNumber_0010100 BinaryNumber_0100111 BinaryNumber_1000011 BinaryNumber_0100101 BinaryNumber_1010001 BinaryNumber_0011100
BinaryNumber_0111111 BinaryNumber_0000001 BinaryNumber_0001111 BinaryNumber_1000010 BinaryNumber_1011001 BinaryNumber_1000011 BinaryNumber_0001110 BinaryNumber_0010110 BinaryNumber_0010100 BinaryNumber_0111111
BinaryNumber_0110110 BinaryNumber_0110101 BinaryNumber_1100001 BinaryNumber_1001100 BinaryNumber_0010001 BinaryNumber_0010000 BinaryNumber_1000001 BinaryNumber_0001000 BinaryNumber_0001011 BinaryNumber_1100000
BinaryNumber_1001010 BinaryNumber_1011001 BinaryNumber_0010000 BinaryNumber_0110100 BinaryNumber_0100101 BinaryNumber_1010010 BinaryNumber_1011101 BinaryNumber_0101110 BinaryNumber_0001011 BinaryNumber_0111010
BinaryNumber_1011000 BinaryNumber_1001010 BinaryNumber_0010110 BinaryNumber_1001111 BinaryNumber_0100101 BinaryNumber_1000100 BinaryNumber_0100011 BinaryNumber_0000010 BinaryNumber_0101101 BinaryNumber_0111111
BinaryNumber_0001110 BinaryNumber_0000110 BinaryNumber_0110110 BinaryNumber_1010000 BinaryNumber_0111010 BinaryNumber_0011110 BinaryNumber_1000011 BinaryNumber_1001001 BinaryNumber_1001001 BinaryNumber_0010011
