SquareNumber_5184 SquareNumber_7225 SquareNumber_4096 SquareNumber_8464 SquareNumber_7921 SquareNumber_6889 SquareNumber_144 SquareNumber_625 SquareNumber_3364 SquareNumber_36
SquareNumber_7921 SquareNumber_9604 SquareNumber_49 SquareNumber_7225 SquareNumber_4761 SquareNumber_784 SquareNumber_1681 SquareNumber_36 SquareNumber_2209 SquareNumber_1089
SquareNumber_2500 SquareNumber_256 SquareNumber_8649 SquareNumber_9 SquareNumber_8464 SquareNumber_9216 SquareNumber_1089 SquareNumber_289 SquareNumber_841 SquareNumber_361
SquareNumber_3481 SquareNumber_441 SquareNumber_8464 SquareNumber_2500 SquareNumber_4 SquareNumber_6400 SquareNumber_5625 SquareNumber_2304 SquareNumber_1369 SquareNumber_3721
SquareNumber_961 SquareNumber_8100 SquareNumber_6561 SquareNumber_441 SquareNumber_1764 SquareNumber_8100 SquareNumber_1764 SquareNumber_2916 SquareNumber_9216 SquareNumber_1296
SquareNumber_4624 SquareNumber_361 SquareNumber_6889 SquareNumber_256 SquareNumber_6561 SquareNumber_2209 SquareNumber_3364 SquareNumber_3600 SquareNumber_289 SquareNumber_5625
SquareNumber_484 SquareNumber_3969 SquareNumber_5776 SquareNumber_361 SquareNumber_324 SquareNumber_144 SquareNumber_16 SquareNumber_8649 SquareNumber_169 SquareNumber_6400
SquareNumber_7396 SquareNumber_1089 SquareNumber_5184 SquareNumber_2500 SquareNumber_4 SquareNumber_9604 SquareNumber_6889 SquareNumber_5041 SquareNumber_144 SquareNumber_441
SquareNumber_2025 SquareNumber_1600 SquareNumber_225 SquareNumber_8281 SquareNumber_4624 SquareNumber_289 SquareNumber_5929 SquareNumber_144 SquareNumber_289 SquareNumber_4096
SquareNumber_484 SquareNumber_2304 SquareNumber_784 SquareNumber_16 SquareNumber_676 SquareNumber_7396 SquareNumber_1225 SquareNumber_7569 SquareNumber_9216 SquareNumber_1521
SquareNumber_2809 SquareNumber_9 SquareNumber_5041 SquareNumber_7056 SquareNumber_361 SquareNumber_2916 SquareNumber_324 SquareNumber_81 SquareNumber_4624 SquareNumber_8281
Brain Larynx Heart Iris Mouth Tendons Innerear Cecum Interstitium Gallbladder
Brain Innerear Ovaries Rectum Tonsils Esophagus Retina Rectum Kidneys Outerear
Kidneys Jejunum Innerear Brain Heart Outerear Ciliarybody Hypothalamus Ciliarybody Eardrum
Mesentery Rectum Joints Eye Eye Pharynx skeleton Teeth Cerebrum Spinalnerves
Liver Smallintestine Mouth Retina Larynx Thalamus Iris Tongue Pharynx Outerear
Joints Ileum Arteries Cornea Joints Tonsils Bone  Thalamus Lips Ossicles
Pancreas Cerebrum Cerebrum Pharynx Muscle Retina Pharynx Lens Cerebrum Cerebrum
Veins Brain Lips Spleen Lungs skeleton Ileum Nerves Larynx Cranialnerves
Bone  Midbrain Midbrain Lips Hypothalamus Mesentery Ovaries Tonsils Ureter Joints
Gallbladder Fallopiantubes Penis Ossicles Lungs Innerear Cochlea Interstitium Penis Trachea
Spinalnerves Tongue Mouth Gallbladder Ganglia Capillaries Analcanal Analcanal Cecum Liver
temperature__61c temperature__132c temperature__98c temperature__131c temperature__54c temperature__98c temperature__58c temperature__33c temperature__57c temperature__64c
temperature__145c temperature__71c temperature__148c temperature__8c temperature__98c temperature__0c temperature__58c temperature__91c temperature__49c temperature__90c
temperature__54c temperature__106c temperature__86c temperature__35c temperature__137c temperature__39c temperature__51c temperature__7c temperature__108c temperature__7c
temperature__78c temperature__23c temperature__47c temperature__146c temperature__34c temperature__22c temperature__26c temperature__137c temperature__118c temperature__53c
temperature__16c temperature__51c temperature__78c temperature__122c temperature__91c temperature__69c temperature__126c temperature__73c temperature__95c temperature__142c
temperature__137c temperature__136c temperature__7c temperature__91c temperature__71c temperature__47c temperature__105c temperature__144c temperature__27c temperature__69c
temperature__35c temperature__131c temperature__86c temperature__52c temperature__51c temperature__141c temperature__82c temperature__10c temperature__122c temperature__84c
temperature__42c temperature__130c temperature__111c temperature__31c temperature__77c temperature__31c temperature__57c temperature__129c temperature__74c temperature__69c
temperature__0c temperature__47c temperature__23c temperature__31c temperature__79c temperature__106c temperature__131c temperature__54c temperature__119c temperature__47c
temperature__4c temperature__36c temperature__111c temperature__122c temperature__141c temperature__138c temperature__44c temperature__74c temperature__6c temperature__12c
temperature__78c temperature__70c temperature__87c temperature__112c temperature__23c temperature__50c temperature__88c temperature__52c temperature__44c temperature__100c
23:13 19:54 16:38 15:52 16:11 19:52 14:55 19:12 17:35 22:54
18:25 18:58 21:20 15:14 20:53 21:53 20:10 23:12 21:46 16:23
20:36 15:17 13:29 16:17 22:35 20:35 15:28 17:34 14:39 18:18
20:39 20:38 18:31 10:11 14:17 16:19 11:14 17:17 15:43 16:38
14:54 12:21 22:27 10:49 21:48 14:32 21:18 23:56 18:27 22:31
14:18 20:13 19:51 13:27 10:37 13:15 18:17 21:56 10:42 10:32
18:29 15:14 11:42 20:37 11:53 22:29 16:37 21:49 13:57 11:38
20:44 11:38 21:29 14:33 14:40 11:19 11:59 22:15 14:23 14:52
19:41 19:30 16:26 22:59 11:36 10:31 13:54 10:40 16:47 10:43
17:45 19:53 15:27 19:11 15:14 13:22 19:39 20:47 18:18 19:18
20:54 14:45 16:30 10:11 21:48 18:47 22:49 16:58 10:26 19:58
BinaryNumber_0010101 BinaryNumber_0111000 BinaryNumber_1001000 BinaryNumber_0101111 BinaryNumber_0101101 BinaryNumber_0000011 BinaryNumber_0111000 BinaryNumber_0000100 BinaryNumber_0100001 BinaryNumber_0001010
BinaryNumber_1000101 BinaryNumber_0000101 BinaryNumber_1001110 BinaryNumber_0001101 BinaryNumber_0110001 BinaryNumber_1011110 BinaryNumber_1001111 BinaryNumber_0111000 BinaryNumber_1100000 BinaryNumber_0000010
BinaryNumber_0000011 BinaryNumber_0010111 BinaryNumber_0000000 BinaryNumber_1010001 BinaryNumber_0000100 BinaryNumber_1011101 BinaryNumber_1000011 BinaryNumber_1000101 BinaryNumber_0110111 BinaryNumber_1000100
BinaryNumber_0001100 BinaryNumber_1000101 BinaryNumber_1000101 BinaryNumber_1100000 BinaryNumber_0100101 BinaryNumber_1011111 BinaryNumber_0011011 BinaryNumber_0011101 BinaryNumber_0011101 BinaryNumber_0101000
BinaryNumber_0101101 BinaryNumber_0001010 BinaryNumber_0111001 BinaryNumber_0001001 BinaryNumber_1010111 BinaryNumber_0100011 BinaryNumber_1011101 BinaryNumber_1011000 BinaryNumber_1000100 BinaryNumber_0000001
