temperature__132c temperature__69c temperature__61c temperature__4c temperature__74c temperature__122c temperature__146c temperature__35c temperature__24c temperature__28c
temperature__51c temperature__90c temperature__100c temperature__122c temperature__35c temperature__74c temperature__92c temperature__34c temperature__42c temperature__41c
temperature__145c temperature__2c temperature__90c temperature__120c temperature__98c temperature__82c temperature__123c temperature__50c temperature__124c temperature__40c
temperature__40c temperature__8c temperature__36c temperature__61c temperature__5c temperature__148c temperature__42c temperature__4c temperature__33c temperature__112c
temperature__61c temperature__26c temperature__87c temperature__131c temperature__137c temperature__47c temperature__137c temperature__5c temperature__146c temperature__57c
temperature__116c temperature__57c temperature__88c temperature__42c temperature__142c temperature__10c temperature__12c temperature__116c temperature__118c temperature__41c
temperature__12c temperature__126c temperature__22c temperature__42c temperature__10c temperature__58c temperature__23c temperature__0c temperature__131c temperature__64c
temperature__16c temperature__106c temperature__90c temperature__36c temperature__40c temperature__50c temperature__106c temperature__10c temperature__46c temperature__8c
temperature__24c temperature__6c temperature__138c temperature__145c temperature__52c temperature__100c temperature__145c temperature__132c temperature__17c temperature__8c
temperature__122c temperature__44c temperature__74c temperature__126c temperature__58c temperature__63c temperature__21c temperature__147c temperature__77c temperature__147c
temperature__100c temperature__79c temperature__120c temperature__8c temperature__109c temperature__131c temperature__0c temperature__14c temperature__70c temperature__90c
DarkOrchid IndianRed Burlywood DarkOliveGreen DarkFuchsia DarkGreen DarkSlateGray DarkCyan SlateBlue VioletRed
MediumOrchid SteelBlue DarkCyan DarkBlue LightSalmon Aquamarine Wheat Khaki LightPink Olive
Indigo DarkSlateBlue DarkSeaGreen DarkGray DarkGoldenrod LightBlue MediumSlateBlue DarkOrange WhiteSmoke LightSlateBlue
LightGray LawnGreen DarkOrange LightSlateBlue PaleGreen Crimson Navy Green PaleVioletRed Lavender
DarkSlateBlue DeepSkyBlue DarkSlateBlue LavenderBlush RoyalBlue Blue RosyBrown SkyBlue Goldenrod SkyBlue
DarkSalmon OldLace Purple DimGray Gainsboro Lavender DarkGreen MediumBlue LightSalmon SlateGray
Violet DarkRed DarkGray Maroon Tomato Salmon Yellow LightSalmon MediumPurple Beige
DarkFuchsia RosyBrown DarkSlateBlue MediumAquamarine Lavender DeepPink Salmon Plum BlanchedAlmond OliveDrab
MistyRose Plum White LightCyan DarkSalmon Indigo Honeydew SandyBrown Cyan Moccasin
HotPink HotPink Tan MediumAquamarine DarkOrange LightGoldenrod Orange LavenderBlush Beige DodgerBlue
Chocolate Pink LightSlateGray DarkGoldenrod Burlywood RosyBrown Moccasin DarkCyan LightSlateBlue AntiqueWhite
