temperature__131c temperature__47c temperature__5c temperature__0c temperature__93c temperature__147c temperature__28c temperature__46c temperature__57c temperature__64c
temperature__84c temperature__131c temperature__100c temperature__12c temperature__22c temperature__71c temperature__131c temperature__108c temperature__70c temperature__24c
temperature__86c temperature__70c temperature__6c temperature__52c temperature__8c temperature__142c temperature__3c temperature__91c temperature__53c temperature__10c
temperature__118c temperature__74c temperature__34c temperature__35c temperature__130c temperature__131c temperature__24c temperature__78c temperature__30c temperature__87c
temperature__109c temperature__119c temperature__23c temperature__100c temperature__28c temperature__86c temperature__36c temperature__39c temperature__148c temperature__112c
temperature__57c temperature__100c temperature__71c temperature__124c temperature__56c temperature__95c temperature__22c temperature__105c temperature__56c temperature__44c
temperature__49c temperature__140c temperature__146c temperature__116c temperature__120c temperature__142c temperature__56c temperature__93c temperature__2c temperature__63c
temperature__87c temperature__44c temperature__31c temperature__120c temperature__130c temperature__61c temperature__11c temperature__10c temperature__28c temperature__123c
temperature__41c temperature__137c temperature__0c temperature__6c temperature__12c temperature__146c temperature__33c temperature__58c temperature__118c temperature__136c
temperature__47c temperature__105c temperature__63c temperature__98c temperature__71c temperature__92c temperature__46c temperature__5c temperature__44c temperature__73c
temperature__61c temperature__51c temperature__106c temperature__136c temperature__27c temperature__140c temperature__116c temperature__16c temperature__126c temperature__59c
CubeNumber_238328 CubeNumber_46656 CubeNumber_85184 CubeNumber_421875 CubeNumber_729000 CubeNumber_3375 CubeNumber_1728 CubeNumber_39304 CubeNumber_140608 CubeNumber_636056
CubeNumber_658503 CubeNumber_12167 CubeNumber_753571 CubeNumber_140608 CubeNumber_614125 CubeNumber_125 CubeNumber_46656 CubeNumber_804357 CubeNumber_17576 CubeNumber_421875
CubeNumber_125 CubeNumber_804357 CubeNumber_571787 CubeNumber_35937 CubeNumber_250047 CubeNumber_438976 CubeNumber_250047 CubeNumber_205379 CubeNumber_59319 CubeNumber_531441
CubeNumber_438976 CubeNumber_1000 CubeNumber_8000 CubeNumber_373248 CubeNumber_729 CubeNumber_474552 CubeNumber_1728 CubeNumber_531441 CubeNumber_421875 CubeNumber_262144
CubeNumber_438976 CubeNumber_421875 CubeNumber_300763 CubeNumber_262144 CubeNumber_614125 CubeNumber_54872 CubeNumber_19683 CubeNumber_8000 CubeNumber_4913 CubeNumber_103823
CubeNumber_681472 CubeNumber_2744 CubeNumber_636056 CubeNumber_804357 CubeNumber_941192 CubeNumber_226981 CubeNumber_226981 CubeNumber_125000 CubeNumber_614125 CubeNumber_54872
CubeNumber_103823 CubeNumber_125 CubeNumber_205379 CubeNumber_91125 CubeNumber_110592 CubeNumber_571787 CubeNumber_27 CubeNumber_614125 CubeNumber_6859 CubeNumber_884736
CubeNumber_884736 CubeNumber_125 CubeNumber_85184 CubeNumber_54872 CubeNumber_636056 CubeNumber_39304 CubeNumber_8000 CubeNumber_592704 CubeNumber_531441 CubeNumber_226981
CubeNumber_389017 CubeNumber_32768 CubeNumber_941192 CubeNumber_27 CubeNumber_6859 CubeNumber_50653 CubeNumber_884736 CubeNumber_1728 CubeNumber_185193 CubeNumber_681472
CubeNumber_373248 CubeNumber_17576 CubeNumber_512 CubeNumber_50653 CubeNumber_24389 CubeNumber_19683 CubeNumber_704969 CubeNumber_531441 CubeNumber_551368 CubeNumber_274625
CubeNumber_39304 CubeNumber_592704 CubeNumber_117649 CubeNumber_125000 CubeNumber_373248 CubeNumber_50653 CubeNumber_27000 CubeNumber_27000 CubeNumber_250047 CubeNumber_474552
RosyBrown Chocolate Peru Sienna LightSeaGreen DarkGoldenrod DarkSalmon SteelBlue Sienna NavajoWhite
Aquamarine GreenYellow Tan SpringGreen GhostWhite DimGray LightSlateGray Firebrick LawnGreen MidnightBlue
Burlywood Bisque Navy Feldspar Silver Tan LightPink OrangeRed Coral IndianRed
Brown DarkSlateBlue Blue Turquoise Violet MediumOrchid Black Cornsilk Blue Blue
Gainsboro DimGray DarkKhaki LemonChiffon LightPink LightSteelBlue Maroon GreenYellow LightSlateGray LightSlateBlue
White MediumSeaGreen Cornsilk DarkOrchid DarkViolet Fuchsia SaddleBrown Plum Purple DarkBlue
