Pomelo Sapodilla Nance Passionfruit Blackcurrant Damson Cempedak Pomegranate Nectarine Cranberry
Kumquat Sapote Pomegranate Pomegranate Kumquat Pomegranate Salak Elderberry Clementine Banana
Satsuma Durian Ackee Plantain Banana Kumquat Lychee Rambutan  Honeydew Persimmon
Prune Currant Cranberry Lychee Quince Clementine Jambul Nectarine Mango Kiwano
Clementine Elderberry Jostaberry Elderberry Cloudberry Tangerine Jostaberry Raspberry Kiwano Loganberry
Pear Araza Grape Papaya Passionfruit Jackfruit Tangelo Jambul Damson Apple
Raisin Ackee Apricot Tangelo Plantain Prune Pineapple Mandarine Lemon Yuzu
Cempedak Cherry Mulberry Grapefruit Plumcot Cantaloupe Sapote Acerola Blueberry Cashew
Acerola Blackcurrant Cloudberry Breadfruit Honeydew Sapote Marionberry Plumcot Peach Araza
Persimmon Loquat Tamarillo Cherry Mulberry Loganberry Blackcurrant Clementine Akebi Papaya
Cashew Plum Boysenberry Pineberry Persimmon Cranberry Avocado Longan Apricot Mulberry
BinaryNumber_0111010 BinaryNumber_0001111 BinaryNumber_0101111 BinaryNumber_0000100 BinaryNumber_0111000 BinaryNumber_0011001 BinaryNumber_1001010 BinaryNumber_0001100 BinaryNumber_1001101 BinaryNumber_1000111
BinaryNumber_1011110 BinaryNumber_0101111 BinaryNumber_0001111 BinaryNumber_1000100 BinaryNumber_1000001 BinaryNumber_1001110 BinaryNumber_1011101 BinaryNumber_1000001 BinaryNumber_1100010 BinaryNumber_0111110
BinaryNumber_0110001 BinaryNumber_0011111 BinaryNumber_0110010 BinaryNumber_0000110 BinaryNumber_0101100 BinaryNumber_1001111 BinaryNumber_0110010 BinaryNumber_0100111 BinaryNumber_0111001 BinaryNumber_0011111
BinaryNumber_1010000 BinaryNumber_0010110 BinaryNumber_1001111 BinaryNumber_0100010 BinaryNumber_1001111 BinaryNumber_0100000 BinaryNumber_1011111 BinaryNumber_0000101 BinaryNumber_0010000 BinaryNumber_1000100
