23:47 10:53 18:56 23:35 12:20 11:25 11:32 13:38 11:53 13:54
17:16 20:56 23:58 18:13 21:33 10:37 18:18 13:53 23:37 20:50
16:10 23:34 22:59 10:52 16:46 15:35 15:20 21:58 21:27 10:50
23:48 12:53 17:42 19:49 20:38 10:49 10:58 10:46 20:11 20:11
12:47 21:36 14:19 11:10 23:51 20:21 13:32 14:20 20:54 10:30
23:39 22:36 23:46 10:23 12:33 23:56 18:24 20:31 13:40 12:54
23:35 11:35 12:35 21:12 11:15 12:20 11:45 19:52 20:40 18:53
15:14 18:12 16:45 20:39 21:41 10:20 23:45 23:55 19:50 21:59
16:52 20:34 13:17 13:25 20:49 20:43 23:29 10:56 14:53 13:39
13:41 20:20 23:40 23:18 10:13 16:55 13:51 23:52 20:15 13:19
20:56 13:42 16:57 23:15 19:49 20:48 20:19 19:55 10:15 11:44
temperature__68c temperature__52c temperature__109c temperature__132c temperature__51c temperature__7c temperature__105c temperature__77c temperature__50c temperature__138c
temperature__68c temperature__6c temperature__42c temperature__12c temperature__137c temperature__132c temperature__5c temperature__119c temperature__3c temperature__42c
temperature__14c temperature__22c temperature__88c temperature__106c temperature__14c temperature__4c temperature__124c temperature__5c temperature__53c temperature__140c
temperature__147c temperature__90c temperature__21c temperature__73c temperature__47c temperature__71c temperature__95c temperature__61c temperature__116c temperature__4c
temperature__74c temperature__142c temperature__124c temperature__144c temperature__132c temperature__39c temperature__10c temperature__145c temperature__56c temperature__111c
temperature__73c temperature__146c temperature__118c temperature__139c temperature__124c temperature__52c temperature__74c temperature__14c temperature__50c temperature__57c
temperature__142c temperature__46c temperature__112c temperature__109c temperature__137c temperature__78c temperature__73c temperature__33c temperature__56c temperature__86c
temperature__106c temperature__126c temperature__7c temperature__6c temperature__7c temperature__129c temperature__86c temperature__21c temperature__145c temperature__120c
temperature__14c temperature__35c temperature__132c temperature__123c temperature__78c temperature__120c temperature__82c temperature__65c temperature__44c temperature__64c
temperature__24c temperature__105c temperature__138c temperature__111c temperature__109c temperature__56c temperature__39c temperature__54c temperature__47c temperature__44c
temperature__122c temperature__59c temperature__82c temperature__40c temperature__84c temperature__16c temperature__63c temperature__42c temperature__84c temperature__145c
SquareNumber_8649 SquareNumber_5776 SquareNumber_7569 SquareNumber_1681 SquareNumber_7569 SquareNumber_8100 SquareNumber_256 SquareNumber_4489 SquareNumber_6724 SquareNumber_1521
SquareNumber_5776 SquareNumber_4096 SquareNumber_8649 SquareNumber_121 SquareNumber_2809 SquareNumber_3249 SquareNumber_2304 SquareNumber_1024 SquareNumber_7225 SquareNumber_1024
SquareNumber_841 SquareNumber_6561 SquareNumber_9216 SquareNumber_7056 SquareNumber_81 SquareNumber_961 SquareNumber_4356 SquareNumber_1936 SquareNumber_3136 SquareNumber_2809
SquareNumber_9216 SquareNumber_8836 SquareNumber_3721 SquareNumber_6889 SquareNumber_36 SquareNumber_4761 SquareNumber_3136 SquareNumber_9 SquareNumber_4624 SquareNumber_484
SquareNumber_4096 SquareNumber_529 SquareNumber_3249 SquareNumber_5184 SquareNumber_4356 SquareNumber_484 SquareNumber_121 SquareNumber_900 SquareNumber_441 SquareNumber_1444
SquareNumber_2704 SquareNumber_4900 SquareNumber_36 SquareNumber_2704 SquareNumber_324 SquareNumber_8836 SquareNumber_2209 SquareNumber_4900 SquareNumber_10000 SquareNumber_900
SquareNumber_6889 SquareNumber_2500 SquareNumber_5041 SquareNumber_144 SquareNumber_729 SquareNumber_2601 SquareNumber_6724 SquareNumber_9604 SquareNumber_8836 SquareNumber_8649
SquareNumber_484 SquareNumber_3136 SquareNumber_2116 SquareNumber_5476 SquareNumber_400 SquareNumber_6241 SquareNumber_121 SquareNumber_841 SquareNumber_3969 SquareNumber_4900
SquareNumber_1225 SquareNumber_169 SquareNumber_2025 SquareNumber_1681 SquareNumber_2401 SquareNumber_2401 SquareNumber_7056 SquareNumber_7396 SquareNumber_5041 SquareNumber_3969
SquareNumber_2401 SquareNumber_3364 SquareNumber_1296 SquareNumber_121 SquareNumber_289 SquareNumber_9 SquareNumber_8649 SquareNumber_1369 SquareNumber_324 SquareNumber_16
