DarkCyan MediumSlateBlue White Azure DarkFuchsia Red SeaGreen LightGoldenrodYellow PowderBlue LightSeaGreen
Brown LightSeaGreen MediumTurquoise FloralWhite Beige LightSeaGreen IndianRed NavajoWhite Green DarkGoldenrod
GhostWhite OldLace Turquoise MediumSeaGreen MidnightBlue Sienna Snow Linen HotPink DarkSlateGray
Peru Maroon Goldenrod DarkFuchsia DarkSeaGreen Beige Khaki Goldenrod Beige LavenderBlush
PaleGreen DarkGoldenrod SkyBlue GhostWhite DarkBlue Sienna Navy DeepPink Moccasin LightYellow
Gainsboro FloralWhite CornflowerBlue CornflowerBlue Fuchsia MediumOrchid IndianRed Tomato PapayaWhip LightGreen
DarkOrange DarkGreen Lime LightSkyBlue Silver VioletRed LightPink LightGoldenrod Seashell DarkGreen
NavajoWhite PaleGreen CadetBlue MediumTurquoise LightPink Maroon LightGray DeepPink DarkFuchsia DarkSlateGray
Maroon MintCream MistyRose Coral DarkSeaGreen SaddleBrown Khaki LemonChiffon Orange Peru
Seashell AntiqueWhite MediumPurple Turquoise LavenderBlush DarkBlue Orchid Peru LightSeaGreen Cornsilk
LavenderBlush Cyan Maroon LimeGreen MintCream DodgerBlue Coral White LightSkyBlue SandyBrown
SquareNumber_196 SquareNumber_1521 SquareNumber_3969 SquareNumber_9216 SquareNumber_36 SquareNumber_1444 SquareNumber_4900 SquareNumber_169 SquareNumber_529 SquareNumber_5184
SquareNumber_6561 SquareNumber_2209 SquareNumber_289 SquareNumber_36 SquareNumber_7225 SquareNumber_576 SquareNumber_6889 SquareNumber_225 SquareNumber_3025 SquareNumber_10000
SquareNumber_8836 SquareNumber_7921 SquareNumber_25 SquareNumber_64 SquareNumber_3844 SquareNumber_841 SquareNumber_196 SquareNumber_1681 SquareNumber_4489 SquareNumber_3025
SquareNumber_3136 SquareNumber_8100 SquareNumber_900 SquareNumber_3721 SquareNumber_3481 SquareNumber_676 SquareNumber_5929 SquareNumber_784 SquareNumber_1089 SquareNumber_81
SquareNumber_4489 SquareNumber_4 SquareNumber_144 SquareNumber_1681 SquareNumber_1024 SquareNumber_100 SquareNumber_784 SquareNumber_4225 SquareNumber_6561 SquareNumber_3844
SquareNumber_3136 SquareNumber_5041 SquareNumber_3721 SquareNumber_1296 SquareNumber_5476 SquareNumber_2025 SquareNumber_7396 SquareNumber_25 SquareNumber_3481 SquareNumber_1296
SquareNumber_2025 SquareNumber_4900 SquareNumber_3844 SquareNumber_2025 SquareNumber_8464 SquareNumber_49 SquareNumber_8100 SquareNumber_1296 SquareNumber_1849 SquareNumber_1156
SquareNumber_1936 SquareNumber_2916 SquareNumber_4356 SquareNumber_3025 SquareNumber_400 SquareNumber_3481 SquareNumber_9801 SquareNumber_5041 SquareNumber_1521 SquareNumber_4900
SquareNumber_7569 SquareNumber_7569 SquareNumber_100 SquareNumber_100 SquareNumber_2209 SquareNumber_3600 SquareNumber_9604 SquareNumber_3025 SquareNumber_7921 SquareNumber_4225
SquareNumber_7225 SquareNumber_6561 SquareNumber_7056 SquareNumber_2916 SquareNumber_9025 SquareNumber_256 SquareNumber_8281 SquareNumber_6889 SquareNumber_16 SquareNumber_4096
SquareNumber_3481 SquareNumber_3844 SquareNumber_4225 SquareNumber_1936 SquareNumber_169 SquareNumber_625 SquareNumber_10000 SquareNumber_8836 SquareNumber_441 SquareNumber_4489
CubeNumber_19683 CubeNumber_216 CubeNumber_884736 CubeNumber_195112 CubeNumber_29791 CubeNumber_681472 CubeNumber_2744 CubeNumber_50653 CubeNumber_857375 CubeNumber_19683
CubeNumber_884736 CubeNumber_148877 CubeNumber_456533 CubeNumber_1331 CubeNumber_357911 CubeNumber_941192 CubeNumber_405224 CubeNumber_343000 CubeNumber_912673 CubeNumber_50653
CubeNumber_614125 CubeNumber_64 CubeNumber_19683 CubeNumber_474552 CubeNumber_438976 CubeNumber_125000 CubeNumber_512 CubeNumber_205379 CubeNumber_4913 CubeNumber_42875
CubeNumber_4096 CubeNumber_4913 CubeNumber_103823 CubeNumber_103823 CubeNumber_614125 CubeNumber_54872 CubeNumber_343000 CubeNumber_64 CubeNumber_6859 CubeNumber_357911
CubeNumber_729 CubeNumber_421875 CubeNumber_512 CubeNumber_884736 CubeNumber_74088 CubeNumber_132651 CubeNumber_39304 CubeNumber_32768 CubeNumber_804357 CubeNumber_729000
CubeNumber_27000 CubeNumber_24389 CubeNumber_274625 CubeNumber_117649 CubeNumber_59319 CubeNumber_592704 CubeNumber_778688 CubeNumber_27000 CubeNumber_39304 CubeNumber_97336
CubeNumber_614125 CubeNumber_27000 CubeNumber_32768 CubeNumber_357911 CubeNumber_1331 CubeNumber_636056 CubeNumber_185193 CubeNumber_343 CubeNumber_50653 CubeNumber_1728
CubeNumber_59319 CubeNumber_64000 CubeNumber_8 CubeNumber_2744 CubeNumber_50653 CubeNumber_19683 CubeNumber_1000 CubeNumber_262144 CubeNumber_405224 CubeNumber_46656
CubeNumber_148877 CubeNumber_9261 CubeNumber_85184 CubeNumber_9261 CubeNumber_24389 CubeNumber_205379 CubeNumber_10648 CubeNumber_636056 CubeNumber_551368 CubeNumber_300763
CubeNumber_226981 CubeNumber_512000 CubeNumber_571787 CubeNumber_328509 CubeNumber_5832 CubeNumber_636056 CubeNumber_166375 CubeNumber_10648 CubeNumber_125000 CubeNumber_941192
CubeNumber_166375 CubeNumber_421875 CubeNumber_79507 CubeNumber_2744 CubeNumber_27000 CubeNumber_912673 CubeNumber_117649 CubeNumber_373248 CubeNumber_79507 CubeNumber_125000
BinaryNumber_0001110 BinaryNumber_0110010 BinaryNumber_1010101 BinaryNumber_0110101 BinaryNumber_0010110 BinaryNumber_0101001 BinaryNumber_1100001 BinaryNumber_1001110 BinaryNumber_0101111 BinaryNumber_0001001
BinaryNumber_1001011 BinaryNumber_0111111 BinaryNumber_0100101 BinaryNumber_1001110 BinaryNumber_1001001 BinaryNumber_1001001 BinaryNumber_0101110 BinaryNumber_1000001 BinaryNumber_0011101 BinaryNumber_1100010
BinaryNumber_1001000 BinaryNumber_1011100 BinaryNumber_0011111 BinaryNumber_1010101 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_1011000 BinaryNumber_1010101 BinaryNumber_0000000 BinaryNumber_0111101
BinaryNumber_0011011 BinaryNumber_0010110 BinaryNumber_0111110 BinaryNumber_0100101 BinaryNumber_0110000 BinaryNumber_1011100 BinaryNumber_0010011 BinaryNumber_0101001 BinaryNumber_0011001 BinaryNumber_0000001
BinaryNumber_1000010 BinaryNumber_1010111 BinaryNumber_0111000 BinaryNumber_0101011 BinaryNumber_0101000 BinaryNumber_0010100 BinaryNumber_0000001 BinaryNumber_1011101 BinaryNumber_1011011 BinaryNumber_0111100
BinaryNumber_0001110 BinaryNumber_0010000 BinaryNumber_1011111 BinaryNumber_0010011 BinaryNumber_0110000 BinaryNumber_0001101 BinaryNumber_1011000 BinaryNumber_1000101 BinaryNumber_1000000 BinaryNumber_0110001
BinaryNumber_0101011 BinaryNumber_0101000 BinaryNumber_0000110 BinaryNumber_1001001 BinaryNumber_0111000 BinaryNumber_1011011 BinaryNumber_1010000 BinaryNumber_1011111 BinaryNumber_0000111 BinaryNumber_0001101
BinaryNumber_0010010 BinaryNumber_1011001 BinaryNumber_0101001 BinaryNumber_0000010 BinaryNumber_0001001 BinaryNumber_1011101 BinaryNumber_0001001 BinaryNumber_1010001 BinaryNumber_1000010 BinaryNumber_0110100
BinaryNumber_1011100 BinaryNumber_0011111 BinaryNumber_1000000 BinaryNumber_1001011 BinaryNumber_0011010 BinaryNumber_0100011 BinaryNumber_0000000 BinaryNumber_0100010 BinaryNumber_1001010 BinaryNumber_0110010
BinaryNumber_0110100 BinaryNumber_0111111 BinaryNumber_0111000 BinaryNumber_1011001 BinaryNumber_0001101 BinaryNumber_1010111 BinaryNumber_0110101 BinaryNumber_0100000 BinaryNumber_0110110 BinaryNumber_0000011
BinaryNumber_1011010 BinaryNumber_1001010 BinaryNumber_1011110 BinaryNumber_1100010 BinaryNumber_1000101 BinaryNumber_0010111 BinaryNumber_1010101 BinaryNumber_0110101 BinaryNumber_0001100 BinaryNumber_0101000
PrimeNumber_71 PrimeNumber_13 PrimeNumber_127 PrimeNumber_127 PrimeNumber_11 PrimeNumber_229 PrimeNumber_163 PrimeNumber_127 PrimeNumber_67 PrimeNumber_71
PrimeNumber_7 PrimeNumber_523 PrimeNumber_457 PrimeNumber_83 PrimeNumber_191 PrimeNumber_283 PrimeNumber_181 PrimeNumber_41 PrimeNumber_3 PrimeNumber_83
