19:58 14:29 23:52 13:27 19:38 19:48 17:45 14:14 16:53 12:22
13:33 14:17 11:12 17:51 11:55 11:15 23:20 10:52 12:31 14:10
23:14 17:11 12:37 11:58 22:36 22:51 14:48 19:46 15:22 14:49
23:27 22:38 12:21 19:51 17:36 12:19 18:22 19:46 14:40 21:22
16:33 14:32 13:33 17:58 12:58 22:13 18:53 11:46 15:35 16:58
21:55 19:32 15:53 20:19 12:55 19:38 16:27 12:49 18:47 13:41
19:50 15:44 13:45 20:55 19:21 11:56 11:19 15:58 23:41 15:42
21:15 10:20 14:17 17:14 23:56 23:23 22:49 14:53 14:18 10:35
11:23 11:25 16:49 23:48 20:56 22:47 10:25 21:39 15:51 18:14
23:19 23:25 20:49 23:57 23:59 18:54 11:44 20:59 10:29 17:59
13:16 20:26 22:39 23:26 14:19 23:18 18:41 17:56 13:31 21:39
BinaryNumber_0010010 BinaryNumber_0110011 BinaryNumber_1001011 BinaryNumber_1011010 BinaryNumber_0001000 BinaryNumber_1000111 BinaryNumber_1011101 BinaryNumber_0010011 BinaryNumber_1000000 BinaryNumber_1000100
BinaryNumber_0011100 BinaryNumber_1010100 BinaryNumber_0010101 BinaryNumber_0110010 BinaryNumber_0000000 BinaryNumber_1000101 BinaryNumber_0010110 BinaryNumber_0101110 BinaryNumber_0010000 BinaryNumber_1001000
BinaryNumber_0001010 BinaryNumber_1100011 BinaryNumber_1011101 BinaryNumber_1010000 BinaryNumber_0011111 BinaryNumber_1010100 BinaryNumber_1001111 BinaryNumber_0001011 BinaryNumber_0010101 BinaryNumber_1011111
BinaryNumber_0110111 BinaryNumber_1011110 BinaryNumber_0000100 BinaryNumber_1010110 BinaryNumber_1100000 BinaryNumber_0111100 BinaryNumber_0001110 BinaryNumber_1001110 BinaryNumber_1100010 BinaryNumber_0010111
