DarkGreen OrangeRed MediumOrchid Plum Violet DarkRed ForestGreen AntiqueWhite Chocolate DarkCyan
SpringGreen Orchid LightGreen MediumBlue MediumBlue Teal Gainsboro Moccasin DeepPink Violet
LavenderBlush Purple SlateBlue Indigo DarkGreen DarkViolet VioletRed Ivory Plum Navy
BlueViolet SpringGreen Red Moccasin MediumAquamarine Chartreuse DarkSlateGray LightSlateGray DarkGoldenrod Thistle
LawnGreen Goldenrod Crimson DarkKhaki Blue PapayaWhip AntiqueWhite Lime Teal Gray
GhostWhite LightGreen SeaGreen DarkCyan Goldenrod MidnightBlue Honeydew DarkOliveGreen Green Aquamarine
DarkSeaGreen LimeGreen LightSeaGreen MediumOrchid Lavender DarkOrange PeachPuff PowderBlue Moccasin SteelBlue
Fuchsia Salmon Red Fuchsia Tan LightSalmon MediumTurquoise Lavender DarkOliveGreen Ivory
Cyan PaleVioletRed Silver DarkTurquoise Thistle MediumTurquoise PaleGreen Purple LightBlue LightGoldenrod
Black MediumPurple Aquamarine DarkGreen MediumSpringGreen Salmon SkyBlue Fuchsia LavenderBlush Gold
DarkFuchsia SpringGreen MediumVioletRed RoyalBlue Purple DeepPink PapayaWhip DarkOliveGreen LightBlue Linen
temperature__44c temperature__22c temperature__42c temperature__33c temperature__122c temperature__122c temperature__26c temperature__126c temperature__52c temperature__57c
temperature__14c temperature__61c temperature__4c temperature__59c temperature__24c temperature__118c temperature__49c temperature__27c temperature__140c temperature__140c
temperature__105c temperature__59c temperature__56c temperature__27c temperature__7c temperature__65c temperature__136c temperature__31c temperature__57c temperature__2c
temperature__118c temperature__59c temperature__64c temperature__30c temperature__85c temperature__74c temperature__44c temperature__106c temperature__30c temperature__90c
temperature__7c temperature__49c temperature__58c temperature__2c temperature__84c temperature__116c temperature__130c temperature__4c temperature__87c temperature__90c
temperature__145c temperature__91c temperature__5c temperature__108c temperature__78c temperature__47c temperature__98c temperature__100c temperature__27c temperature__144c
temperature__42c temperature__26c temperature__129c temperature__144c temperature__46c temperature__71c temperature__74c temperature__109c temperature__24c temperature__131c
temperature__46c temperature__64c temperature__90c temperature__41c temperature__0c temperature__35c temperature__33c temperature__12c temperature__111c temperature__50c
temperature__105c temperature__4c temperature__148c temperature__87c temperature__47c temperature__26c temperature__26c temperature__12c temperature__98c temperature__146c
temperature__70c temperature__137c temperature__7c temperature__16c temperature__53c temperature__14c temperature__111c temperature__0c temperature__111c temperature__95c
temperature__24c temperature__68c temperature__58c temperature__116c temperature__59c temperature__146c temperature__39c temperature__124c temperature__116c temperature__85c
PrimeNumber_71 PrimeNumber_101 PrimeNumber_331 PrimeNumber_307 PrimeNumber_181 PrimeNumber_457 PrimeNumber_271 PrimeNumber_263 PrimeNumber_317 PrimeNumber_137
PrimeNumber_449 PrimeNumber_271 PrimeNumber_313 PrimeNumber_431 PrimeNumber_433 PrimeNumber_499 PrimeNumber_67 PrimeNumber_293 PrimeNumber_283 PrimeNumber_263
PrimeNumber_397 PrimeNumber_433 PrimeNumber_7 PrimeNumber_11 PrimeNumber_227 PrimeNumber_229 PrimeNumber_179 PrimeNumber_421 PrimeNumber_443 PrimeNumber_499
PrimeNumber_137 PrimeNumber_313 PrimeNumber_29 PrimeNumber_401 PrimeNumber_211 PrimeNumber_347 PrimeNumber_277 PrimeNumber_193 PrimeNumber_461 PrimeNumber_17
PrimeNumber_173 PrimeNumber_61 PrimeNumber_173 PrimeNumber_269 PrimeNumber_409 PrimeNumber_193 PrimeNumber_293 PrimeNumber_19 PrimeNumber_523 PrimeNumber_167
PrimeNumber_229 PrimeNumber_397 PrimeNumber_47 PrimeNumber_139 PrimeNumber_433 PrimeNumber_179 PrimeNumber_151 PrimeNumber_269 PrimeNumber_197 PrimeNumber_173
PrimeNumber_521 PrimeNumber_433 PrimeNumber_163 PrimeNumber_17 PrimeNumber_271 PrimeNumber_173 PrimeNumber_139 PrimeNumber_173 PrimeNumber_331 PrimeNumber_229
PrimeNumber_41 PrimeNumber_239 PrimeNumber_421 PrimeNumber_373 PrimeNumber_331 PrimeNumber_521 PrimeNumber_347 PrimeNumber_349 PrimeNumber_443 PrimeNumber_443
PrimeNumber_401 PrimeNumber_353 PrimeNumber_283 PrimeNumber_167 PrimeNumber_89 PrimeNumber_37 PrimeNumber_5 PrimeNumber_127 PrimeNumber_503 PrimeNumber_547
PrimeNumber_37 PrimeNumber_197 PrimeNumber_227 PrimeNumber_13 PrimeNumber_47 PrimeNumber_11 PrimeNumber_211 PrimeNumber_317 PrimeNumber_191 PrimeNumber_211
PrimeNumber_449 PrimeNumber_337 PrimeNumber_439 PrimeNumber_409 PrimeNumber_19 PrimeNumber_223 PrimeNumber_107 PrimeNumber_421 PrimeNumber_13 PrimeNumber_421
BinaryNumber_1011011 BinaryNumber_1001011 BinaryNumber_1010001 BinaryNumber_1001110 BinaryNumber_0100101 BinaryNumber_1001101 BinaryNumber_0101100 BinaryNumber_0100000 BinaryNumber_0011001 BinaryNumber_1010000
BinaryNumber_1000110 BinaryNumber_0001110 BinaryNumber_0011100 BinaryNumber_0011010 BinaryNumber_1100011 BinaryNumber_1000000 BinaryNumber_0100010 BinaryNumber_0000111 BinaryNumber_1010001 BinaryNumber_0100111
BinaryNumber_0100110 BinaryNumber_0110100 BinaryNumber_1000011 BinaryNumber_0001101 BinaryNumber_0110100 BinaryNumber_1010100 BinaryNumber_0101111 BinaryNumber_0000001 BinaryNumber_0001011 BinaryNumber_0000001
BinaryNumber_0011010 BinaryNumber_1000011 BinaryNumber_1010101 BinaryNumber_0010001 BinaryNumber_0100011 BinaryNumber_0110110 BinaryNumber_0111111 BinaryNumber_0100001 BinaryNumber_0100111 BinaryNumber_1010101
BinaryNumber_0111101 BinaryNumber_0100110 BinaryNumber_0100001 BinaryNumber_0010001 BinaryNumber_1100010 BinaryNumber_0101010 BinaryNumber_0111111 BinaryNumber_0010101 BinaryNumber_0111000 BinaryNumber_1001001
BinaryNumber_0000111 BinaryNumber_1001011 BinaryNumber_1010111 BinaryNumber_0000001 BinaryNumber_1001000 BinaryNumber_0101110 BinaryNumber_1100001 BinaryNumber_1010011 BinaryNumber_1001011 BinaryNumber_1000111
BinaryNumber_0110101 BinaryNumber_1001011 BinaryNumber_0000101 BinaryNumber_1011001 BinaryNumber_1010000 BinaryNumber_0111101 BinaryNumber_1100000 BinaryNumber_1100011 BinaryNumber_1001001 BinaryNumber_1011001
BinaryNumber_0101110 BinaryNumber_1100000 BinaryNumber_0011110 BinaryNumber_0011100 BinaryNumber_0001000 BinaryNumber_0110001 BinaryNumber_1001101 BinaryNumber_0011100 BinaryNumber_0010011 BinaryNumber_0111110
BinaryNumber_1001111 BinaryNumber_0010101 BinaryNumber_0011011 BinaryNumber_0100000 BinaryNumber_0111010 BinaryNumber_0001001 BinaryNumber_0000010 BinaryNumber_1001000 BinaryNumber_0111011 BinaryNumber_0101101
