RoyalBlue CornflowerBlue Linen MediumTurquoise SkyBlue Ivory SaddleBrown DarkSlateGray Honeydew LightGray
AliceBlue OrangeRed MediumVioletRed Coral DeepSkyBlue DimGray SkyBlue IndianRed Blue Pink
SteelBlue LightSlateGray MistyRose SteelBlue LemonChiffon Pink DarkGreen Pink Brown Orange
Purple Lime Orange AliceBlue MediumVioletRed AliceBlue LightSkyBlue LightGoldenrodYellow Chartreuse Khaki
Burlywood RosyBrown DarkTurquoise LimeGreen PeachPuff DarkCyan Maroon Chartreuse OrangeRed Tan
Orange WhiteSmoke DarkSlateBlue Ivory WhiteSmoke OliveDrab SeaGreen OldLace DarkRed DarkGoldenrod
MediumTurquoise Firebrick Firebrick SteelBlue Teal OldLace Chartreuse LawnGreen DarkTurquoise WhiteSmoke
OliveDrab DarkOrchid Honeydew White SpringGreen DarkSeaGreen DarkSlateGray LightGoldenrod MediumSeaGreen Ivory
Seashell HotPink MediumTurquoise Silver LavenderBlush DarkSlateBlue GreenYellow MediumTurquoise PapayaWhip DarkKhaki
LavenderBlush Tomato Moccasin DarkSlateGray Goldenrod Green Gainsboro LightYellow Snow PaleGoldenrod
Wheat Tomato Cyan Seashell Blue PaleGreen DarkRed Tan Gray FloralWhite
CubeNumber_5832 CubeNumber_17576 CubeNumber_19683 CubeNumber_658503 CubeNumber_175616 CubeNumber_531441 CubeNumber_24389 CubeNumber_79507 CubeNumber_912673 CubeNumber_250047
CubeNumber_9261 CubeNumber_636056 CubeNumber_64000 CubeNumber_13824 CubeNumber_729000 CubeNumber_857375 CubeNumber_1331 CubeNumber_328509 CubeNumber_357911 CubeNumber_250047
CubeNumber_132651 CubeNumber_27000 CubeNumber_512000 CubeNumber_59319 CubeNumber_21952 CubeNumber_804357 CubeNumber_79507 CubeNumber_512 CubeNumber_804357 CubeNumber_216000
CubeNumber_531441 CubeNumber_195112 CubeNumber_1331 CubeNumber_373248 CubeNumber_438976 CubeNumber_373248 CubeNumber_15625 CubeNumber_17576 CubeNumber_250047 CubeNumber_912673
CubeNumber_373248 CubeNumber_21952 CubeNumber_1728 CubeNumber_27 CubeNumber_85184 CubeNumber_287496 CubeNumber_804357 CubeNumber_10648 CubeNumber_79507 CubeNumber_1728
CubeNumber_421875 CubeNumber_262144 CubeNumber_373248 CubeNumber_91125 CubeNumber_300763 CubeNumber_10648 CubeNumber_59319 CubeNumber_195112 CubeNumber_195112 CubeNumber_9261
CubeNumber_373248 CubeNumber_373248 CubeNumber_9261 CubeNumber_912673 CubeNumber_421875 CubeNumber_704969 CubeNumber_1000 CubeNumber_140608 CubeNumber_857375 CubeNumber_405224
CubeNumber_493039 CubeNumber_531441 CubeNumber_216000 CubeNumber_32768 CubeNumber_27 CubeNumber_778688 CubeNumber_68921 CubeNumber_68921 CubeNumber_9261 CubeNumber_941192
CubeNumber_2197 CubeNumber_274625 CubeNumber_148877 CubeNumber_140608 CubeNumber_614125 CubeNumber_729000 CubeNumber_12167 CubeNumber_636056 CubeNumber_373248 CubeNumber_328509
CubeNumber_300763 CubeNumber_74088 CubeNumber_884736 CubeNumber_74088 CubeNumber_681472 CubeNumber_1728 CubeNumber_512000 CubeNumber_804357 CubeNumber_195112 CubeNumber_343000
CubeNumber_12167 CubeNumber_79507 CubeNumber_148877 CubeNumber_132651 CubeNumber_274625 CubeNumber_753571 CubeNumber_830584 CubeNumber_32768 CubeNumber_704969 CubeNumber_456533
BinaryNumber_0001001 BinaryNumber_0101001 BinaryNumber_1010110 BinaryNumber_0111111 BinaryNumber_1000000 BinaryNumber_0010110 BinaryNumber_0101011 BinaryNumber_0000011 BinaryNumber_1011100 BinaryNumber_0001101
BinaryNumber_1011101 BinaryNumber_0110101 BinaryNumber_1001101 BinaryNumber_0000000 BinaryNumber_1100001 BinaryNumber_1001111 BinaryNumber_1001101 BinaryNumber_0100010 BinaryNumber_0110111 BinaryNumber_1010010
BinaryNumber_0010000 BinaryNumber_0000100 BinaryNumber_1100001 BinaryNumber_1100000 BinaryNumber_0011000 BinaryNumber_0010010 BinaryNumber_0101111 BinaryNumber_1010101 BinaryNumber_0001000 BinaryNumber_0001001
BinaryNumber_0000100 BinaryNumber_0111101 BinaryNumber_1011000 BinaryNumber_1011100 BinaryNumber_0001100 BinaryNumber_0110011 BinaryNumber_0100001 BinaryNumber_0000000 BinaryNumber_0100110 BinaryNumber_0000000
BinaryNumber_1000110 BinaryNumber_0000000 BinaryNumber_0011000 BinaryNumber_0000111 BinaryNumber_1011010 BinaryNumber_1011101 BinaryNumber_1010000 BinaryNumber_1001011 BinaryNumber_0001000 BinaryNumber_0010101
BinaryNumber_0000001 BinaryNumber_0100101 BinaryNumber_0011111 BinaryNumber_0110110 BinaryNumber_0101111 BinaryNumber_0010100 BinaryNumber_0110000 BinaryNumber_0111010 BinaryNumber_0111111 BinaryNumber_0011011
