DarkSlateGray DarkTurquoise Firebrick Aquamarine Navy MediumBlue Maroon Silver DarkOrchid LightCoral
PapayaWhip DarkCyan MediumSpringGreen Green PapayaWhip DimGray SlateGray LightSteelBlue Blue Moccasin
MediumTurquoise WhiteSmoke White SlateBlue Red Turquoise DarkSalmon LemonChiffon Orange WhiteSmoke
DarkGreen SlateGray AliceBlue Orange LightBlue Maroon White Plum LightBlue Gainsboro
LightPink Green Khaki LightGoldenrodYellow Teal MediumPurple DarkGray CornflowerBlue MediumBlue Teal
Peru VioletRed Chartreuse LightSlateGray Cyan Silver SteelBlue Ivory AntiqueWhite Ivory
DarkOrchid Orchid LawnGreen Peru DodgerBlue Peru PaleVioletRed Feldspar MediumPurple DarkOliveGreen
WhiteSmoke OliveDrab SandyBrown MediumSeaGreen DarkRed PaleTurquoise LightCoral DodgerBlue MediumAquamarine AntiqueWhite
HotPink LightBlue PapayaWhip Plum DeepPink MediumAquamarine Crimson LightSlateGray DarkSlateGray DarkOrange
LavenderBlush Chartreuse DarkRed Olive LimeGreen OrangeRed Sienna Sienna LightCyan Indigo
GreenYellow MediumVioletRed IndianRed LightGreen LightGoldenrod CadetBlue LightGoldenrod Gold Fuchsia LightSkyBlue
SquareNumber_784 SquareNumber_36 SquareNumber_441 SquareNumber_289 SquareNumber_121 SquareNumber_64 SquareNumber_2500 SquareNumber_6561 SquareNumber_25 SquareNumber_3600
SquareNumber_400 SquareNumber_9801 SquareNumber_576 SquareNumber_49 SquareNumber_8281 SquareNumber_5929 SquareNumber_2116 SquareNumber_7056 SquareNumber_9604 SquareNumber_400
SquareNumber_5776 SquareNumber_4096 SquareNumber_361 SquareNumber_4489 SquareNumber_900 SquareNumber_1444 SquareNumber_49 SquareNumber_729 SquareNumber_625 SquareNumber_8281
SquareNumber_2916 SquareNumber_900 SquareNumber_9801 SquareNumber_4225 SquareNumber_7921 SquareNumber_5041 SquareNumber_4489 SquareNumber_3481 SquareNumber_4489 SquareNumber_6724
SquareNumber_169 SquareNumber_3600 SquareNumber_4356 SquareNumber_4900 SquareNumber_1089 SquareNumber_2401 SquareNumber_2209 SquareNumber_6084 SquareNumber_3844 SquareNumber_7744
SquareNumber_8100 SquareNumber_441 SquareNumber_2025 SquareNumber_841 SquareNumber_3364 SquareNumber_676 SquareNumber_16 SquareNumber_1024 SquareNumber_16 SquareNumber_2116
SquareNumber_7921 SquareNumber_4761 SquareNumber_7056 SquareNumber_4225 SquareNumber_2304 SquareNumber_5329 SquareNumber_5476 SquareNumber_6084 SquareNumber_4225 SquareNumber_25
SquareNumber_4096 SquareNumber_3481 SquareNumber_4096 SquareNumber_729 SquareNumber_484 SquareNumber_6724 SquareNumber_49 SquareNumber_676 SquareNumber_100 SquareNumber_1764
SquareNumber_2500 SquareNumber_8836 SquareNumber_1024 SquareNumber_144 SquareNumber_676 SquareNumber_36 SquareNumber_121 SquareNumber_8649 SquareNumber_36 SquareNumber_5329
SquareNumber_3249 SquareNumber_64 SquareNumber_16 SquareNumber_5329 SquareNumber_1225 SquareNumber_3025 SquareNumber_6400 SquareNumber_6561 SquareNumber_25 SquareNumber_841
SquareNumber_9 SquareNumber_225 SquareNumber_64 SquareNumber_6400 SquareNumber_529 SquareNumber_1849 SquareNumber_256 SquareNumber_900 SquareNumber_1849 SquareNumber_729
BinaryNumber_0011000 BinaryNumber_1001111 BinaryNumber_0101110 BinaryNumber_1001001 BinaryNumber_0001101 BinaryNumber_0101100 BinaryNumber_0010100 BinaryNumber_0000111 BinaryNumber_0101100 BinaryNumber_1011111
BinaryNumber_0011101 BinaryNumber_0000101 BinaryNumber_0110110 BinaryNumber_0100100 BinaryNumber_1001101 BinaryNumber_1011110 BinaryNumber_0111010 BinaryNumber_1000100 BinaryNumber_0100010 BinaryNumber_0101110
BinaryNumber_0001001 BinaryNumber_0101110 BinaryNumber_1000010 BinaryNumber_0110111 BinaryNumber_1010101 BinaryNumber_1010111 BinaryNumber_0011100 BinaryNumber_0100100 BinaryNumber_1011000 BinaryNumber_0001000
BinaryNumber_0000111 BinaryNumber_0010011 BinaryNumber_0111111 BinaryNumber_0011001 BinaryNumber_0110011 BinaryNumber_0100001 BinaryNumber_0101010 BinaryNumber_1010011 BinaryNumber_0001101 BinaryNumber_0010111
BinaryNumber_1001101 BinaryNumber_0100010 BinaryNumber_0001101 BinaryNumber_0000011 BinaryNumber_0010111 BinaryNumber_1000000 BinaryNumber_0110001 BinaryNumber_0101111 BinaryNumber_1011110 BinaryNumber_1011101
BinaryNumber_0111001 BinaryNumber_0110001 BinaryNumber_0101000 BinaryNumber_1010111 BinaryNumber_0001110 BinaryNumber_1000000 BinaryNumber_0110001 BinaryNumber_0011101 BinaryNumber_0110100 BinaryNumber_0111110
