Goldenrod LightCyan Aquamarine Gray SlateBlue DarkOrchid Pink MediumAquamarine GreenYellow DarkFuchsia
Ivory Honeydew Brown GhostWhite Green Goldenrod Indigo LightCoral MediumBlue GhostWhite
Plum White Gainsboro Ivory Goldenrod CadetBlue Fuchsia Peru DarkTurquoise DarkGray
SlateBlue PaleGreen SlateBlue Wheat Olive Orchid Green LimeGreen Coral DimGray
LightGreen DarkSlateBlue LightCoral OldLace DarkOliveGreen Orchid LavenderBlush Blue DarkKhaki DarkViolet
LimeGreen DarkGray CornflowerBlue MediumSeaGreen BlueViolet SandyBrown LemonChiffon Black DarkOrchid White
Linen MediumBlue MintCream IndianRed SeaGreen PapayaWhip OrangeRed MintCream Snow LightSlateBlue
LightYellow PaleGreen Lime DarkKhaki DarkTurquoise Sienna OldLace Gray Violet PowderBlue
Cornsilk Yellow Turquoise DarkCyan Yellow BlueViolet LimeGreen Wheat Violet Bisque
DarkOliveGreen Red DarkSalmon Pink PaleGoldenrod WhiteSmoke SlateBlue DarkKhaki LightCoral LightPink
FloralWhite SaddleBrown Black MidnightBlue Khaki Coral Khaki LightSeaGreen MediumSlateBlue Coral
escapekey software sliderule sliderule daw cell astrolabe virtualreality desktopcomputer astrolabe
eniac computerscience digital visualdisplayunit watch social daw browser monitor game
spyware centralprocessing unit sliderule device ibook turingmachine programmer mainframe computerprogramming analogcomputer
automation software digitalcomputer computercide mobile sliderule von neumann machine laptop watch desktop
downloader router antivirus electrical electromechanical machine internet computing supercomputer microcomputer
hardware laptopcomputer arithmetic pornographicimages xbox digitalaudioplayer visualdisplayunit electronics visualdisplayunit xbox
processor chip compatible machines electrical desktop daw diskette machines astrolabe
sliderule tablet proprietary screen computerprogram social bit camera von neumann machine inputdevice
digital von neumann machine expansionslot proprietary software electronics processor personalcomputer proprietary game
desktop computerprogram expansionslot machines floppydisk computerprogramming machinecode peripheral memory machine
visualdisplayunit electromechanical expansionslot internet transistor laptop device mechanicalcomputer diskette pc
SquareNumber_6724 SquareNumber_49 SquareNumber_5776 SquareNumber_400 SquareNumber_3025 SquareNumber_1936 SquareNumber_4761 SquareNumber_3136 SquareNumber_1600 SquareNumber_7056
SquareNumber_64 SquareNumber_7396 SquareNumber_324 SquareNumber_100 SquareNumber_3600 SquareNumber_784 SquareNumber_1521 SquareNumber_484 SquareNumber_64 SquareNumber_1296
SquareNumber_4225 SquareNumber_4356 SquareNumber_2304 SquareNumber_2025 SquareNumber_4489 SquareNumber_7921 SquareNumber_1156 SquareNumber_8464 SquareNumber_121 SquareNumber_16
SquareNumber_1849 SquareNumber_900 SquareNumber_625 SquareNumber_841 SquareNumber_3969 SquareNumber_529 SquareNumber_5929 SquareNumber_7396 SquareNumber_5625 SquareNumber_841
SquareNumber_3364 SquareNumber_196 SquareNumber_256 SquareNumber_1936 SquareNumber_6561 SquareNumber_5776 SquareNumber_289 SquareNumber_1521 SquareNumber_36 SquareNumber_1600
SquareNumber_6400 SquareNumber_3249 SquareNumber_256 SquareNumber_8464 SquareNumber_25 SquareNumber_4900 SquareNumber_256 SquareNumber_3481 SquareNumber_400 SquareNumber_784
SquareNumber_289 SquareNumber_256 SquareNumber_1089 SquareNumber_1024 SquareNumber_3249 SquareNumber_1936 SquareNumber_4096 SquareNumber_16 SquareNumber_441 SquareNumber_484
SquareNumber_2304 SquareNumber_5776 SquareNumber_400 SquareNumber_9409 SquareNumber_9409 SquareNumber_4225 SquareNumber_9216 SquareNumber_3136 SquareNumber_324 SquareNumber_4356
SquareNumber_9409 SquareNumber_9025 SquareNumber_676 SquareNumber_256 SquareNumber_7225 SquareNumber_2209 SquareNumber_9 SquareNumber_6724 SquareNumber_3844 SquareNumber_3844
SquareNumber_900 SquareNumber_64 SquareNumber_256 SquareNumber_3364 SquareNumber_16 SquareNumber_5329 SquareNumber_676 SquareNumber_9409 SquareNumber_400 SquareNumber_144
SquareNumber_10000 SquareNumber_4624 SquareNumber_9801 SquareNumber_1444 SquareNumber_7396 SquareNumber_784 SquareNumber_3136 SquareNumber_289 SquareNumber_1444 SquareNumber_16
Gooseberry Avocado Coconut Loquat Mango Damson Kumquat Pomegranate Pineapple Acerola
Cherimoya Plum Kumquat Raspberry Boysenberry Lemon Lemon Nectarine Jackfruit Gooseberry
Cempedak Tangerine Grape Banana Loganberry Lychee Nectarine Persimmon Acerola Fig
Cashew Tangerine Bilberry Peach Blackcurrant Passionfruit Pineberry Cempedak Nectarine Peach
Satsuma Feijoa Tamarillo Araza Kumquat Damson Loquat Plantain Tayberry Elderberry
Honeydew Blackcurrant Mango Cloudberry Cempedak Watermelon Raspberry Tangerine Honeydew Acerola
Tamarind Canistel Açaí Grape Akebi Cherry Damson Mangosteen Rambutan  Abiu
Pineberry Gooseberry Tangerine Grape Ackee Strawberry Fig Blackberry Jujube Loquat
Banana Salmonberry Pomegranate Salmonberry Feijoa Apple Melon Pear Gooseberry Mulberry
Date Longan Grape Cashew Cempedak Tangelo Açaí Tangelo Kiwifruit Tamarillo
Sapote Nectarine Banana Tamarind Pear Mulberry Tamarillo Plumcot Akebi Blueberry
Bronchi Mesentery Kidneys Heart Placenta Cervix Sensoryorgans Jejunum Ileum Jejunum
Innerear Cecum Pancreas Smallintestine Liver Lips Pancreas Outerear Ileum Tonsils
Kidneys Lungs Thymus Duodenum Duodenum Cerebellum Outerear Lymphaticvessel Iris Kidneys
Smallintestine Lens Ciliarybody Capillaries Ovaries Lips Trachea Muscle Tonsils Bone 
Eye Tonsils Arteries Bronchi Bone  Pons Ganglia Kidneys Duodenum Spleen
Heart Ligaments Lymphaticvessel Veins Lips Ganglia Bladder Lungs Analcanal Eye
Bladder Jejunum Bone  Kidneys Clitoris Pons Bladder Cerebrum Spleen Pancreas
Pharynx Trachea Veins Cerebrum Ureter Heart skeleton Bone  Arteries Ganglia
Trachea Bladder Esophagus Tendons Midbrain Tongue Rectum Largeintestine Capillaries Vulva
Uterus Pancreas Spinalnerves Pons Cerebellum Vagina Teeth Joints Ureter Heart
Uterus Uterus Stomach Pancreas Pancreas Spleen Thymus Sensoryorgans Esophagus Outerear
mercurial deception conceal opportunist fiasco laconic fray extortion persecution retaliation
retaliation scandalous retaliation denigrate cadre allegation revelation covert reckless patronage
unsavory proxy embezzlement deflect acolyte mercurial claim solicit endorsement deficit
coterie coterie claim opportunist prestidigitation patronage debacle impunity tycoon retaliation
scapegoat opportunist malfeasance assail recrimination tainted patriarchy authoritarian corruption blame
deflect covert deception regime embezzlement tarnish patriarchy unsavory tarnish claim
illegal tycoon illicit expose infringement malfeasance sloth malfeasance scandal integrity
plutocracy engagement claim illegal career unsavory embezzlement collaboration authoritarian career
coterie accusation obscure ignorant authoritarian endorsement claim manipulate unjust empire
deflect assail persecution resignation laconic parry coercion impunity resignation patriarchy
empire scapegoat plutocracy dictatorship tarnish ignorant coercion subterfuge influence tycoon
BinaryNumber_0110000 BinaryNumber_0110000 BinaryNumber_0101101 BinaryNumber_1000000 BinaryNumber_0100110 BinaryNumber_1011110 BinaryNumber_0000001 BinaryNumber_1100010 BinaryNumber_0001110 BinaryNumber_0001011
BinaryNumber_1000001 BinaryNumber_0000100 BinaryNumber_0001000 BinaryNumber_1011101 BinaryNumber_0110011 BinaryNumber_0000100 BinaryNumber_0011111 BinaryNumber_0100010 BinaryNumber_1001101 BinaryNumber_0000000
BinaryNumber_1000010 BinaryNumber_0111010 BinaryNumber_0111001 BinaryNumber_0010001 BinaryNumber_0011100 BinaryNumber_1001010 BinaryNumber_1011110 BinaryNumber_1001101 BinaryNumber_0001101 BinaryNumber_0010011
BinaryNumber_0100001 BinaryNumber_0100010 BinaryNumber_0101110 BinaryNumber_0010111 BinaryNumber_0101001 BinaryNumber_0111110 BinaryNumber_1001110 BinaryNumber_1011111 BinaryNumber_0011100 BinaryNumber_1000110
BinaryNumber_1010101 BinaryNumber_1001110 BinaryNumber_1011101 BinaryNumber_0110011 BinaryNumber_0001001 BinaryNumber_0100001 BinaryNumber_1011110 BinaryNumber_0000110 BinaryNumber_1000100 BinaryNumber_1011100
BinaryNumber_0110111 BinaryNumber_1001110 BinaryNumber_1000110 BinaryNumber_1010011 BinaryNumber_1010011 BinaryNumber_0000111 BinaryNumber_0100011 BinaryNumber_0111100 BinaryNumber_1000011 BinaryNumber_0101101
BinaryNumber_0001111 BinaryNumber_0011000 BinaryNumber_0000111 BinaryNumber_0011011 BinaryNumber_0001000 BinaryNumber_0000001 BinaryNumber_1100011 BinaryNumber_1010010 BinaryNumber_1010100 BinaryNumber_0011111
BinaryNumber_0111111 BinaryNumber_0111101 BinaryNumber_1000111 BinaryNumber_0111101 BinaryNumber_0010011 BinaryNumber_0111110 BinaryNumber_0000011 BinaryNumber_0100010 BinaryNumber_0001110 BinaryNumber_1100000
BinaryNumber_1100010 BinaryNumber_0011111 BinaryNumber_0001100 BinaryNumber_1011111 BinaryNumber_1000011 BinaryNumber_1011111 BinaryNumber_0001001 BinaryNumber_1100001 BinaryNumber_0111010 BinaryNumber_0100010
BinaryNumber_0001000 BinaryNumber_0011110 BinaryNumber_1000101 BinaryNumber_0100110 BinaryNumber_0011000 BinaryNumber_1010010 BinaryNumber_0111011 BinaryNumber_1000011 BinaryNumber_0111001 BinaryNumber_0100101
BinaryNumber_0100111 BinaryNumber_0010001 BinaryNumber_0111110 BinaryNumber_0111011 BinaryNumber_0011100 BinaryNumber_0011000 BinaryNumber_0110010 BinaryNumber_0101101 BinaryNumber_1000000 BinaryNumber_0011011
wandering stupid tough agreeable glorious bored long jealous shiny wrong
talented long angry kind cloudy wild lazy spotless dull annoyed
talented enchanting concerned weary determined lovely energetic confused crowded helpless
doubtful gentle perfect condemned difficult glorious shy disgusted outstanding disturbed
calm hungry talented famous different thoughtful joyous blushing dizzy anxious
clumsy thoughtful jittery dangerous crowded doubtful weary graceful inexpensive grumpy
breakable splendid grieving jittery sore ugliest puzzled clear concerned graceful
victorious long unsightly wicked spotless annoyed enthusiastic anxious bewildered talented
pleasant angry defeated joyous brave clumsy handsome blushing relieved worried
worried funny graceful obnoxious better super lazy angry vast evil
agreeable joyous wide-eyed wandering real exuberant jittery wide-eyed outrageous fierce
11:56 14:38 10:41 13:50 17:48 19:14 17:11 19:43 15:51 15:28
16:41 19:22 19:39 19:17 11:12 18:24 23:50 18:35 19:47 11:20
20:57 18:35 19:53 13:15 10:27 19:26 15:17 21:14 22:37 13:48
16:57 17:23 13:17 22:34 21:22 13:38 23:56 18:19 12:59 12:21
14:29 15:23 11:25 14:25 22:20 15:33 21:58 16:28 21:22 19:57
10:45 17:12 12:52 19:14 17:18 15:12 18:28 10:22 20:56 22:36
12:20 23:39 16:58 19:51 15:34 10:27 14:46 18:17 12:14 23:57
17:19 19:50 18:47 23:57 10:49 19:55 14:45 10:52 22:43 19:13
10:41 15:18 10:19 12:12 11:23 12:54 21:58 18:13 15:49 14:29
23:18 10:10 18:42 23:17 18:29 10:13 19:27 11:20 11:45 20:55
11:22 16:17 16:59 17:35 18:11 14:43 10:34 15:46 20:41 17:17
