Gainsboro LightSteelBlue Khaki DarkSlateGray Olive BlanchedAlmond DarkCyan LemonChiffon DarkSlateBlue RoyalBlue
Chartreuse BlanchedAlmond Thistle LightSalmon OldLace MediumTurquoise SlateGray DarkOrchid DimGray Thistle
LightGoldenrodYellow Navy IndianRed Coral MidnightBlue Fuchsia MistyRose Wheat CadetBlue Gray
Green Violet Tan DarkGoldenrod MediumSpringGreen GhostWhite DarkTurquoise White MistyRose SpringGreen
FloralWhite DarkCyan LightBlue Bisque LavenderBlush Gray MediumPurple PapayaWhip White SlateBlue
Cyan Sienna Green DimGray Fuchsia Navy OliveDrab White DarkBlue LavenderBlush
DarkSeaGreen SkyBlue Indigo Gold PapayaWhip Seashell NavajoWhite Pink BlanchedAlmond MediumPurple
DarkCyan LightSeaGreen Indigo Orange Gray IndianRed PeachPuff DarkSlateBlue SpringGreen SkyBlue
Thistle MediumSeaGreen PapayaWhip SaddleBrown SpringGreen Peru MidnightBlue Pink Blue Fuchsia
DarkTurquoise Silver DarkOliveGreen DarkBlue Teal CadetBlue MediumSlateBlue Honeydew Maroon CadetBlue
SpringGreen DarkOrange BlanchedAlmond Beige Burlywood LightSlateGray MediumSeaGreen IndianRed WhiteSmoke LightYellow
BinaryNumber_0001111 BinaryNumber_0110111 BinaryNumber_0011010 BinaryNumber_1000011 BinaryNumber_0010000 BinaryNumber_0111110 BinaryNumber_0011010 BinaryNumber_1011001 BinaryNumber_0111010 BinaryNumber_0001101
BinaryNumber_0101110 BinaryNumber_1001101 BinaryNumber_1010111 BinaryNumber_1011111 BinaryNumber_0111110 BinaryNumber_1100000 BinaryNumber_0000101 BinaryNumber_1000101 BinaryNumber_1010001 BinaryNumber_0001000
BinaryNumber_0010011 BinaryNumber_1010000 BinaryNumber_0010010 BinaryNumber_1001100 BinaryNumber_1000100 BinaryNumber_0101100 BinaryNumber_0000101 BinaryNumber_1011110 BinaryNumber_0110100 BinaryNumber_0110110
BinaryNumber_0000001 BinaryNumber_1010100 BinaryNumber_0010100 BinaryNumber_1010101 BinaryNumber_0001000 BinaryNumber_1010110 BinaryNumber_1001010 BinaryNumber_0100000 BinaryNumber_0101010 BinaryNumber_1011110
BinaryNumber_1010001 BinaryNumber_0101111 BinaryNumber_0001101 BinaryNumber_1010101 BinaryNumber_0010110 BinaryNumber_0110111 BinaryNumber_1100011 BinaryNumber_0101001 BinaryNumber_0001111 BinaryNumber_1100011
BinaryNumber_1001110 BinaryNumber_0100000 BinaryNumber_0000111 BinaryNumber_0010101 BinaryNumber_0001101 BinaryNumber_1000000 BinaryNumber_1001001 BinaryNumber_0111000 BinaryNumber_0100100 BinaryNumber_0011111
BinaryNumber_1001110 BinaryNumber_0010111 BinaryNumber_0000010 BinaryNumber_0000110 BinaryNumber_1010101 BinaryNumber_1010001 BinaryNumber_0101100 BinaryNumber_1000100 BinaryNumber_1001010 BinaryNumber_0001011
BinaryNumber_0001001 BinaryNumber_1010100 BinaryNumber_0011011 BinaryNumber_1001111 BinaryNumber_0100100 BinaryNumber_1011010 BinaryNumber_0000100 BinaryNumber_1010110 BinaryNumber_0011110 BinaryNumber_0101101
BinaryNumber_0100001 BinaryNumber_0110100 BinaryNumber_0101001 BinaryNumber_1010011 BinaryNumber_1100000 BinaryNumber_1010010 BinaryNumber_1000111 BinaryNumber_0000001 BinaryNumber_1011101 BinaryNumber_1010101
BinaryNumber_1000111 BinaryNumber_0101011 BinaryNumber_0000110 BinaryNumber_1011110 BinaryNumber_0101101 BinaryNumber_0100110 BinaryNumber_1011011 BinaryNumber_1100001 BinaryNumber_0000100 BinaryNumber_1001110
BinaryNumber_0010010 BinaryNumber_0101001 BinaryNumber_0111001 BinaryNumber_0000010 BinaryNumber_0010111 BinaryNumber_0101111 BinaryNumber_1010101 BinaryNumber_0101001 BinaryNumber_0010001 BinaryNumber_1011111
PrimeNumber_193 PrimeNumber_331 PrimeNumber_101 PrimeNumber_487 PrimeNumber_13 PrimeNumber_149 PrimeNumber_521 PrimeNumber_149 PrimeNumber_401 PrimeNumber_167
PrimeNumber_383 PrimeNumber_79 PrimeNumber_3 PrimeNumber_359 PrimeNumber_47 PrimeNumber_37 PrimeNumber_277 PrimeNumber_373 PrimeNumber_97 PrimeNumber_23
PrimeNumber_113 PrimeNumber_3 PrimeNumber_71 PrimeNumber_443 PrimeNumber_211 PrimeNumber_73 PrimeNumber_149 PrimeNumber_79 PrimeNumber_2 PrimeNumber_491
PrimeNumber_281 PrimeNumber_179 PrimeNumber_337 PrimeNumber_389 PrimeNumber_257 PrimeNumber_467 PrimeNumber_461 PrimeNumber_433 PrimeNumber_3 PrimeNumber_401
PrimeNumber_179 PrimeNumber_149 PrimeNumber_43 PrimeNumber_223 PrimeNumber_101 PrimeNumber_503 PrimeNumber_353 PrimeNumber_61 PrimeNumber_103 PrimeNumber_17
PrimeNumber_317 PrimeNumber_257 PrimeNumber_173 PrimeNumber_19 PrimeNumber_283 PrimeNumber_101 PrimeNumber_3 PrimeNumber_137 PrimeNumber_5 PrimeNumber_379
PrimeNumber_431 PrimeNumber_41 PrimeNumber_479 PrimeNumber_197 PrimeNumber_37 PrimeNumber_389 PrimeNumber_281 PrimeNumber_331 PrimeNumber_229 PrimeNumber_311
PrimeNumber_223 PrimeNumber_131 PrimeNumber_113 PrimeNumber_397 PrimeNumber_71 PrimeNumber_5 PrimeNumber_23 PrimeNumber_439 PrimeNumber_167 PrimeNumber_331
