Cyan MediumBlue BlanchedAlmond LemonChiffon PowderBlue Purple SaddleBrown DarkGreen SteelBlue DimGray
HotPink LightGoldenrodYellow Beige MediumAquamarine OrangeRed DarkKhaki Ivory GreenYellow Maroon Goldenrod
HotPink Indigo MediumVioletRed Thistle MediumOrchid DarkOrchid LightSeaGreen Maroon PowderBlue DarkCyan
Olive DodgerBlue PaleTurquoise LightSlateGray Black DarkSalmon RoyalBlue PaleGoldenrod LightGoldenrod Red
MediumOrchid DarkFuchsia PaleTurquoise MediumOrchid Sienna Pink SpringGreen LightCoral Purple White
PaleGreen Firebrick MediumTurquoise Brown SkyBlue LightCyan MediumSlateBlue Crimson PaleGoldenrod Honeydew
BlanchedAlmond DarkBlue PaleGreen Chocolate DeepPink SpringGreen Tan Beige LemonChiffon AliceBlue
Tomato Seashell SpringGreen MediumSlateBlue White DarkBlue LimeGreen DarkSlateGray MediumOrchid Teal
CornflowerBlue SaddleBrown Azure SeaGreen DarkSeaGreen MintCream OldLace LightGoldenrodYellow LightSlateGray LightGray
LightSeaGreen GreenYellow Firebrick BlanchedAlmond IndianRed Aquamarine DeepSkyBlue Seashell Crimson Silver
GreenYellow Gray DarkFuchsia Pink Bisque DarkOrange Gold Aquamarine LightGoldenrodYellow DarkCyan
22:27 11:28 18:50 10:33 17:42 20:49 12:12 11:32 14:32 15:10
18:16 10:13 10:33 13:47 15:56 16:13 10:30 17:54 13:44 11:24
10:48 14:31 11:11 15:21 16:54 15:48 18:16 14:20 15:56 10:19
14:54 11:33 13:39 20:47 13:21 10:27 13:57 21:32 23:26 22:18
19:54 23:50 23:32 16:44 13:16 13:53 16:15 13:15 23:35 17:39
10:34 22:52 23:13 12:25 18:57 22:18 11:34 14:22 17:45 18:44
17:26 19:55 18:44 18:43 16:22 14:21 10:50 12:43 23:31 18:23
14:55 19:32 10:24 19:12 21:34 10:49 13:19 20:28 20:19 14:52
12:30 21:23 18:20 12:40 11:21 14:56 21:50 18:38 20:18 15:54
19:31 14:30 17:15 13:26 16:25 11:33 16:26 20:14 16:56 14:58
23:53 23:15 23:18 22:12 15:45 21:15 11:39 13:44 21:51 11:57
Cochlea Smallintestine Tonsils Veins Ligaments Spinalnerves Eye Ligaments Tongue Cerebrum
Innerear Veins Cervix Bladder Sensoryorgans Ligaments Esophagus Placenta Ligaments Eardrum
Pharynx Cornea Ear Veins Largeintestine Liver Capillaries Capillaries Tongue Esophagus
Veins Spinalnerves Brain Urethra Iris Eye Nerves Eye Tonsils Spinalnerves
Eye Ligaments Outerear Iris Tongue Thymus Interstitium Cerebellum Retina Tongue
Rectum Ciliarybody Pharynx Pharynx Mouth Placenta Larynx Teeth Smallintestine Analcanal
Clitoris Cervix Midbrain Fallopiantubes Gallbladder Tastebuds Rectum Fallopiantubes Retina Largeintestine
Pharynx Uterus Scrotum Ligaments Spleen Mesentery Middleear Lips Pons Mouth
Eye Lymphaticvessel Lips Lens Rectum Thalamus Vagina Heart Duodenum Ureter
Muscle Thalamus Stomach Cecum Penis Veins Interstitium Ciliarybody Spleen Pons
