LightCoral PaleTurquoise DimGray CadetBlue Chartreuse Gray LightSlateBlue Sienna Thistle MediumVioletRed
PapayaWhip SkyBlue DarkGray MediumOrchid Khaki LavenderBlush DarkFuchsia LavenderBlush Blue PaleGoldenrod
IndianRed Snow OliveDrab SandyBrown DarkTurquoise NavajoWhite MediumSpringGreen DimGray VioletRed MediumBlue
LightGoldenrod Cyan Black DeepSkyBlue PaleTurquoise AliceBlue CadetBlue PaleGreen AliceBlue Gold
LightSlateGray Turquoise DodgerBlue Violet Honeydew Linen Lavender BlanchedAlmond PaleGoldenrod GhostWhite
Khaki MintCream RoyalBlue BlanchedAlmond DarkFuchsia Orchid MidnightBlue VioletRed LightCyan OliveDrab
Crimson Black LightSkyBlue CornflowerBlue LightGoldenrodYellow DeepSkyBlue Firebrick Goldenrod DarkFuchsia MediumPurple
LawnGreen LightSlateGray MediumTurquoise SeaGreen DarkGoldenrod SandyBrown Plum DarkKhaki FloralWhite LightSeaGreen
LightCyan Plum Sienna SkyBlue LawnGreen DarkViolet OldLace DarkKhaki Linen LavenderBlush
Lime LightCoral Lavender SandyBrown DarkSalmon Chartreuse DarkSlateBlue Thistle SaddleBrown DarkSeaGreen
MediumPurple MediumBlue Ivory MediumPurple MediumTurquoise DarkSlateGray WhiteSmoke DarkSlateGray SandyBrown LavenderBlush
CubeNumber_778688 CubeNumber_314432 CubeNumber_778688 CubeNumber_2197 CubeNumber_658503 CubeNumber_19683 CubeNumber_753571 CubeNumber_493039 CubeNumber_300763 CubeNumber_328509
CubeNumber_314432 CubeNumber_85184 CubeNumber_274625 CubeNumber_59319 CubeNumber_117649 CubeNumber_3375 CubeNumber_551368 CubeNumber_4096 CubeNumber_54872 CubeNumber_1331
CubeNumber_729000 CubeNumber_729000 CubeNumber_42875 CubeNumber_42875 CubeNumber_421875 CubeNumber_216 CubeNumber_216 CubeNumber_551368 CubeNumber_571787 CubeNumber_512
CubeNumber_5832 CubeNumber_103823 CubeNumber_512 CubeNumber_328509 CubeNumber_6859 CubeNumber_13824 CubeNumber_1728 CubeNumber_216 CubeNumber_238328 CubeNumber_32768
CubeNumber_91125 CubeNumber_175616 CubeNumber_157464 CubeNumber_35937 CubeNumber_32768 CubeNumber_8 CubeNumber_287496 CubeNumber_636056 CubeNumber_185193 CubeNumber_103823
CubeNumber_117649 CubeNumber_175616 CubeNumber_68921 CubeNumber_592704 CubeNumber_421875 CubeNumber_250047 CubeNumber_753571 CubeNumber_4913 CubeNumber_250047 CubeNumber_912673
CubeNumber_117649 CubeNumber_64000 CubeNumber_493039 CubeNumber_1000 CubeNumber_132651 CubeNumber_1000 CubeNumber_117649 CubeNumber_421875 CubeNumber_941192 CubeNumber_205379
CubeNumber_1728 CubeNumber_110592 CubeNumber_4913 CubeNumber_97336 CubeNumber_636056 CubeNumber_19683 CubeNumber_681472 CubeNumber_4913 CubeNumber_132651 CubeNumber_74088
CubeNumber_343 CubeNumber_343000 CubeNumber_592704 CubeNumber_27 CubeNumber_97336 CubeNumber_19683 CubeNumber_27000 CubeNumber_10648 CubeNumber_551368 CubeNumber_729000
CubeNumber_592704 CubeNumber_4096 CubeNumber_941192 CubeNumber_79507 CubeNumber_19683 CubeNumber_405224 CubeNumber_24389 CubeNumber_941192 CubeNumber_456533 CubeNumber_729
CubeNumber_148877 CubeNumber_175616 CubeNumber_9261 CubeNumber_753571 CubeNumber_592704 CubeNumber_35937 CubeNumber_830584 CubeNumber_8 CubeNumber_531441 CubeNumber_343
BinaryNumber_0000000 BinaryNumber_0110111 BinaryNumber_0010010 BinaryNumber_1001001 BinaryNumber_0111010 BinaryNumber_0111100 BinaryNumber_0001010 BinaryNumber_1001101 BinaryNumber_0100010 BinaryNumber_0100110
BinaryNumber_0011011 BinaryNumber_0001001 BinaryNumber_1001100 BinaryNumber_1000011 BinaryNumber_0011100 BinaryNumber_0001011 BinaryNumber_1011010 BinaryNumber_1100010 BinaryNumber_1010010 BinaryNumber_1100011
BinaryNumber_1001001 BinaryNumber_1001111 BinaryNumber_1100010 BinaryNumber_0100101 BinaryNumber_0011101 BinaryNumber_0001000 BinaryNumber_1010000 BinaryNumber_1001010 BinaryNumber_0100111 BinaryNumber_1010010
BinaryNumber_0111100 BinaryNumber_0011000 BinaryNumber_0011101 BinaryNumber_0111100 BinaryNumber_0010110 BinaryNumber_1000101 BinaryNumber_1000110 BinaryNumber_1001010 BinaryNumber_0001100 BinaryNumber_1000001
BinaryNumber_0000100 BinaryNumber_1011000 BinaryNumber_0101111 BinaryNumber_0010110 BinaryNumber_1011010 BinaryNumber_0001111 BinaryNumber_0111001 BinaryNumber_1011100 BinaryNumber_0111110 BinaryNumber_0110100
BinaryNumber_0100001 BinaryNumber_0111000 BinaryNumber_1010111 BinaryNumber_1010101 BinaryNumber_1010000 BinaryNumber_0101001 BinaryNumber_0001110 BinaryNumber_0011101 BinaryNumber_0011100 BinaryNumber_0100110
BinaryNumber_0111010 BinaryNumber_1011000 BinaryNumber_1001010 BinaryNumber_0111011 BinaryNumber_1011001 BinaryNumber_0001001 BinaryNumber_0101011 BinaryNumber_0110110 BinaryNumber_0011101 BinaryNumber_0100001
BinaryNumber_0110011 BinaryNumber_1010111 BinaryNumber_0011111 BinaryNumber_0110001 BinaryNumber_1001001 BinaryNumber_1010111 BinaryNumber_0100110 BinaryNumber_0101000 BinaryNumber_0011010 BinaryNumber_0000010
BinaryNumber_0001111 BinaryNumber_1000000 BinaryNumber_0110010 BinaryNumber_0110111 BinaryNumber_0100101 BinaryNumber_0000001 BinaryNumber_1010111 BinaryNumber_1010000 BinaryNumber_1100011 BinaryNumber_0100001
BinaryNumber_0001111 BinaryNumber_0010010 BinaryNumber_1000001 BinaryNumber_1010001 BinaryNumber_0100000 BinaryNumber_0000110 BinaryNumber_1011011 BinaryNumber_0111100 BinaryNumber_1001101 BinaryNumber_1100001
BinaryNumber_0110011 BinaryNumber_0001011 BinaryNumber_1000000 BinaryNumber_0011001 BinaryNumber_0000001 BinaryNumber_1011001 BinaryNumber_1100010 BinaryNumber_1010100 BinaryNumber_0100100 BinaryNumber_0100100
temperature__93c temperature__139c temperature__131c temperature__131c temperature__95c temperature__109c temperature__58c temperature__78c temperature__49c temperature__33c
temperature__116c temperature__2c temperature__122c temperature__136c temperature__144c temperature__11c temperature__142c temperature__136c temperature__0c temperature__126c
temperature__146c temperature__46c temperature__35c temperature__93c temperature__87c temperature__126c temperature__16c temperature__88c temperature__54c temperature__92c
temperature__4c temperature__40c temperature__106c temperature__82c temperature__140c temperature__144c temperature__58c temperature__63c temperature__138c temperature__144c
temperature__147c temperature__78c temperature__74c temperature__64c temperature__105c temperature__112c temperature__105c temperature__112c temperature__11c temperature__24c
temperature__17c temperature__58c temperature__12c temperature__59c temperature__24c temperature__71c temperature__98c temperature__47c temperature__31c temperature__86c
temperature__4c temperature__95c temperature__33c temperature__142c temperature__126c temperature__68c temperature__100c temperature__10c temperature__109c temperature__58c
temperature__136c temperature__10c temperature__59c temperature__27c temperature__68c temperature__69c temperature__30c temperature__78c temperature__146c temperature__34c
temperature__146c temperature__5c temperature__7c temperature__69c temperature__49c temperature__4c temperature__138c temperature__71c temperature__7c temperature__146c
temperature__28c temperature__71c temperature__87c temperature__90c temperature__21c temperature__42c temperature__16c temperature__56c temperature__30c temperature__146c
temperature__126c temperature__148c temperature__119c temperature__2c temperature__144c temperature__144c temperature__30c temperature__28c temperature__86c temperature__10c
SquareNumber_81 SquareNumber_3364 SquareNumber_7921 SquareNumber_6724 SquareNumber_144 SquareNumber_2809 SquareNumber_2704 SquareNumber_16 SquareNumber_9409 SquareNumber_1764
SquareNumber_4900 SquareNumber_625 SquareNumber_900 SquareNumber_36 SquareNumber_1849 SquareNumber_6084 SquareNumber_3721 SquareNumber_8649 SquareNumber_2116 SquareNumber_25
SquareNumber_841 SquareNumber_5929 SquareNumber_6084 SquareNumber_2304 SquareNumber_2116 SquareNumber_49 SquareNumber_2809 SquareNumber_8649 SquareNumber_4 SquareNumber_3844
SquareNumber_3364 SquareNumber_4356 SquareNumber_256 SquareNumber_81 SquareNumber_3364 SquareNumber_841 SquareNumber_5929 SquareNumber_1156 SquareNumber_7056 SquareNumber_5929
SquareNumber_81 SquareNumber_7056 SquareNumber_8464 SquareNumber_4761 SquareNumber_5476 SquareNumber_7396 SquareNumber_361 SquareNumber_676 SquareNumber_7225 SquareNumber_2209
SquareNumber_1681 SquareNumber_5476 SquareNumber_961 SquareNumber_1024 SquareNumber_1024 SquareNumber_529 SquareNumber_3481 SquareNumber_1296 SquareNumber_2304 SquareNumber_900
SquareNumber_2209 SquareNumber_49 SquareNumber_1369 SquareNumber_961 SquareNumber_256 SquareNumber_3600 SquareNumber_7396 SquareNumber_256 SquareNumber_6561 SquareNumber_1681
SquareNumber_289 SquareNumber_10000 SquareNumber_441 SquareNumber_5329 SquareNumber_961 SquareNumber_10000 SquareNumber_3481 SquareNumber_2401 SquareNumber_961 SquareNumber_1225
SquareNumber_324 SquareNumber_8464 SquareNumber_64 SquareNumber_6400 SquareNumber_4356 SquareNumber_4489 SquareNumber_196 SquareNumber_9604 SquareNumber_36 SquareNumber_2209
