worried impossible old-fashioned itchy busy worrisome shy bored lonely obnoxious
energetic dangerous uptight scary homeless outstanding successful funny drab lovely
cooperative dizzy victorious bloody relieved long glamorous tasty muddy horrible
homely rich hilarious putrid prickly average elegant good stormy stupid
open nutty outstanding panicky weary sore tender thoughtless awful tame
zealous thankful grumpy dull mysterious encouraging jittery courageous uptight agreeable
frightened motionless impossible elated excited nice colorful breakable happy pleasant
witty poised shiny pleasant combative ashamed poised faithful crazy inquisitive
precious careful enthusiastic shy impossible long clear graceful gentle cute
frail healthy innocent wandering impossible vast grotesque outstanding clean condemned
easy dull drab poised puzzled embarrassed ugly open wide-eyed calm
Abiu Lime Plumcot Papaya Damson Breadfruit Feijoa Fig Mulberry Redcurrant
Blackcurrant Raisin Tangelo Soursop Blackberry Cherry Lulo Cashew Prune Currant
Kiwano Lulo Longan Loquat Sapote Fig Honeyberry Sapote Fig Marionberry
Açaí Blackberry Lulo Elderberry Sapote Cranberry Blackcurrant Marionberry Satsuma Mandarine
Cherry Loganberry Blackberry Kumquat Raspberry Lime Fig Jostaberry Coconut Honeydew
Tamarind Tayberry Apple Elderberry Nectarine Peach Loquat Blackberry Longan Orange
Pear Avocado Damson Watermelon Lemon Lulo Cherimoya Loganberry Orange Loquat
Pear Kiwifruit Fig Açaí Araza Cherry Honeyberry Akebi Date Pawpaw
Rambutan  Cantaloupe Marionberry Lemon Ximenia Mandarine Blackcurrant Abiu Honeyberry Bilberry
Abiu Mandarine Blueberry Tangelo Araza Melon Quince Strawberry Persimmon Plantain
Mango Tangerine Jackfruit Plumcot Durian Loquat Ackee Jackfruit Longan Tamarillo
16:56 16:49 14:38 16:45 21:49 20:37 19:50 14:39 22:30 10:10
23:19 12:16 18:18 21:31 18:12 19:22 21:42 15:33 21:47 10:37
19:45 18:21 17:14 18:42 14:52 18:29 18:45 17:44 16:48 12:57
13:27 17:27 17:14 20:15 13:26 16:14 18:23 16:36 14:32 16:26
23:29 23:39 12:36 10:27 23:31 16:50 16:39 20:17 10:39 21:47
16:26 10:55 18:51 15:57 13:43 10:44 19:47 23:55 23:27 18:27
20:24 16:14 23:59 13:19 16:41 10:59 14:43 16:33 16:48 22:10
11:58 16:52 13:41 14:39 15:49 12:16 16:11 23:35 15:44 19:17
13:40 20:13 23:47 17:59 11:37 23:38 23:31 14:56 13:14 13:26
20:21 16:56 19:32 14:12 23:36 14:48 22:28 11:54 23:14 11:41
12:37 21:42 20:18 14:54 12:11 14:10 19:28 17:23 23:18 16:20
BinaryNumber_0010100 BinaryNumber_1010101 BinaryNumber_0101010 BinaryNumber_1010000 BinaryNumber_0100100 BinaryNumber_0110001 BinaryNumber_1010001 BinaryNumber_0110110 BinaryNumber_1010001 BinaryNumber_1000111
BinaryNumber_0100011 BinaryNumber_0000110 BinaryNumber_0001010 BinaryNumber_1000100 BinaryNumber_0110000 BinaryNumber_1011101 BinaryNumber_1000101 BinaryNumber_0110010 BinaryNumber_0011001 BinaryNumber_1001110
BinaryNumber_0100100 BinaryNumber_1000101 BinaryNumber_0111000 BinaryNumber_1000110 BinaryNumber_1011001 BinaryNumber_0010001 BinaryNumber_0101011 BinaryNumber_1011010 BinaryNumber_0111110 BinaryNumber_0010100
BinaryNumber_0010000 BinaryNumber_0001110 BinaryNumber_0111001 BinaryNumber_1010111 BinaryNumber_0010100 BinaryNumber_0100100 BinaryNumber_0101111 BinaryNumber_0111110 BinaryNumber_1010101 BinaryNumber_0010101
BinaryNumber_0110011 BinaryNumber_0011111 BinaryNumber_1011000 BinaryNumber_0100010 BinaryNumber_0011001 BinaryNumber_0110111 BinaryNumber_0110111 BinaryNumber_0011101 BinaryNumber_1010100 BinaryNumber_0100111
BinaryNumber_0110011 BinaryNumber_0111000 BinaryNumber_0001101 BinaryNumber_0011000 BinaryNumber_1010010 BinaryNumber_0011010 BinaryNumber_0001001 BinaryNumber_1001110 BinaryNumber_0000111 BinaryNumber_0001001
BinaryNumber_1100000 BinaryNumber_0100110 BinaryNumber_1100001 BinaryNumber_1011000 BinaryNumber_0010011 BinaryNumber_1010010 BinaryNumber_0001101 BinaryNumber_1100010 BinaryNumber_1011111 BinaryNumber_0000101
BinaryNumber_1000010 BinaryNumber_1001011 BinaryNumber_0001111 BinaryNumber_0100111 BinaryNumber_1100011 BinaryNumber_0010110 BinaryNumber_0101000 BinaryNumber_0001110 BinaryNumber_1010100 BinaryNumber_0111010
BinaryNumber_0011011 BinaryNumber_1000110 BinaryNumber_0111101 BinaryNumber_1000000 BinaryNumber_1000011 BinaryNumber_0110110 BinaryNumber_0000000 BinaryNumber_0101101 BinaryNumber_1000111 BinaryNumber_0000011
