PrimeNumber_41 PrimeNumber_227 PrimeNumber_269 PrimeNumber_179 PrimeNumber_373 PrimeNumber_191 PrimeNumber_241 PrimeNumber_521 PrimeNumber_151 PrimeNumber_359
PrimeNumber_503 PrimeNumber_5 PrimeNumber_181 PrimeNumber_337 PrimeNumber_499 PrimeNumber_179 PrimeNumber_443 PrimeNumber_523 PrimeNumber_173 PrimeNumber_521
PrimeNumber_149 PrimeNumber_359 PrimeNumber_179 PrimeNumber_269 PrimeNumber_449 PrimeNumber_499 PrimeNumber_101 PrimeNumber_373 PrimeNumber_173 PrimeNumber_47
PrimeNumber_79 PrimeNumber_157 PrimeNumber_443 PrimeNumber_509 PrimeNumber_11 PrimeNumber_151 PrimeNumber_383 PrimeNumber_251 PrimeNumber_283 PrimeNumber_167
PrimeNumber_197 PrimeNumber_149 PrimeNumber_13 PrimeNumber_193 PrimeNumber_311 PrimeNumber_523 PrimeNumber_17 PrimeNumber_131 PrimeNumber_79 PrimeNumber_157
PrimeNumber_359 PrimeNumber_457 PrimeNumber_227 PrimeNumber_463 PrimeNumber_109 PrimeNumber_331 PrimeNumber_313 PrimeNumber_317 PrimeNumber_167 PrimeNumber_163
PrimeNumber_367 PrimeNumber_223 PrimeNumber_151 PrimeNumber_233 PrimeNumber_401 PrimeNumber_97 PrimeNumber_5 PrimeNumber_139 PrimeNumber_41 PrimeNumber_89
PrimeNumber_401 PrimeNumber_13 PrimeNumber_79 PrimeNumber_157 PrimeNumber_37 PrimeNumber_373 PrimeNumber_367 PrimeNumber_3 PrimeNumber_283 PrimeNumber_257
PrimeNumber_11 PrimeNumber_241 PrimeNumber_233 PrimeNumber_431 PrimeNumber_421 PrimeNumber_41 PrimeNumber_131 PrimeNumber_233 PrimeNumber_47 PrimeNumber_307
PrimeNumber_283 PrimeNumber_367 PrimeNumber_509 PrimeNumber_17 PrimeNumber_13 PrimeNumber_67 PrimeNumber_103 PrimeNumber_191 PrimeNumber_229 PrimeNumber_5
PrimeNumber_499 PrimeNumber_157 PrimeNumber_61 PrimeNumber_487 PrimeNumber_367 PrimeNumber_463 PrimeNumber_541 PrimeNumber_547 PrimeNumber_373 PrimeNumber_269
SquareNumber_9409 SquareNumber_9216 SquareNumber_441 SquareNumber_8836 SquareNumber_3481 SquareNumber_8836 SquareNumber_6400 SquareNumber_1296 SquareNumber_9801 SquareNumber_4900
SquareNumber_3969 SquareNumber_4356 SquareNumber_7921 SquareNumber_2601 SquareNumber_484 SquareNumber_2116 SquareNumber_16 SquareNumber_3844 SquareNumber_4225 SquareNumber_2116
SquareNumber_225 SquareNumber_4 SquareNumber_784 SquareNumber_2401 SquareNumber_3136 SquareNumber_4356 SquareNumber_2704 SquareNumber_2704 SquareNumber_25 SquareNumber_3721
SquareNumber_5776 SquareNumber_1764 SquareNumber_3136 SquareNumber_25 SquareNumber_9216 SquareNumber_2500 SquareNumber_784 SquareNumber_1764 SquareNumber_9025 SquareNumber_5625
SquareNumber_7921 SquareNumber_529 SquareNumber_1156 SquareNumber_8100 SquareNumber_729 SquareNumber_225 SquareNumber_4489 SquareNumber_9 SquareNumber_3136 SquareNumber_529
SquareNumber_6241 SquareNumber_8281 SquareNumber_7921 SquareNumber_49 SquareNumber_1444 SquareNumber_7921 SquareNumber_5476 SquareNumber_784 SquareNumber_196 SquareNumber_2401
SquareNumber_9409 SquareNumber_2116 SquareNumber_10000 SquareNumber_1225 SquareNumber_6724 SquareNumber_8281 SquareNumber_4900 SquareNumber_8649 SquareNumber_5476 SquareNumber_729
SquareNumber_6241 SquareNumber_2704 SquareNumber_729 SquareNumber_1296 SquareNumber_16 SquareNumber_6084 SquareNumber_121 SquareNumber_961 SquareNumber_6400 SquareNumber_5184
SquareNumber_900 SquareNumber_1681 SquareNumber_2116 SquareNumber_64 SquareNumber_6724 SquareNumber_4489 SquareNumber_2916 SquareNumber_8836 SquareNumber_2704 SquareNumber_2809
SquareNumber_3136 SquareNumber_9604 SquareNumber_2916 SquareNumber_4489 SquareNumber_900 SquareNumber_4356 SquareNumber_1600 SquareNumber_2401 SquareNumber_2116 SquareNumber_8649
SquareNumber_5184 SquareNumber_49 SquareNumber_1849 SquareNumber_81 SquareNumber_4489 SquareNumber_529 SquareNumber_64 SquareNumber_7569 SquareNumber_2025 SquareNumber_4096
temperature__59c temperature__108c temperature__8c temperature__4c temperature__88c temperature__12c temperature__109c temperature__131c temperature__12c temperature__90c
temperature__64c temperature__147c temperature__41c temperature__28c temperature__56c temperature__119c temperature__10c temperature__17c temperature__14c temperature__148c
temperature__79c temperature__22c temperature__84c temperature__3c temperature__84c temperature__59c temperature__111c temperature__129c temperature__120c temperature__56c
temperature__34c temperature__90c temperature__137c temperature__49c temperature__144c temperature__132c temperature__100c temperature__144c temperature__36c temperature__8c
temperature__10c temperature__73c temperature__23c temperature__87c temperature__70c temperature__23c temperature__90c temperature__87c temperature__26c temperature__122c
temperature__56c temperature__130c temperature__39c temperature__141c temperature__7c temperature__35c temperature__31c temperature__70c temperature__95c temperature__124c
temperature__21c temperature__105c temperature__5c temperature__71c temperature__47c temperature__74c temperature__112c temperature__10c temperature__36c temperature__24c
temperature__17c temperature__57c temperature__126c temperature__21c temperature__148c temperature__63c temperature__112c temperature__52c temperature__17c temperature__78c
temperature__139c temperature__58c temperature__126c temperature__126c temperature__148c temperature__57c temperature__64c temperature__106c temperature__145c temperature__77c
temperature__40c temperature__70c temperature__106c temperature__136c temperature__142c temperature__56c temperature__8c temperature__53c temperature__95c temperature__87c
temperature__34c temperature__86c temperature__5c temperature__70c temperature__130c temperature__95c temperature__73c temperature__116c temperature__39c temperature__64c
Prune Tamarillo Plantain Nance Pomegranate Honeydew Blackberry Cempedak Elderberry Raspberry
Mango Gooseberry Cherimoya Araza Damson Melon Mangosteen Yuzu Kiwifruit Honeyberry
Pear Honeydew Grapefruit Ximenia Salak Cranberry Raisin Durian Honeyberry Grapefruit
Pawpaw Abiu Coconut Peach Plantain Strawberry Cloudberry Sapote Lemon Cashew
Avocado Mango Salak Banana Raspberry Rambutan  Persimmon Lemon Sapodilla Nance
Pineberry Avocado Grapefruit Sapote Bilberry Honeydew Raspberry Prune Blackberry Raspberry
Banana Durian Nance Watermelon Jambul Feijoa Durian Mandarine Cranberry Lychee
Quince Honeyberry Grape Avocado Ackee Prune Canistel Persimmon Acerola Date
Strawberry Tangelo Boysenberry Jambul Huckleberry Huckleberry Pineapple Tamarillo Honeydew Grape
Ackee Tangelo Apple Tangerine Honeydew Marionberry Akebi Lemon Pomegranate Sapodilla
Pomegranate Sapodilla Satsuma Redcurrant Sapote Blackberry Yuzu Pineapple Lulo Guava
BinaryNumber_1011110 BinaryNumber_0111111 BinaryNumber_0100101 BinaryNumber_1011000 BinaryNumber_0000110 BinaryNumber_0101101 BinaryNumber_0111100 BinaryNumber_0100011 BinaryNumber_0111010 BinaryNumber_0010111
