CubeNumber_64000 CubeNumber_474552 CubeNumber_27 CubeNumber_343 CubeNumber_103823 CubeNumber_531441 CubeNumber_79507 CubeNumber_857375 CubeNumber_912673 CubeNumber_778688
CubeNumber_125000 CubeNumber_85184 CubeNumber_64000 CubeNumber_74088 CubeNumber_64000 CubeNumber_1331 CubeNumber_729000 CubeNumber_17576 CubeNumber_46656 CubeNumber_884736
CubeNumber_21952 CubeNumber_1331 CubeNumber_421875 CubeNumber_6859 CubeNumber_91125 CubeNumber_6859 CubeNumber_226981 CubeNumber_17576 CubeNumber_64 CubeNumber_328509
CubeNumber_474552 CubeNumber_4096 CubeNumber_19683 CubeNumber_91125 CubeNumber_54872 CubeNumber_3375 CubeNumber_456533 CubeNumber_778688 CubeNumber_226981 CubeNumber_216
CubeNumber_46656 CubeNumber_238328 CubeNumber_27000 CubeNumber_830584 CubeNumber_226981 CubeNumber_343 CubeNumber_571787 CubeNumber_3375 CubeNumber_571787 CubeNumber_405224
CubeNumber_157464 CubeNumber_59319 CubeNumber_343 CubeNumber_27 CubeNumber_54872 CubeNumber_21952 CubeNumber_328509 CubeNumber_830584 CubeNumber_857375 CubeNumber_1000
CubeNumber_328509 CubeNumber_175616 CubeNumber_64000 CubeNumber_287496 CubeNumber_32768 CubeNumber_3375 CubeNumber_17576 CubeNumber_912673 CubeNumber_166375 CubeNumber_85184
CubeNumber_17576 CubeNumber_79507 CubeNumber_125000 CubeNumber_456533 CubeNumber_10648 CubeNumber_205379 CubeNumber_804357 CubeNumber_157464 CubeNumber_373248 CubeNumber_2197
CubeNumber_343000 CubeNumber_421875 CubeNumber_729 CubeNumber_1331 CubeNumber_8 CubeNumber_74088 CubeNumber_636056 CubeNumber_12167 CubeNumber_195112 CubeNumber_2744
CubeNumber_5832 CubeNumber_592704 CubeNumber_2744 CubeNumber_46656 CubeNumber_300763 CubeNumber_68921 CubeNumber_438976 CubeNumber_64 CubeNumber_185193 CubeNumber_205379
CubeNumber_32768 CubeNumber_64 CubeNumber_103823 CubeNumber_274625 CubeNumber_729000 CubeNumber_148877 CubeNumber_68921 CubeNumber_42875 CubeNumber_79507 CubeNumber_262144
