Violet Indigo LightCyan MediumVioletRed LightBlue AliceBlue Ivory DodgerBlue MintCream Pink
Navy Yellow Olive DarkGoldenrod MediumSlateBlue Indigo DimGray DarkSlateBlue DarkSlateBlue Goldenrod
MediumSpringGreen SpringGreen DarkSlateGray LightBlue MediumSlateBlue Peru SlateBlue Burlywood NavajoWhite Linen
HotPink DarkOrange CadetBlue DarkRed Linen SlateGray Wheat LavenderBlush LimeGreen SlateBlue
AliceBlue Teal MintCream Black Navy Gold Lime LightSalmon Orchid MediumBlue
DeepSkyBlue DarkGreen LightSlateGray LightGoldenrodYellow White CadetBlue LightCoral Pink Salmon Cornsilk
Chartreuse Pink LightBlue SlateGray LightSalmon LightGoldenrod LightGoldenrodYellow Purple AliceBlue DarkSlateBlue
MediumBlue Wheat DarkBlue SteelBlue CadetBlue Coral CadetBlue SeaGreen Green Bisque
MediumBlue SaddleBrown LawnGreen Thistle DarkGoldenrod White Wheat LightSlateGray Pink DarkRed
Teal LimeGreen DarkSlateBlue MidnightBlue Black Moccasin MediumSpringGreen WhiteSmoke DarkRed Wheat
Peru Cyan NavajoWhite Firebrick LightSalmon Cyan MediumSlateBlue LightSkyBlue DarkSalmon SaddleBrown
CubeNumber_250047 CubeNumber_373248 CubeNumber_17576 CubeNumber_74088 CubeNumber_474552 CubeNumber_1331 CubeNumber_24389 CubeNumber_804357 CubeNumber_39304 CubeNumber_343000
CubeNumber_125000 CubeNumber_389017 CubeNumber_110592 CubeNumber_9261 CubeNumber_110592 CubeNumber_729000 CubeNumber_729000 CubeNumber_753571 CubeNumber_592704 CubeNumber_5832
CubeNumber_132651 CubeNumber_343000 CubeNumber_1331 CubeNumber_140608 CubeNumber_778688 CubeNumber_5832 CubeNumber_262144 CubeNumber_32768 CubeNumber_704969 CubeNumber_175616
CubeNumber_438976 CubeNumber_357911 CubeNumber_15625 CubeNumber_238328 CubeNumber_1000 CubeNumber_42875 CubeNumber_125 CubeNumber_512 CubeNumber_614125 CubeNumber_389017
CubeNumber_300763 CubeNumber_531441 CubeNumber_21952 CubeNumber_195112 CubeNumber_300763 CubeNumber_250047 CubeNumber_50653 CubeNumber_729000 CubeNumber_343000 CubeNumber_857375
CubeNumber_68921 CubeNumber_17576 CubeNumber_166375 CubeNumber_42875 CubeNumber_19683 CubeNumber_250047 CubeNumber_148877 CubeNumber_421875 CubeNumber_10648 CubeNumber_262144
CubeNumber_571787 CubeNumber_125 CubeNumber_328509 CubeNumber_658503 CubeNumber_389017 CubeNumber_262144 CubeNumber_262144 CubeNumber_274625 CubeNumber_884736 CubeNumber_19683
CubeNumber_2197 CubeNumber_64000 CubeNumber_35937 CubeNumber_729 CubeNumber_125000 CubeNumber_753571 CubeNumber_262144 CubeNumber_262144 CubeNumber_474552 CubeNumber_658503
