Coral LemonChiffon DodgerBlue Olive Wheat Ivory Firebrick MediumBlue OrangeRed DarkFuchsia
GhostWhite BlueViolet LightYellow Coral DeepPink Azure DarkSlateBlue Black LawnGreen Chocolate
DarkGoldenrod AntiqueWhite MediumSpringGreen Snow Brown LemonChiffon LightBlue DeepPink Ivory OrangeRed
Feldspar PaleTurquoise LightGray IndianRed AliceBlue Azure Navy SlateGray SkyBlue Crimson
DarkGreen DarkTurquoise LightGoldenrodYellow DarkKhaki DarkRed SandyBrown LightGreen LightGray LimeGreen LightGray
Chocolate GhostWhite MediumSlateBlue MediumSlateBlue DarkViolet Orange MintCream DarkOrchid Azure MistyRose
Silver LightSalmon Salmon LightGreen MediumSpringGreen Orchid Gainsboro SkyBlue Moccasin Beige
LightBlue Indigo Khaki OliveDrab MediumBlue DarkKhaki Brown Lime DarkSlateGray DodgerBlue
DarkFuchsia MediumVioletRed AntiqueWhite LightCyan LightSteelBlue Goldenrod DimGray OliveDrab Firebrick GhostWhite
SandyBrown VioletRed Gainsboro Cornsilk Maroon Beige LimeGreen LightGoldenrod Blue DarkGoldenrod
Plum Honeydew MediumAquamarine LightSteelBlue Cornsilk VioletRed Sienna Honeydew Moccasin DarkViolet
temperature__50c temperature__8c temperature__111c temperature__69c temperature__145c temperature__49c temperature__4c temperature__70c temperature__10c temperature__7c
temperature__8c temperature__54c temperature__100c temperature__92c temperature__92c temperature__126c temperature__51c temperature__131c temperature__123c temperature__21c
temperature__0c temperature__34c temperature__5c temperature__79c temperature__0c temperature__58c temperature__34c temperature__139c temperature__35c temperature__90c
temperature__132c temperature__123c temperature__145c temperature__0c temperature__39c temperature__5c temperature__100c temperature__69c temperature__5c temperature__4c
temperature__92c temperature__100c temperature__54c temperature__21c temperature__34c temperature__17c temperature__144c temperature__39c temperature__28c temperature__57c
temperature__26c temperature__93c temperature__98c temperature__91c temperature__108c temperature__116c temperature__21c temperature__4c temperature__27c temperature__61c
temperature__108c temperature__85c temperature__17c temperature__65c temperature__6c temperature__118c temperature__90c temperature__4c temperature__69c temperature__140c
temperature__77c temperature__7c temperature__142c temperature__118c temperature__52c temperature__87c temperature__31c temperature__92c temperature__44c temperature__3c
temperature__131c temperature__109c temperature__77c temperature__145c temperature__17c temperature__23c temperature__17c temperature__34c temperature__17c temperature__88c
temperature__124c temperature__141c temperature__61c temperature__33c temperature__93c temperature__47c temperature__44c temperature__50c temperature__42c temperature__111c
temperature__82c temperature__137c temperature__146c temperature__140c temperature__130c temperature__90c temperature__63c temperature__132c temperature__73c temperature__49c
BinaryNumber_1011100 BinaryNumber_1010100 BinaryNumber_0111111 BinaryNumber_1001100 BinaryNumber_0101101 BinaryNumber_0011100 BinaryNumber_1010110 BinaryNumber_0010101 BinaryNumber_0001111 BinaryNumber_0011110
BinaryNumber_0010111 BinaryNumber_1011100 BinaryNumber_0111100 BinaryNumber_1010010 BinaryNumber_0110011 BinaryNumber_1010000 BinaryNumber_0110100 BinaryNumber_1011011 BinaryNumber_1100001 BinaryNumber_0010111
BinaryNumber_0110011 BinaryNumber_0101111 BinaryNumber_1010111 BinaryNumber_0000011 BinaryNumber_0000101 BinaryNumber_1000111 BinaryNumber_1000001 BinaryNumber_1000001 BinaryNumber_0011110 BinaryNumber_0000101
BinaryNumber_0000100 BinaryNumber_1000111 BinaryNumber_1001101 BinaryNumber_0001011 BinaryNumber_0101001 BinaryNumber_1001000 BinaryNumber_0000100 BinaryNumber_0001010 BinaryNumber_0110011 BinaryNumber_0111000
BinaryNumber_1010010 BinaryNumber_0100111 BinaryNumber_0110011 BinaryNumber_1000001 BinaryNumber_0001000 BinaryNumber_1011101 BinaryNumber_0110011 BinaryNumber_0111101 BinaryNumber_0111100 BinaryNumber_0100111
BinaryNumber_1000100 BinaryNumber_0100000 BinaryNumber_1100010 BinaryNumber_1010111 BinaryNumber_0101011 BinaryNumber_0000001 BinaryNumber_0001111 BinaryNumber_1011011 BinaryNumber_1011110 BinaryNumber_1000100
BinaryNumber_0001000 BinaryNumber_1010111 BinaryNumber_0110100 BinaryNumber_0000111 BinaryNumber_0111101 BinaryNumber_0111111 BinaryNumber_0101011 BinaryNumber_0000110 BinaryNumber_1000010 BinaryNumber_1100010
BinaryNumber_1001101 BinaryNumber_1000111 BinaryNumber_0100110 BinaryNumber_1001011 BinaryNumber_0101011 BinaryNumber_0000010 BinaryNumber_1001101 BinaryNumber_1000011 BinaryNumber_0111100 BinaryNumber_0111111
BinaryNumber_1011001 BinaryNumber_0111000 BinaryNumber_1011110 BinaryNumber_0011101 BinaryNumber_0111101 BinaryNumber_1001100 BinaryNumber_1000000 BinaryNumber_0101011 BinaryNumber_0101110 BinaryNumber_1011101
BinaryNumber_0110100 BinaryNumber_0111101 BinaryNumber_1100011 BinaryNumber_0100000 BinaryNumber_1000001 BinaryNumber_1000101 BinaryNumber_1010011 BinaryNumber_1001111 BinaryNumber_1000111 BinaryNumber_1010111
BinaryNumber_1000000 BinaryNumber_0111011 BinaryNumber_0111010 BinaryNumber_0100010 BinaryNumber_0111110 BinaryNumber_0111110 BinaryNumber_0111101 BinaryNumber_1010011 BinaryNumber_0010000 BinaryNumber_0001101
PrimeNumber_227 PrimeNumber_11 PrimeNumber_11 PrimeNumber_103 PrimeNumber_97 PrimeNumber_331 PrimeNumber_257 PrimeNumber_397 PrimeNumber_151 PrimeNumber_293
PrimeNumber_337 PrimeNumber_449 PrimeNumber_313 PrimeNumber_307 PrimeNumber_67 PrimeNumber_101 PrimeNumber_61 PrimeNumber_2 PrimeNumber_499 PrimeNumber_487
PrimeNumber_401 PrimeNumber_353 PrimeNumber_41 PrimeNumber_43 PrimeNumber_131 PrimeNumber_139 PrimeNumber_283 PrimeNumber_127 PrimeNumber_79 PrimeNumber_37
PrimeNumber_61 PrimeNumber_13 PrimeNumber_311 PrimeNumber_463 PrimeNumber_449 PrimeNumber_7 PrimeNumber_431 PrimeNumber_461 PrimeNumber_293 PrimeNumber_223
PrimeNumber_131 PrimeNumber_181 PrimeNumber_307 PrimeNumber_401 PrimeNumber_17 PrimeNumber_233 PrimeNumber_509 PrimeNumber_311 PrimeNumber_167 PrimeNumber_311
PrimeNumber_127 PrimeNumber_461 PrimeNumber_503 PrimeNumber_283 PrimeNumber_433 PrimeNumber_113 PrimeNumber_509 PrimeNumber_83 PrimeNumber_463 PrimeNumber_167
PrimeNumber_17 PrimeNumber_37 PrimeNumber_11 PrimeNumber_173 PrimeNumber_349 PrimeNumber_353 PrimeNumber_139 PrimeNumber_211 PrimeNumber_349 PrimeNumber_541
PrimeNumber_47 PrimeNumber_457 PrimeNumber_541 PrimeNumber_89 PrimeNumber_449 PrimeNumber_233 PrimeNumber_211 PrimeNumber_433 PrimeNumber_139 PrimeNumber_179
PrimeNumber_2 PrimeNumber_313 PrimeNumber_79 PrimeNumber_331 PrimeNumber_283 PrimeNumber_521 PrimeNumber_523 PrimeNumber_53 PrimeNumber_359 PrimeNumber_367
PrimeNumber_89 PrimeNumber_167 PrimeNumber_59 PrimeNumber_491 PrimeNumber_503 PrimeNumber_19 PrimeNumber_401 PrimeNumber_151 PrimeNumber_547 PrimeNumber_59
PrimeNumber_373 PrimeNumber_373 PrimeNumber_71 PrimeNumber_239 PrimeNumber_173 PrimeNumber_103 PrimeNumber_179 PrimeNumber_463 PrimeNumber_31 PrimeNumber_223
Lamp Air-conditioner Desk Vanity Sofabed Drapes Cabriole Rattle Vanity Dresser
Frieze Antique Armchair Bassinet Lamp Jardinière Ottoman Wheelchair Stool Couch
Lounger Drapery Fluting Castor Regency Credenza Etagère Seat Loveseat Lounger
Frieze Headboard Pew Island Armchair Hassock Cabriole Divan Buffet Vanity
Recliner Lintel Chandelier Seat Fluting Lintel cubbies Ottoman Breakfront Rack
Furniture Marquetry Pantry Lintel Light Lamp Bergere Sofa Futon Bookshelf
Dresser Curtains Divan Throne Antique Mattress Stool Loveseat Pliant Pillow
Applique Rack Waterbed Tansu Hokey Cupboard Drapes Upholstery Curtains Secretary
Furniture Light Zitan Armchair Rattle Fauteuil Lamp Hokey Tuffet Rack
Antique Vanity Rattle Marquetry Wheelchair Baroque Lintel Castor Clock Cradle
