SquareNumber_2401 SquareNumber_1936 SquareNumber_4489 SquareNumber_121 SquareNumber_7921 SquareNumber_900 SquareNumber_256 SquareNumber_3600 SquareNumber_9801 SquareNumber_6724
SquareNumber_36 SquareNumber_3364 SquareNumber_9025 SquareNumber_2209 SquareNumber_5929 SquareNumber_6889 SquareNumber_7396 SquareNumber_361 SquareNumber_361 SquareNumber_81
SquareNumber_8649 SquareNumber_1521 SquareNumber_3364 SquareNumber_2304 SquareNumber_841 SquareNumber_5476 SquareNumber_16 SquareNumber_7396 SquareNumber_4356 SquareNumber_5184
SquareNumber_7569 SquareNumber_6241 SquareNumber_1444 SquareNumber_7056 SquareNumber_3600 SquareNumber_9604 SquareNumber_7225 SquareNumber_2601 SquareNumber_841 SquareNumber_5929
SquareNumber_484 SquareNumber_5041 SquareNumber_2601 SquareNumber_1600 SquareNumber_36 SquareNumber_36 SquareNumber_8464 SquareNumber_8281 SquareNumber_7569 SquareNumber_4225
SquareNumber_4225 SquareNumber_576 SquareNumber_3136 SquareNumber_1024 SquareNumber_1369 SquareNumber_625 SquareNumber_196 SquareNumber_2704 SquareNumber_2809 SquareNumber_3364
SquareNumber_324 SquareNumber_3721 SquareNumber_1936 SquareNumber_5929 SquareNumber_841 SquareNumber_4624 SquareNumber_3364 SquareNumber_3844 SquareNumber_7396 SquareNumber_5041
SquareNumber_36 SquareNumber_841 SquareNumber_4096 SquareNumber_576 SquareNumber_1444 SquareNumber_121 SquareNumber_441 SquareNumber_784 SquareNumber_5184 SquareNumber_2809
SquareNumber_9801 SquareNumber_4900 SquareNumber_3481 SquareNumber_484 SquareNumber_7396 SquareNumber_5625 SquareNumber_121 SquareNumber_5329 SquareNumber_9025 SquareNumber_9
SquareNumber_9604 SquareNumber_6724 SquareNumber_5776 SquareNumber_2809 SquareNumber_961 SquareNumber_4225 SquareNumber_196 SquareNumber_9 SquareNumber_289 SquareNumber_196
SquareNumber_841 SquareNumber_3249 SquareNumber_289 SquareNumber_5476 SquareNumber_784 SquareNumber_121 SquareNumber_625 SquareNumber_4356 SquareNumber_784 SquareNumber_1089
BinaryNumber_0100000 BinaryNumber_0100010 BinaryNumber_0001000 BinaryNumber_1010011 BinaryNumber_0111110 BinaryNumber_0110101 BinaryNumber_0010101 BinaryNumber_1010011 BinaryNumber_1001101 BinaryNumber_0000000
BinaryNumber_0001101 BinaryNumber_1000101 BinaryNumber_0111110 BinaryNumber_0001101 BinaryNumber_0101101 BinaryNumber_1011010 BinaryNumber_0111101 BinaryNumber_1100011 BinaryNumber_0110100 BinaryNumber_0100000
