SquareNumber_256 SquareNumber_900 SquareNumber_1156 SquareNumber_4356 SquareNumber_1764 SquareNumber_1936 SquareNumber_3136 SquareNumber_36 SquareNumber_625 SquareNumber_2601
SquareNumber_9025 SquareNumber_324 SquareNumber_6889 SquareNumber_1156 SquareNumber_2809 SquareNumber_7056 SquareNumber_3721 SquareNumber_1089 SquareNumber_1444 SquareNumber_3721
SquareNumber_1225 SquareNumber_4900 SquareNumber_4489 SquareNumber_6241 SquareNumber_3025 SquareNumber_5184 SquareNumber_8100 SquareNumber_3364 SquareNumber_2116 SquareNumber_8649
SquareNumber_196 SquareNumber_1225 SquareNumber_4900 SquareNumber_4624 SquareNumber_121 SquareNumber_7056 SquareNumber_4900 SquareNumber_400 SquareNumber_256 SquareNumber_5184
SquareNumber_8281 SquareNumber_961 SquareNumber_3844 SquareNumber_6084 SquareNumber_36 SquareNumber_289 SquareNumber_5625 SquareNumber_2704 SquareNumber_400 SquareNumber_324
SquareNumber_6889 SquareNumber_961 SquareNumber_576 SquareNumber_324 SquareNumber_1936 SquareNumber_7056 SquareNumber_1296 SquareNumber_961 SquareNumber_3249 SquareNumber_225
SquareNumber_8464 SquareNumber_4624 SquareNumber_4624 SquareNumber_6241 SquareNumber_4761 SquareNumber_225 SquareNumber_1156 SquareNumber_3025 SquareNumber_4624 SquareNumber_225
SquareNumber_841 SquareNumber_784 SquareNumber_1521 SquareNumber_784 SquareNumber_7569 SquareNumber_441 SquareNumber_9801 SquareNumber_900 SquareNumber_4624 SquareNumber_625
SquareNumber_9409 SquareNumber_841 SquareNumber_289 SquareNumber_5625 SquareNumber_10000 SquareNumber_5184 SquareNumber_36 SquareNumber_576 SquareNumber_1849 SquareNumber_81
SquareNumber_3969 SquareNumber_2209 SquareNumber_324 SquareNumber_7744 SquareNumber_1296 SquareNumber_1681 SquareNumber_1681 SquareNumber_3481 SquareNumber_25 SquareNumber_2500
SquareNumber_7396 SquareNumber_2304 SquareNumber_361 SquareNumber_6561 SquareNumber_225 SquareNumber_6400 SquareNumber_1156 SquareNumber_1225 SquareNumber_5329 SquareNumber_576
CubeNumber_614125 CubeNumber_13824 CubeNumber_64 CubeNumber_474552 CubeNumber_175616 CubeNumber_117649 CubeNumber_512000 CubeNumber_729000 CubeNumber_24389 CubeNumber_373248
CubeNumber_1000 CubeNumber_438976 CubeNumber_68921 CubeNumber_46656 CubeNumber_17576 CubeNumber_42875 CubeNumber_185193 CubeNumber_681472 CubeNumber_85184 CubeNumber_1000
CubeNumber_778688 CubeNumber_17576 CubeNumber_531441 CubeNumber_117649 CubeNumber_343000 CubeNumber_64 CubeNumber_46656 CubeNumber_125 CubeNumber_804357 CubeNumber_19683
CubeNumber_551368 CubeNumber_12167 CubeNumber_343000 CubeNumber_405224 CubeNumber_681472 CubeNumber_287496 CubeNumber_343000 CubeNumber_97336 CubeNumber_125 CubeNumber_54872
