Avocado Plum Kumquat Tangerine Tamarind Raisin Mulberry Araza Yuzu Mandarine
Watermelon Sapote Lemon Blackberry Jujube Akebi Blueberry Soursop Jujube Cempedak
Ximenia Lulo Ackee Nance Passionfruit Jackfruit Elderberry Jujube Date Plum
Blackberry Kumquat Quince Tamarillo Lychee Raspberry Date Feijoa Tayberry Prune
Huckleberry Durian Tamarillo Nance Breadfruit Tayberry Avocado Loquat Loganberry Pineberry
Breadfruit Akebi Cempedak Nectarine Plumcot Tangerine Loquat Rambutan  Blackberry Salak
Lulo Grape Currant Mandarine Gooseberry Mandarine Blueberry Plantain Grape Satsuma
Plantain Jostaberry Satsuma Apple Loganberry Acerola Pomelo Yuzu Tamarillo Damson
Kiwifruit Canistel Tamarind Kiwano Ximenia Date Tangerine Apple Tamarind Passionfruit
Acerola Plumcot Tamarillo Blackcurrant Blueberry Blueberry Loganberry Pomegranate Mandarine Pomelo
Sapote Guava Abiu Kiwano Jambul Clementine Nance Yuzu Mandarine Plum
BinaryNumber_0100001 BinaryNumber_0100101 BinaryNumber_0101011 BinaryNumber_0000110 BinaryNumber_1100000 BinaryNumber_1010010 BinaryNumber_0111111 BinaryNumber_0111101 BinaryNumber_0001011 BinaryNumber_1000000
BinaryNumber_1010110 BinaryNumber_0011011 BinaryNumber_1011011 BinaryNumber_1010111 BinaryNumber_1000001 BinaryNumber_1010000 BinaryNumber_1000100 BinaryNumber_1011110 BinaryNumber_0101000 BinaryNumber_1011101
BinaryNumber_1011010 BinaryNumber_0100011 BinaryNumber_1010100 BinaryNumber_0110000 BinaryNumber_1010000 BinaryNumber_1000111 BinaryNumber_1011111 BinaryNumber_0110101 BinaryNumber_0010001 BinaryNumber_0010110
BinaryNumber_0011001 BinaryNumber_0100111 BinaryNumber_1100010 BinaryNumber_0011101 BinaryNumber_1001001 BinaryNumber_0010101 BinaryNumber_0011100 BinaryNumber_1100001 BinaryNumber_1011101 BinaryNumber_1010010
BinaryNumber_0000110 BinaryNumber_0011111 BinaryNumber_1010110 BinaryNumber_1010111 BinaryNumber_1010110 BinaryNumber_1100011 BinaryNumber_1000011 BinaryNumber_1011001 BinaryNumber_0101001 BinaryNumber_0011010
BinaryNumber_1010011 BinaryNumber_0000111 BinaryNumber_1010100 BinaryNumber_0101111 BinaryNumber_1000101 BinaryNumber_1001001 BinaryNumber_0000000 BinaryNumber_1011111 BinaryNumber_1001000 BinaryNumber_1000001
BinaryNumber_1011000 BinaryNumber_1000111 BinaryNumber_0110111 BinaryNumber_0011100 BinaryNumber_0010010 BinaryNumber_0101010 BinaryNumber_1100010 BinaryNumber_0100001 BinaryNumber_0000110 BinaryNumber_0100000
BinaryNumber_1010110 BinaryNumber_1010101 BinaryNumber_0000110 BinaryNumber_1100010 BinaryNumber_0101110 BinaryNumber_0001110 BinaryNumber_1100011 BinaryNumber_0100111 BinaryNumber_0000010 BinaryNumber_0000110
BinaryNumber_0111000 BinaryNumber_1000011 BinaryNumber_1010100 BinaryNumber_1000110 BinaryNumber_0000001 BinaryNumber_0011110 BinaryNumber_0111001 BinaryNumber_0000000 BinaryNumber_1011101 BinaryNumber_1011010
