Bisque Goldenrod Crimson PaleGreen SpringGreen DarkOliveGreen DeepSkyBlue CadetBlue LightSlateGray PowderBlue
PapayaWhip MediumAquamarine Gray LightCyan WhiteSmoke CadetBlue PaleGoldenrod FloralWhite FloralWhite LimeGreen
LightGreen DarkGreen LightBlue DarkBlue Tan DeepSkyBlue PaleGreen LavenderBlush LimeGreen LightSlateGray
Moccasin MediumOrchid DarkGoldenrod PaleVioletRed DarkSeaGreen DarkKhaki Silver Salmon Olive Chartreuse
DodgerBlue Aquamarine IndianRed Chocolate MidnightBlue Moccasin SandyBrown Pink LightCyan LightGoldenrod
BlanchedAlmond LightGoldenrodYellow Honeydew Blue Cornsilk Thistle LightSlateBlue Firebrick Aquamarine VioletRed
Purple SpringGreen LightYellow LightGoldenrod MediumSpringGreen LightGreen Brown MintCream White Snow
CadetBlue Navy SandyBrown VioletRed OliveDrab Moccasin Orchid Ivory SkyBlue DarkSlateGray
PapayaWhip ForestGreen White PeachPuff DarkOliveGreen LightGoldenrodYellow Sienna DarkTurquoise Linen Lavender
LimeGreen LavenderBlush DarkSlateBlue DeepSkyBlue OldLace Snow Cyan Thistle LightPink DarkCyan
Burlywood Gray LightGoldenrod SkyBlue MediumSeaGreen LightSteelBlue PaleTurquoise Black DarkGray DarkRed
BinaryNumber_1010111 BinaryNumber_1010110 BinaryNumber_0011001 BinaryNumber_1001100 BinaryNumber_0101011 BinaryNumber_1001111 BinaryNumber_0011011 BinaryNumber_1011011 BinaryNumber_0000011 BinaryNumber_0101010
BinaryNumber_1011010 BinaryNumber_1011011 BinaryNumber_0000001 BinaryNumber_0101110 BinaryNumber_0010111 BinaryNumber_0101101 BinaryNumber_0111011 BinaryNumber_0111110 BinaryNumber_0101110 BinaryNumber_1000111
BinaryNumber_0011111 BinaryNumber_1001011 BinaryNumber_1001001 BinaryNumber_1000011 BinaryNumber_1001010 BinaryNumber_0111111 BinaryNumber_1010010 BinaryNumber_0111001 BinaryNumber_0111001 BinaryNumber_0000001
