temperature__50c temperature__22c temperature__132c temperature__58c temperature__147c temperature__95c temperature__122c temperature__64c temperature__33c temperature__138c
temperature__33c temperature__69c temperature__77c temperature__42c temperature__2c temperature__12c temperature__86c temperature__40c temperature__16c temperature__77c
temperature__132c temperature__139c temperature__87c temperature__140c temperature__116c temperature__5c temperature__57c temperature__111c temperature__123c temperature__12c
temperature__34c temperature__23c temperature__51c temperature__98c temperature__41c temperature__50c temperature__119c temperature__137c temperature__126c temperature__78c
temperature__68c temperature__95c temperature__100c temperature__16c temperature__26c temperature__47c temperature__82c temperature__24c temperature__98c temperature__86c
temperature__7c temperature__47c temperature__136c temperature__85c temperature__132c temperature__33c temperature__50c temperature__4c temperature__50c temperature__86c
temperature__65c temperature__46c temperature__90c temperature__42c temperature__47c temperature__4c temperature__142c temperature__71c temperature__112c temperature__119c
temperature__12c temperature__119c temperature__138c temperature__98c temperature__26c temperature__137c temperature__109c temperature__54c temperature__58c temperature__64c
temperature__0c temperature__5c temperature__49c temperature__132c temperature__116c temperature__6c temperature__74c temperature__22c temperature__65c temperature__34c
temperature__98c temperature__73c temperature__2c temperature__33c temperature__88c temperature__7c temperature__87c temperature__92c temperature__77c temperature__42c
temperature__52c temperature__136c temperature__11c temperature__137c temperature__5c temperature__126c temperature__138c temperature__126c temperature__95c temperature__53c
PrimeNumber_241 PrimeNumber_59 PrimeNumber_521 PrimeNumber_479 PrimeNumber_241 PrimeNumber_223 PrimeNumber_29 PrimeNumber_263 PrimeNumber_149 PrimeNumber_419
PrimeNumber_359 PrimeNumber_2 PrimeNumber_359 PrimeNumber_157 PrimeNumber_523 PrimeNumber_271 PrimeNumber_5 PrimeNumber_179 PrimeNumber_293 PrimeNumber_313
PrimeNumber_197 PrimeNumber_541 PrimeNumber_23 PrimeNumber_23 PrimeNumber_433 PrimeNumber_349 PrimeNumber_233 PrimeNumber_173 PrimeNumber_7 PrimeNumber_157
PrimeNumber_239 PrimeNumber_239 PrimeNumber_499 PrimeNumber_79 PrimeNumber_71 PrimeNumber_151 PrimeNumber_127 PrimeNumber_23 PrimeNumber_5 PrimeNumber_59
PrimeNumber_163 PrimeNumber_61 PrimeNumber_503 PrimeNumber_59 PrimeNumber_23 PrimeNumber_523 PrimeNumber_233 PrimeNumber_331 PrimeNumber_167 PrimeNumber_263
PrimeNumber_313 PrimeNumber_241 PrimeNumber_43 PrimeNumber_233 PrimeNumber_457 PrimeNumber_173 PrimeNumber_241 PrimeNumber_163 PrimeNumber_67 PrimeNumber_103
PrimeNumber_457 PrimeNumber_457 PrimeNumber_23 PrimeNumber_241 PrimeNumber_173 PrimeNumber_13 PrimeNumber_83 PrimeNumber_229 PrimeNumber_149 PrimeNumber_541
