SquareNumber_1444 SquareNumber_1936 SquareNumber_2209 SquareNumber_7056 SquareNumber_4096 SquareNumber_576 SquareNumber_3844 SquareNumber_9409 SquareNumber_8100 SquareNumber_169
SquareNumber_7396 SquareNumber_2601 SquareNumber_1600 SquareNumber_3481 SquareNumber_7396 SquareNumber_4900 SquareNumber_25 SquareNumber_1156 SquareNumber_1681 SquareNumber_7056
SquareNumber_4489 SquareNumber_400 SquareNumber_7744 SquareNumber_9801 SquareNumber_8100 SquareNumber_3600 SquareNumber_576 SquareNumber_3481 SquareNumber_7569 SquareNumber_16
SquareNumber_10000 SquareNumber_6724 SquareNumber_900 SquareNumber_36 SquareNumber_6561 SquareNumber_1296 SquareNumber_49 SquareNumber_9604 SquareNumber_841 SquareNumber_36
SquareNumber_7396 SquareNumber_1369 SquareNumber_3364 SquareNumber_4624 SquareNumber_4 SquareNumber_6724 SquareNumber_2809 SquareNumber_25 SquareNumber_10000 SquareNumber_5776
SquareNumber_2916 SquareNumber_1444 SquareNumber_10000 SquareNumber_2116 SquareNumber_1024 SquareNumber_5929 SquareNumber_4624 SquareNumber_4489 SquareNumber_3721 SquareNumber_625
SquareNumber_4356 SquareNumber_6241 SquareNumber_6889 SquareNumber_676 SquareNumber_144 SquareNumber_2601 SquareNumber_9801 SquareNumber_841 SquareNumber_3025 SquareNumber_5041
SquareNumber_3969 SquareNumber_1296 SquareNumber_1849 SquareNumber_25 SquareNumber_729 SquareNumber_49 SquareNumber_5329 SquareNumber_3249 SquareNumber_256 SquareNumber_8464
SquareNumber_10000 SquareNumber_9801 SquareNumber_2500 SquareNumber_5041 SquareNumber_64 SquareNumber_9 SquareNumber_1089 SquareNumber_2025 SquareNumber_7569 SquareNumber_121
SquareNumber_100 SquareNumber_49 SquareNumber_3600 SquareNumber_961 SquareNumber_7569 SquareNumber_8100 SquareNumber_7225 SquareNumber_2601 SquareNumber_4489 SquareNumber_1444
SquareNumber_3364 SquareNumber_5041 SquareNumber_2401 SquareNumber_64 SquareNumber_5041 SquareNumber_2601 SquareNumber_4096 SquareNumber_625 SquareNumber_2704 SquareNumber_4225
fruits vegetables seafood beef meals cooking cheese meat animal nutrition milk
cooking fruit vegetable soup seafood nourishment eat vegetable fruit drinks
pasta seafood soup sushi meals sushi nutrient meals rice sushi
meat restaurant restaurant nutrient provender fruit plant animal fruits vegetables sushi
cooking victuals victuals cereal edible soup soup plant vegetable cereal
victuals vegetable vegetable soup rice cooking plant cooking chicken restaurant
plant cheese chicken plant chicken provender pasta rice seafood milk
meals edible cheese soup cheese eat milk meal pasta cheese
nutrient chicken meals sushi restaurant vegetable rice fruit seafood rice
meat restaurant animal fruits vegetables edible nourishment drinks seafood milk nourishment
meals pasta provender eat nutrition meat chicken sushi cheese vegetable
temperature__21c temperature__27c temperature__61c temperature__123c temperature__8c temperature__10c temperature__56c temperature__106c temperature__50c temperature__35c
temperature__14c temperature__106c temperature__27c temperature__78c temperature__63c temperature__30c temperature__51c temperature__138c temperature__22c temperature__31c
temperature__41c temperature__116c temperature__73c temperature__109c temperature__17c temperature__136c temperature__85c temperature__73c temperature__79c temperature__109c
temperature__0c temperature__22c temperature__61c temperature__22c temperature__124c temperature__116c temperature__84c temperature__79c temperature__77c temperature__73c
temperature__31c temperature__142c temperature__84c temperature__92c temperature__95c temperature__86c temperature__145c temperature__31c temperature__40c temperature__34c
