CubeNumber_2197 CubeNumber_15625 CubeNumber_195112 CubeNumber_19683 CubeNumber_250047 CubeNumber_64000 CubeNumber_438976 CubeNumber_110592 CubeNumber_226981 CubeNumber_10648
CubeNumber_39304 CubeNumber_658503 CubeNumber_21952 CubeNumber_474552 CubeNumber_778688 CubeNumber_884736 CubeNumber_9261 CubeNumber_421875 CubeNumber_571787 CubeNumber_658503
CubeNumber_85184 CubeNumber_132651 CubeNumber_884736 CubeNumber_3375 CubeNumber_132651 CubeNumber_13824 CubeNumber_195112 CubeNumber_1331 CubeNumber_140608 CubeNumber_195112
CubeNumber_729 CubeNumber_551368 CubeNumber_804357 CubeNumber_27 CubeNumber_24389 CubeNumber_681472 CubeNumber_226981 CubeNumber_857375 CubeNumber_216 CubeNumber_64
CubeNumber_912673 CubeNumber_64000 CubeNumber_97336 CubeNumber_32768 CubeNumber_68921 CubeNumber_421875 CubeNumber_140608 CubeNumber_343000 CubeNumber_4913 CubeNumber_59319
CubeNumber_64 CubeNumber_1331 CubeNumber_3375 CubeNumber_857375 CubeNumber_592704 CubeNumber_704969 CubeNumber_103823 CubeNumber_238328 CubeNumber_103823 CubeNumber_103823
CubeNumber_704969 CubeNumber_729000 CubeNumber_704969 CubeNumber_250047 CubeNumber_389017 CubeNumber_21952 CubeNumber_729 CubeNumber_140608 CubeNumber_1331 CubeNumber_68921
CubeNumber_456533 CubeNumber_125 CubeNumber_125000 CubeNumber_531441 CubeNumber_1728 CubeNumber_274625 CubeNumber_704969 CubeNumber_1728 CubeNumber_343000 CubeNumber_778688
CubeNumber_551368 CubeNumber_704969 CubeNumber_216000 CubeNumber_250047 CubeNumber_300763 CubeNumber_262144 CubeNumber_54872 CubeNumber_205379 CubeNumber_19683 CubeNumber_614125
CubeNumber_912673 CubeNumber_205379 CubeNumber_238328 CubeNumber_571787 CubeNumber_658503 CubeNumber_27 CubeNumber_300763 CubeNumber_205379 CubeNumber_2197 CubeNumber_421875
CubeNumber_343 CubeNumber_3375 CubeNumber_804357 CubeNumber_512 CubeNumber_592704 CubeNumber_1728 CubeNumber_12167 CubeNumber_226981 CubeNumber_636056 CubeNumber_19683
temperature__63c temperature__69c temperature__90c temperature__8c temperature__61c temperature__16c temperature__64c temperature__87c temperature__131c temperature__85c
temperature__73c temperature__0c temperature__90c temperature__79c temperature__79c temperature__82c temperature__58c temperature__93c temperature__146c temperature__16c
temperature__39c temperature__70c temperature__47c temperature__51c temperature__0c temperature__118c temperature__79c temperature__136c temperature__49c temperature__7c
temperature__2c temperature__30c temperature__61c temperature__105c temperature__12c temperature__63c temperature__70c temperature__2c temperature__98c temperature__112c
temperature__108c temperature__93c temperature__31c temperature__40c temperature__11c temperature__30c temperature__34c temperature__23c temperature__22c temperature__73c
temperature__31c temperature__88c temperature__93c temperature__148c temperature__10c temperature__35c temperature__7c temperature__98c temperature__56c temperature__82c
temperature__84c temperature__41c temperature__56c temperature__59c temperature__30c temperature__126c temperature__21c temperature__73c temperature__24c temperature__122c
temperature__84c temperature__132c temperature__98c temperature__11c temperature__2c temperature__84c temperature__138c temperature__138c temperature__136c temperature__53c
