Avocado Tangerine Quince Currant Kumquat Guava Prune Orange Loquat Sapote
Pawpaw Mangosteen Plumcot Blueberry Jujube Tamarind Pomegranate Damson Canistel Jujube
Salak Ximenia Feijoa Lemon Satsuma Salak Banana Kiwano Jackfruit Açaí
Akebi Apple Grapefruit Plumcot Jambul Date Blackberry Huckleberry Cashew Watermelon
Blackberry Yuzu Date Tamarind Honeyberry Fig Rambutan  Plumcot Yuzu Breadfruit
Durian Quince Lime Quince Fig Mangosteen Araza Tayberry Banana Canistel
Açaí Watermelon Cantaloupe Lulo Melon Jostaberry Currant Pear Plum Blueberry
Date Loganberry Loganberry Tamarind Cherimoya Avocado Pomelo Pawpaw Feijoa Cranberry
Pomelo Blueberry Loquat Lime Loganberry Soursop Clementine Blackcurrant Melon Tamarind
Araza Bilberry Mulberry Persimmon Blueberry Persimmon Tayberry Grapefruit Date Orange
Açaí Mango Grape Apple Papaya Lime Jambul Watermelon Jujube Gooseberry
CubeNumber_551368 CubeNumber_117649 CubeNumber_857375 CubeNumber_12167 CubeNumber_64000 CubeNumber_2197 CubeNumber_405224 CubeNumber_13824 CubeNumber_343000 CubeNumber_103823
CubeNumber_804357 CubeNumber_8000 CubeNumber_592704 CubeNumber_175616 CubeNumber_17576 CubeNumber_68921 CubeNumber_3375 CubeNumber_54872 CubeNumber_103823 CubeNumber_571787
CubeNumber_1728 CubeNumber_110592 CubeNumber_42875 CubeNumber_216000 CubeNumber_216 CubeNumber_389017 CubeNumber_778688 CubeNumber_343 CubeNumber_681472 CubeNumber_64000
CubeNumber_185193 CubeNumber_21952 CubeNumber_5832 CubeNumber_216 CubeNumber_357911 CubeNumber_15625 CubeNumber_185193 CubeNumber_753571 CubeNumber_474552 CubeNumber_205379
CubeNumber_226981 CubeNumber_250047 CubeNumber_54872 CubeNumber_24389 CubeNumber_884736 CubeNumber_9261 CubeNumber_103823 CubeNumber_512000 CubeNumber_117649 CubeNumber_531441
CubeNumber_2744 CubeNumber_97336 CubeNumber_205379 CubeNumber_778688 CubeNumber_804357 CubeNumber_912673 CubeNumber_941192 CubeNumber_405224 CubeNumber_1728 CubeNumber_421875
CubeNumber_110592 CubeNumber_5832 CubeNumber_830584 CubeNumber_140608 CubeNumber_300763 CubeNumber_493039 CubeNumber_778688 CubeNumber_857375 CubeNumber_140608 CubeNumber_1331
CubeNumber_571787 CubeNumber_357911 CubeNumber_636056 CubeNumber_50653 CubeNumber_512000 CubeNumber_4913 CubeNumber_8000 CubeNumber_493039 CubeNumber_1000 CubeNumber_300763
CubeNumber_405224 CubeNumber_59319 CubeNumber_12167 CubeNumber_9261 CubeNumber_262144 CubeNumber_1728 CubeNumber_29791 CubeNumber_91125 CubeNumber_216000 CubeNumber_8
CubeNumber_24389 CubeNumber_262144 CubeNumber_24389 CubeNumber_1331 CubeNumber_42875 CubeNumber_704969 CubeNumber_531441 CubeNumber_125000 CubeNumber_830584 CubeNumber_4096
CubeNumber_512000 CubeNumber_274625 CubeNumber_1000 CubeNumber_512000 CubeNumber_753571 CubeNumber_405224 CubeNumber_531441 CubeNumber_6859 CubeNumber_46656 CubeNumber_681472
BinaryNumber_0010011 BinaryNumber_0011111 BinaryNumber_0010110 BinaryNumber_0111011 BinaryNumber_0100011 BinaryNumber_0001110 BinaryNumber_0101000 BinaryNumber_0001011 BinaryNumber_0011111 BinaryNumber_0000011
BinaryNumber_0001000 BinaryNumber_0111110 BinaryNumber_0110100 BinaryNumber_0000010 BinaryNumber_0010011 BinaryNumber_1011110 BinaryNumber_1001101 BinaryNumber_0011000 BinaryNumber_0011111 BinaryNumber_0101111
BinaryNumber_1000001 BinaryNumber_1000010 BinaryNumber_1010111 BinaryNumber_0111100 BinaryNumber_1011010 BinaryNumber_0101111 BinaryNumber_0001011 BinaryNumber_0010011 BinaryNumber_1000011 BinaryNumber_0110010
BinaryNumber_0010001 BinaryNumber_0001100 BinaryNumber_1010000 BinaryNumber_1010001 BinaryNumber_1001010 BinaryNumber_0011101 BinaryNumber_1100000 BinaryNumber_0101010 BinaryNumber_0100010 BinaryNumber_1001001
BinaryNumber_1000011 BinaryNumber_0010000 BinaryNumber_0111111 BinaryNumber_0100011 BinaryNumber_1010101 BinaryNumber_0111101 BinaryNumber_1100011 BinaryNumber_0001010 BinaryNumber_1000011 BinaryNumber_0001001
BinaryNumber_1010011 BinaryNumber_1000011 BinaryNumber_1011001 BinaryNumber_0100000 BinaryNumber_0100111 BinaryNumber_0110101 BinaryNumber_0001011 BinaryNumber_1000100 BinaryNumber_0101100 BinaryNumber_1010011
BinaryNumber_1000000 BinaryNumber_0100101 BinaryNumber_1000101 BinaryNumber_1000110 BinaryNumber_0011100 BinaryNumber_0000011 BinaryNumber_0010101 BinaryNumber_1011101 BinaryNumber_0010001 BinaryNumber_1000110
BinaryNumber_0101000 BinaryNumber_1010111 BinaryNumber_1011000 BinaryNumber_1011111 BinaryNumber_0011000 BinaryNumber_0101000 BinaryNumber_0101101 BinaryNumber_1001101 BinaryNumber_0101101 BinaryNumber_1010010
BinaryNumber_0101100 BinaryNumber_1001101 BinaryNumber_0011000 BinaryNumber_1010001 BinaryNumber_1001001 BinaryNumber_0010011 BinaryNumber_1001000 BinaryNumber_0100100 BinaryNumber_1100010 BinaryNumber_0111010
BinaryNumber_0100111 BinaryNumber_0110110 BinaryNumber_1011100 BinaryNumber_0111010 BinaryNumber_0011100 BinaryNumber_0001101 BinaryNumber_1000111 BinaryNumber_1011111 BinaryNumber_0010100 BinaryNumber_1100010
BinaryNumber_1010010 BinaryNumber_1001101 BinaryNumber_0001110 BinaryNumber_0100110 BinaryNumber_0010111 BinaryNumber_0101110 BinaryNumber_0000010 BinaryNumber_0100011 BinaryNumber_0101110 BinaryNumber_0000000
meal plant nourishment edible meals pasta fruits vegetables drinks plant seafood
victuals chicken rice sushi seafood nourishment sushi fruits vegetables plant cooking
rice provender rice eat fruits vegetables meat fruit pasta fruit rice
provender meals seafood plant restaurant nutrient pasta edible sushi restaurant
beef nutrient restaurant beef meals plant cheese provender beef edible
animal provender seafood drinks cheese vegetable edible eat milk meals
rice provender cooking plant restaurant rice sushi cereal nutrition provender
nutrient chicken restaurant milk seafood drinks animal cooking cereal animal
soup edible meals cereal vegetable fruit victuals victuals meat victuals
meat drinks fruit restaurant fruit meal milk eat meal nutrient
seafood beef fruit animal soup nourishment eat victuals nourishment edible
temperature__30c temperature__11c temperature__65c temperature__14c temperature__59c temperature__23c temperature__109c temperature__106c temperature__86c temperature__130c
temperature__6c temperature__42c temperature__108c temperature__49c temperature__132c temperature__137c temperature__50c temperature__16c temperature__33c temperature__79c
temperature__34c temperature__148c temperature__54c temperature__41c temperature__61c temperature__126c temperature__140c temperature__54c temperature__131c temperature__12c
temperature__63c temperature__0c temperature__123c temperature__118c temperature__142c temperature__116c temperature__4c temperature__49c temperature__124c temperature__52c
