temperature__131c temperature__64c temperature__6c temperature__70c temperature__7c temperature__148c temperature__84c temperature__5c temperature__109c temperature__47c
temperature__7c temperature__144c temperature__130c temperature__31c temperature__71c temperature__5c temperature__129c temperature__120c temperature__53c temperature__140c
temperature__21c temperature__87c temperature__33c temperature__57c temperature__49c temperature__27c temperature__41c temperature__7c temperature__27c temperature__34c
temperature__109c temperature__68c temperature__124c temperature__51c temperature__14c temperature__12c temperature__142c temperature__34c temperature__10c temperature__119c
temperature__34c temperature__126c temperature__2c temperature__95c temperature__30c temperature__53c temperature__8c temperature__82c temperature__87c temperature__33c
temperature__30c temperature__105c temperature__39c temperature__86c temperature__137c temperature__109c temperature__50c temperature__138c temperature__142c temperature__5c
temperature__54c temperature__90c temperature__91c temperature__23c temperature__98c temperature__100c temperature__100c temperature__65c temperature__54c temperature__71c
temperature__123c temperature__46c temperature__144c temperature__144c temperature__100c temperature__98c temperature__109c temperature__132c temperature__123c temperature__122c
temperature__148c temperature__77c temperature__106c temperature__26c temperature__148c temperature__91c temperature__122c temperature__78c temperature__14c temperature__51c
temperature__65c temperature__138c temperature__31c temperature__41c temperature__120c temperature__50c temperature__74c temperature__74c temperature__63c temperature__6c
temperature__52c temperature__100c temperature__112c temperature__23c temperature__11c temperature__11c temperature__58c temperature__68c temperature__23c temperature__148c
SquareNumber_9216 SquareNumber_961 SquareNumber_6400 SquareNumber_3136 SquareNumber_4624 SquareNumber_2304 SquareNumber_16 SquareNumber_3844 SquareNumber_64 SquareNumber_4225
SquareNumber_36 SquareNumber_49 SquareNumber_7921 SquareNumber_3969 SquareNumber_7744 SquareNumber_9801 SquareNumber_6889 SquareNumber_16 SquareNumber_49 SquareNumber_49
SquareNumber_1681 SquareNumber_64 SquareNumber_361 SquareNumber_900 SquareNumber_5041 SquareNumber_3969 SquareNumber_3721 SquareNumber_841 SquareNumber_2401 SquareNumber_2500
SquareNumber_1600 SquareNumber_6241 SquareNumber_289 SquareNumber_3025 SquareNumber_4 SquareNumber_7921 SquareNumber_2116 SquareNumber_1089 SquareNumber_64 SquareNumber_1024
SquareNumber_361 SquareNumber_36 SquareNumber_2209 SquareNumber_400 SquareNumber_5184 SquareNumber_3721 SquareNumber_529 SquareNumber_256 SquareNumber_7569 SquareNumber_225
SquareNumber_1849 SquareNumber_3600 SquareNumber_4624 SquareNumber_900 SquareNumber_3721 SquareNumber_676 SquareNumber_4900 SquareNumber_1936 SquareNumber_6724 SquareNumber_4
SquareNumber_2601 SquareNumber_7056 SquareNumber_7744 SquareNumber_6400 SquareNumber_6241 SquareNumber_2401 SquareNumber_64 SquareNumber_5041 SquareNumber_7396 SquareNumber_324
SquareNumber_3249 SquareNumber_400 SquareNumber_4 SquareNumber_2809 SquareNumber_81 SquareNumber_1369 SquareNumber_1600 SquareNumber_100 SquareNumber_9216 SquareNumber_1444
SquareNumber_9604 SquareNumber_2116 SquareNumber_49 SquareNumber_4624 SquareNumber_361 SquareNumber_4 SquareNumber_8100 SquareNumber_2916 SquareNumber_7396 SquareNumber_841
SquareNumber_529 SquareNumber_484 SquareNumber_4 SquareNumber_100 SquareNumber_1849 SquareNumber_729 SquareNumber_289 SquareNumber_9409 SquareNumber_961 SquareNumber_4900
SquareNumber_3136 SquareNumber_5041 SquareNumber_484 SquareNumber_8649 SquareNumber_841 SquareNumber_3721 SquareNumber_196 SquareNumber_4761 SquareNumber_1681 SquareNumber_1225
PrimeNumber_487 PrimeNumber_419 PrimeNumber_181 PrimeNumber_11 PrimeNumber_373 PrimeNumber_211 PrimeNumber_199 PrimeNumber_491 PrimeNumber_251 PrimeNumber_337
PrimeNumber_311 PrimeNumber_71 PrimeNumber_317 PrimeNumber_311 PrimeNumber_67 PrimeNumber_359 PrimeNumber_157 PrimeNumber_349 PrimeNumber_251 PrimeNumber_37
PrimeNumber_151 PrimeNumber_227 PrimeNumber_263 PrimeNumber_73 PrimeNumber_2 PrimeNumber_223 PrimeNumber_59 PrimeNumber_109 PrimeNumber_139 PrimeNumber_137
PrimeNumber_59 PrimeNumber_223 PrimeNumber_311 PrimeNumber_431 PrimeNumber_79 PrimeNumber_137 PrimeNumber_107 PrimeNumber_131 PrimeNumber_101 PrimeNumber_103
PrimeNumber_71 PrimeNumber_71 PrimeNumber_2 PrimeNumber_89 PrimeNumber_211 PrimeNumber_269 PrimeNumber_139 PrimeNumber_73 PrimeNumber_367 PrimeNumber_107
PrimeNumber_137 PrimeNumber_373 PrimeNumber_131 PrimeNumber_2 PrimeNumber_431 PrimeNumber_41 PrimeNumber_383 PrimeNumber_13 PrimeNumber_37 PrimeNumber_337
PrimeNumber_7 PrimeNumber_397 PrimeNumber_179 PrimeNumber_31 PrimeNumber_521 PrimeNumber_191 PrimeNumber_157 PrimeNumber_421 PrimeNumber_373 PrimeNumber_199
PrimeNumber_149 PrimeNumber_179 PrimeNumber_89 PrimeNumber_13 PrimeNumber_499 PrimeNumber_23 PrimeNumber_29 PrimeNumber_3 PrimeNumber_79 PrimeNumber_163
PrimeNumber_229 PrimeNumber_431 PrimeNumber_367 PrimeNumber_179 PrimeNumber_197 PrimeNumber_137 PrimeNumber_71 PrimeNumber_41 PrimeNumber_349 PrimeNumber_71
PrimeNumber_499 PrimeNumber_491 PrimeNumber_373 PrimeNumber_97 PrimeNumber_59 PrimeNumber_109 PrimeNumber_449 PrimeNumber_239 PrimeNumber_479 PrimeNumber_107
